,name,id,calories,sugars,fat,saturated fat,sodium
0,Grilled Cornish Game Hens,30501,871,2.3,69.2,15.4,1.1242
1,Blake's Best Steak,30503,510,0.1,41.5,15.1,0.3861
2,Grilled Baked Potatoes,30504,195,2.9,4.7,0.7,0.0088
3,Grilled Portobello and Mozzarella,30506,347,13.6,19.8,7.6,1.8833
4,Tipsy Chicken,30516,415,0.4,26.6,7.5,0.4418
5,Unbelievable Chicken,30522,337,18.0,16.4,2.7,0.7355
6,Marinade for Chicken,30523,102,0.6,10.4,1.6,0.44089999999999996
7,Crumbed Avocado Steak,30555,1095,2.2,88.0,39.3,0.7058
8,Poor Man's Pepper Steak,30559,217,1.9,12.8,3.2,0.1784
9,Blue Cheese Beef Tenderloin,30575,669,2.9,54.6,22.1,1.0428
10,Sesame Lime Steak Wraps,30577,401,17.8,17.0,4.9,0.3547
11,Filet Mignon with Rich Balsamic Glaze,30578,367,4.6,26.2,10.6,0.0635
12,Bob's Thai Beef Salad,30580,444,16.4,24.0,9.6,4.458600000000001
13,Belgium Beef Stew,30597,428,6.6,27.9,12.6,0.16419999999999998
