,name,id,calories,sugars,fat,saturated fat,sodium
0,Corn Chili,26400,391,11.8,6.6,1.0,1.3095
1,Corn Chowder III,26401,268,11.3,13.9,5.8,0.5864
2,Corn Chowder IV,26403,341,9.2,16.0,6.7,0.6316
3,"Corn, Sausage and Pepper Chowder",26404,322,6.9,15.5,7.6,0.21309999999999998
4,Depression Era Corn Chowder,26412,331,13.9,15.8,9.4,0.4704
5,Easy Chili II,26416,366,7.1,18.6,6.9,0.7293999999999999
6,Easy Chili III,26417,396,10.5,15.1,5.7,0.7247
7,Easy Corn Chowder II,26418,192,9.8,5.5,3.0,0.3957
8,Easy Vegetable Beef Soup,26420,254,3.2,8.3,3.2,1.0141
9,Easy Vegetarian Corn Chowder,26421,390,11.4,18.0,10.5,1.0648
10,Hearty Beef Stew,26425,319,5.4,16.3,6.3,0.7353
11,Home-Style Vegetable Beef Soup,26427,268,8.9,6.9,2.6,0.7563
12,Honeydew Blueberry Soup,26428,176,26.5,3.2,0.8,0.0964
13,Leah's Chicken Soup,26432,283,2.7,8.9,2.3,0.18030000000000002
14,Lemon Chicken Soup II,26433,275,0.8,7.0,1.9,0.1002
15,Lentil Soup III,26434,156,3.8,0.7,0.1,0.0689
16,Magic's Green and White Chicken Soup,26435,468,2.9,21.0,7.2,0.411
17,"Meghan and Jenn's Veggie, Chicken and Herb Soup",26437,75,2.1,0.9,0.2,0.615
18,Melanie's Chili,26438,452,6.0,13.3,4.9,0.5244
19,Mexican Corn Chowder,26439,288,8.1,13.2,6.8,0.1221
20,Minnesota Golf Course Chili,26442,334,9.1,14.2,5.3,0.6817000000000001
21,Mom's Chili,26443,382,4.1,18.7,7.0,1.7010999999999998
22,Mom's Italian Beef Barley Soup,26444,512,2.6,27.8,11.1,0.8841
23,Chicken and Salsa Soup,26446,301,2.5,9.9,3.3,0.5432
24,Yummy Chili Blanco,26447,447,1.9,16.6,8.7,0.3685
25,Creamy Bean Soup,26448,210,1.0,8.1,3.8,0.6656
26,Ortega® Black Bean Soup,26449,56,1.7,1.9,0.4,0.2993
27,Ortega® Gazpacho,26450,91,3.1,1.7,0.3,0.5577000000000001
28,Ortega® Tortilla Soup,26451,257,2.8,14.2,6.7,1.0697999999999999
29,Mexican-Style Tomato Bean Soup,26452,195,4.0,9.6,5.1,1.148
30,Prima Chili,26453,367,6.1,20.6,8.2,1.5403
31,Spicy Tomato and Corn Soup,26454,119,1.5,3.3,1.7,0.6122000000000001
32,Quick and Easy 20-Minute Chicken Posole,26459,174,4.1,5.0,0.7,1.2298
33,Quick and Easy Chicken Noodle Soup,26460,162,3.7,6.1,2.1,1.3568
34,Quick Chili II,26461,360,5.2,16.6,6.4,1.1757
35,Russian Chili,26462,422,4.7,26.2,11.0,0.39280000000000004
36,Salmon Chowder,26463,490,8.6,25.9,12.7,1.1395
37,Spicy Chunks of Stewed Beef Soup,26467,260,3.0,10.6,4.0,0.5695
38,Spicy Turkey Chili,26468,213,9.5,3.7,0.7,1.7509000000000001
39,Spicy Vegetable Beef Soup,26469,291,3.4,12.6,4.0,0.3374
40,Sweet Lentil Soup with Asparagus Tips,26471,319,16.4,6.6,0.9,1.3675
41,The Best Chicken Soup Ever,26472,487,5.7,23.0,6.7,0.761
42,Vegetable Beef Soup III,26473,516,3.3,30.8,12.2,1.0813
43,White Chili IV,26475,521,4.9,4.8,0.8,0.9504
44,Wonton Noodle Soup,26476,590,0.8,4.9,0.5,1.3625999999999998
45,Pinecone Suet Cakes,26479,599,2.5,50.0,17.3,0.1007
46,Candied Yams,26482,282,25.6,7.9,4.9,0.1452
47,Holiday Cranberry Sauce,26490,111,26.0,0.1,0.0,0.0022
48,Minnesota Wild Rice Dressing,26492,418,2.2,31.6,11.2,0.8349
49,Pumpkin Butter III,26496,24,5.2,0.1,0.0,0.033600000000000005
50,Pumpkin Butter IV,26497,59,14.5,0.0,0.0,0.030600000000000002
51,Pumpkin Dip,26498,61,8.2,2.5,1.6,0.053
52,Sausage and Apple Stuffing,26499,221,5.4,10.6,4.2,0.5897
