,name,id,calories,sugars,fat,saturated fat,sodium
0,Nita's Applesauce and Bourbon Cake,25000,641,55.7,22.7,10.6,0.4121
1,Old Fashioned German Cheesecake,25001,415,22.6,24.3,14.2,0.5948
2,Pat's Award Winning Carrot Cake,25002,573,37.5,37.4,7.0,0.5555
3,Queen Elizabeth Cake II,25003,441,41.0,22.8,10.6,0.25680000000000003
4,Whipped Cream Frosting,25004,233,16.8,17.5,11.0,0.09079999999999999
5,Bourbon Cream Cheese Frosting,25005,507,0.0,21.9,13.8,0.165
6,Sock it to Me Cake V,25006,378,27.9,19.0,10.0,0.1728
7,The Extreme Cherry Cake,25007,434,33.7,18.2,10.5,0.2287
8,White Cake Frosting II,25008,221,36.6,8.6,2.1,0.049
9,Brownies V,25009,251,23.6,14.1,7.3,0.0551
10,Absolutely Best Brownies,25010,201,16.9,12.1,5.6,0.1814
11,Bavarian Brownies,25011,175,14.4,8.9,3.5,0.1881
12,Blondies II,25012,454,43.6,22.3,10.4,0.25889999999999996
13,Chocolate Brownies,25013,95,7.8,4.6,0.9,0.056600000000000004
14,Butterscotch Brownies III,25014,118,15.5,4.6,2.0,0.0638
15,Chocolate Peanut Butter Brownies,25015,262,17.1,17.3,6.8,0.14809999999999998
16,Coconut Macaroon Brownies,25016,479,36.0,29.1,20.3,0.1245
17,Butter Cookies V,25017,80,3.6,4.7,2.9,0.0455
18,Butter Rich Spritz Butter Cookies,25018,97,4.1,5.4,3.3,0.0693
19,Candi's Chocolate Peanut Butter Chip Cookies,25019,181,15.2,7.6,6.1,0.1631
20,Banana Oatmeal Cookies III,25020,112,6.4,5.8,1.3,0.0845
21,Bobbie's Oatmeal Cookies,25021,179,15.3,7.7,3.9,0.11040000000000001
22,Chewy Oatmeal Cookies II,25022,161,9.1,8.7,1.8,0.0273
23,Chocolate Oatmeal Cookies,25023,79,6.1,3.6,1.0,0.09209999999999999
24,Chocolate Oatmeal Drop Cookies,25024,153,11.5,8.0,2.4,0.1381
25,Cherry Chews,25025,289,38.7,9.9,5.4,0.2082
26,Chocolate Cherry Drops,25026,67,4.2,3.4,1.7,0.056100000000000004
27,Chocolate Chip Cookies VII,25027,182,14.2,10.3,3.6,0.060700000000000004
28,Blueberry-Lemon Crumb Bars,25028,152,10.1,6.6,4.0,0.0489
29,Peanut Butter Fingers II,25029,243,14.6,14.9,7.3,0.1057
30,Caramel Bars,25030,195,15.2,10.9,5.5,0.1275
31,Chewy Chocolate Peanut Bars,25031,114,5.3,6.5,1.8,0.023899999999999998
32,Chocolate Chip Dream Bars,25032,122,16.6,4.4,2.6,0.0728
33,Chocolate Malt Bars,25033,200,19.4,10.1,3.7,0.1258
34,Chow Mein Noodle Bars,25034,245,16.7,13.7,3.4,0.1371
35,Cinnamon Crunch Bars,25035,87,4.9,7.1,2.7,0.0329
36,Cappuccino Cookie Bar,25036,246,14.3,17.1,8.1,0.0905
37,"Best Big, Fat, Chewy Chocolate Chip Cookie",25037,285,27.7,13.9,8.4,0.1107
38,Chewy Jumbo Chocolate Chip Cookies,25038,190,14.7,9.8,5.1,0.08020000000000001
39,Chocolate Chip Cookies IV,25039,157,16.8,6.4,3.8,0.1368
40,Chocolate Chip Cookies V,25040,189,16.5,9.9,6.0,0.17959999999999998
41,Chocolate Chip Cookies VI,25041,119,9.0,5.3,2.8,0.0705
42,Chocolate Chip Crumble,25042,379,25.8,22.5,5.4,0.1824
43,Chocolate Chip Yummies,25043,60,3.2,3.7,2.3,0.03
44,Crunchy Chocolate Chippers,25044,148,9.4,8.7,2.2,0.12919999999999998
45,Cornmeal Cookies IV,25045,129,7.6,5.7,3.4,0.052700000000000004
46,Best Ever Chocolate Chip Cookies III,25046,174,10.8,11.5,5.5,0.0673
47,Betty's Sugar Cookies,25047,80,3.6,4.5,1.1,0.040799999999999996
48,Chocolate Snaps Sugar Cookie,25048,118,11.4,5.2,2.8,0.11
49,Goro,25049,127,5.6,8.1,4.9,0.0448
50,Disappearing Marshmallow Brownies II,25050,214,20.5,10.5,6.8,0.1277
51,Double Fudge Brownie Mix,25051,209,27.6,7.9,2.4,0.0022
52,Favorite Peanut Butter Cookies,25052,109,6.4,6.6,1.3,0.0999
53,Date Bars II,25053,178,15.1,7.5,4.5,0.12179999999999999
54,Dessert Bars,25054,405,35.3,19.5,12.0,0.1328
55,Easy Spiced Cake Mix Bars,25055,215,16.9,11.2,2.2,0.1935
56,English Cookie Bars,25056,190,12.5,7.7,2.9,0.105
57,Farina Bars,25057,109,9.3,4.5,2.5,0.061200000000000004
58,Fig Bars II,25058,87,12.7,2.3,0.3,0.0217
59,Frosted Banana Bars,25059,160,15.9,7.3,3.7,0.10690000000000001
60,Frosted Orange Date Bars,25060,123,13.9,5.8,2.7,0.07659999999999999
61,Gooey Bars,25061,270,30.4,12.3,6.3,0.2061
62,Easy Butter Cookies II,25062,159,7.9,10.1,6.3,0.0611
63,Great Grandma's Nut Butter Balls,25063,86,3.9,5.5,2.6,0.027399999999999997
64,Greek Butter Cookies,25064,74,4.4,4.0,2.5,0.0288
65,Delilah's Frosted Cut-Out Sugar Cookies,25065,133,13.9,5.2,1.4,0.08170000000000001
66,Drop Sugar Cookies II,25066,126,10.5,4.3,1.7,0.11059999999999999
67,Grandma Tibbitts Sugar Cookies,25067,228,17.3,9.3,3.6,0.1663
68,Grandma's Gingersnaps,25068,100,9.7,4.0,0.7,0.149
69,Brownie Kisses,25072,475,32.5,23.4,9.8,0.2363
70,Lasagna Roll Ups,25075,455,7.8,18.7,9.0,0.775
71,Field Grade Spaghetti Sauce,25076,377,3.2,24.0,9.5,0.8987999999999999
72,Heaven Sent Brownies,25077,170,21.3,5.5,1.7,0.1196
73,Wicked Brownies,25078,173,16.8,6.6,3.0,0.103
74,Mel's Awesome Brownies,25079,281,36.8,10.6,6.5,0.134
75,MMMMM... Brownies,25080,141,14.9,6.8,3.9,0.11320000000000001
76,No Butter Choco-Chip Cookies,25081,70,7.4,1.8,1.0,0.0053
77,Henry and Maudie's Oatmeal Cookies,25082,58,3.6,2.7,1.5,0.0487
78,Meg's Chocolate Chip Oatmeal Cookies,25083,382,31.4,20.2,12.0,0.1004
79,Oatmeal Cookie Mix II,25084,61,5.8,0.5,0.1,0.0366
80,Oatmeal Raisin Cookies VIII,25085,50,2.9,1.5,0.3,0.0699
81,Oatmeal Raisin Cookies IX,25086,104,4.6,5.4,0.5,0.0422
82,Oatmeal Banana Raisin Coconut Cookies,25087,123,9.4,5.6,1.3,0.113
83,Merry Cherry Bars,25088,131,12.6,5.9,3.7,0.0585
84,Hello Dollies II,25089,236,14.0,14.4,6.4,0.1034
85,Jammin Good Bars,25090,197,15.4,8.9,2.2,0.0303
86,Lemon Square Bars,25091,208,21.8,8.6,5.1,0.0815
87,Malted Milk Bars,25092,271,28.0,12.8,7.6,0.14859999999999998
88,Marshmallow Fudge Bars,25093,302,37.9,11.4,6.0,0.1943
89,Muesli Bars II,25094,243,22.5,11.8,2.7,0.07440000000000001
90,Nanaimo Bars III,25095,311,26.1,19.6,11.2,0.1601
91,Guilty Chocolate Chip Cookies,25096,464,36.7,27.3,9.7,0.2265
92,Italian Chocolate Chip Cookies,25097,89,4.0,4.4,2.2,0.037399999999999996
93,Mom's Best Chocolate Chip Cookies,25098,213,20.1,10.3,6.2,0.18230000000000002
94,Oatmeal Chocolate Chip Cookies IV,25099,36,3.6,1.4,0.4,0.0261
