,name,id,description,picture,servings,calories,reviews,rating,carbohydrates,dietary fiber,sugars,fat,saturated fat,cholesterol,calcium,iron,magnesium,potassium,sodium,ingredients
0,Spiced Soft Chocolate Cookies,10500,Yummy soft chocolate cookies; with a hint of cloves and cinnamon they're absolutely wonderful. You can make sour milk by combining 1 cup of milk with 1 tablespoon vinegar and allow to set 10 minutes. ,0,18,295.3,5,2.6,39.4,1.3,24.5,14.8,4.7,0.0218,0.048,0.0019,0.023600000000000003,0.1185,0.22080000000000002,1 cup shortening #2 cups packed brown sugar #1 teaspoon salt #1 teaspoon baking soda #1 teaspoon ground cinnamon #¼ teaspoon ground cloves #3 (1 ounce) squares unsweetened chocolate #2 eggs #2 ½ cups all-purpose flour #1 cup sour milk 
1,Lemon Biscuits,10501,These are good with tea. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F2237415.jpg,24,158.9,14,4.1,23.4,0.5,10.5,6.3,3.8,0.0308,0.0066,0.0009,0.0044,0.0257,0.07970000000000001,"3 ¼ cups all-purpose flour #½ teaspoon baking soda #1 pinch salt #1 ¼ cups white sugar #¾ cup butter, melted #¼ teaspoon lemon extract #2 eggs "
2,Bunuelos,10502,Mexican fried cookies. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4401320.jpg,8,300.8,21,3.0,55.7,1.0,31.5,6.1,1.2,0.093,0.0551,0.002,0.010199999999999999,0.069,0.38730000000000003,4 eggs #¼ cup white sugar #1 teaspoon vegetable oil #2 cups all-purpose flour #1 teaspoon baking powder #1 teaspoon salt #1 cup white sugar #1 teaspoon ground cinnamon #1 cup vegetable oil for frying 
3,Cantucci Biscotti,10503,"These are so crunchy they should be dunked (Coffee, Latte, Espresso, Vino, etc.). If you don't have hazelnuts, use almonds instead. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F872870.jpg,36,160.3,33,4.3,23.9,1.1,12.3,5.5,0.6,0.031,0.030199999999999998,0.0012,0.016399999999999998,0.07790000000000001,0.039200000000000006,"4 cups all-purpose flour #2 cups white sugar #2 teaspoons baking powder #6 eggs #¼ cup hazelnut liqueur #2 teaspoons vanilla extract #2 teaspoons almond extract #2 cups hazelnuts - toasted, skinned and coarsely chopped "
4,Quaresimali (Lenten Almond Biscuits),10504,An Italian biscotti - very crunchy. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F3599874.jpg,18,307,6,4.4,38.7,3.2,24.3,14.9,2.4,0.0362,0.0943,0.0019,0.0706,0.2185,0.0437,3 cups almonds #1 cup white sugar #2 cups all-purpose flour #1 cup packed brown sugar #1 teaspoon ground cinnamon #1 teaspoon baking powder #3 tablespoons unsalted butter #3 eggs #2 tablespoons milk 
5,Sugar Free Christmas Cutouts,10505,I have spent years looking for good sugar free recipes - this is one of them. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F831045.jpg,24,103.8,10,2.6,12.0,0.3,0.3,4.6,1.2,0.0079,0.0322,0.0012,0.0033,0.027,0.095,½ cup shortening #3 tablespoons sugar substitute with aspartame (such as Equal packets) #1 egg #2 ½ cups cake flour #½ teaspoon salt #2 teaspoons baking powder #½ cup skim milk #2 tablespoons water #1 teaspoon vanilla extract 
6,Sugar Free Chocolate Tea Cookies,10506,This is a simple and good sugar free recipe. ,0,24,62.1,1,2.2,6.3,0.3,0.1,3.0,1.0,0.0078,0.005,0.0008,0.0054,0.022600000000000002,0.0044,"¼ cup shortening #3 tablespoons sugar substitute with aspartame (such as Equal packets) #1 egg #½ teaspoon vanilla extract #2 tablespoons skim milk #1 ¼ cups cake flour #1 (1 ounce) square unsweetened chocolate, melted "
7,Chewy Chocolate Cookies III,10507,"A very chocolaty and very chewy cookie, first cousin to a brownie. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1040322.jpg,18,297.7,41,4.5,39.1,2.1,28.2,16.2,5.7,0.0207,0.031,0.0016,0.039200000000000006,0.15009999999999998,0.09770000000000001,⅔ cup shortening #1 ½ cups packed brown sugar #1 tablespoon water #1 teaspoon vanilla extract #2 eggs #1 ½ cups all-purpose flour #⅓ cup unsweetened cocoa powder #½ teaspoon salt #¼ teaspoon baking soda #2 cups semisweet chocolate chips #½ cup chopped walnuts 
8,Vanishing Oatmeal Cookies,10508,"I give these as Christmas gifts and take them to showers. They are a hit every time. Pecans will work, too, if black walnuts aren't available. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F631026.jpg,24,241.5,50,4.6,31.5,1.8,17.0,11.7,1.7,0.0155,0.0258,0.0012,0.0298,0.14,0.1985,"1 cup margarine, softened #1 cup packed brown sugar #½ cup white sugar #2 eggs #1 teaspoon vanilla extract #1 cup raisins #1 cup black walnuts, coarsely ground #1 ½ cups all-purpose flour #½ teaspoon salt #1 teaspoon baking soda #1 teaspoon pumpkin pie spice #3 cups rolled oats "
9,Mocha Chocolate Cookies,10509,I call these 'Moaners.' A rich dark cookie. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F11608.jpg,48,96.8,30,4.1,11.6,0.7,8.2,5.7,2.6,0.009,0.0083,0.0005,0.013300000000000001,0.048600000000000004,0.0605,"2 cups semisweet chocolate chips, divided #2 tablespoons boiling water #2 tablespoons instant coffee powder #½ cup butter, softened #½ cup white sugar #½ cup packed brown sugar #1 egg #1 ¼ cups all-purpose flour #¾ teaspoon baking soda #½ teaspoon salt #1 cup chopped walnuts "
