,name,id,calories,sugars,fat,saturated fat,sodium
0,Barlow's Blackened Catfish,38107,368,5.4,29.8,7.9,2.4781999999999997
1,Pickled Beets,38109,60,11.8,0.2,0.0,0.1763
2,Ginger Beef,38113,457,4.5,11.3,3.9,1.1757
3,Moroccan Ksra,38117,83,0.2,1.5,0.2,0.2191
4,Cameroonian Fried Spinach,38121,95,2.5,4.9,0.7,0.0863
5,Byron's Ginger Chocolate Chip Cookies,38125,163,14.1,8.7,4.1,0.1248
6,Hot Dog Macaroni Bake,38126,847,24.3,37.3,17.3,2.887
7,No-Bake Mile-High Banana Split Pie,38131,405,41.3,17.8,9.2,0.3795
8,Strawberry Napoleons,38153,301,20.1,15.9,6.4,0.2682
9,Southwestern Caesar Salad,38162,608,9.2,33.9,10.3,1.6637
10,Crab Croissants,38165,667,11.5,42.0,12.8,1.2209
11,Straccetti,38166,820,12.3,26.8,9.9,0.605
12,Cajun Paella,38167,757,2.1,30.5,8.4,1.867
13,Frijoles I,38169,224,1.3,12.1,7.5,0.42660000000000003
14,Extra Simple BBQ Banana,38174,110,13.8,2.6,1.5,0.0176
15,Marje's Barbeque Sauce,38175,78,4.2,5.6,0.8,0.1019
