,name,id,calories,sugars,fat,saturated fat,sodium
0,Tastes-Like-Beef Turkey Burgers,34700,315,0.3,11.7,3.1,1.078
1,Tough Buck Barbecue,34701,516,21.3,11.0,4.9,0.9232
2,Tofu Mayonnaise,34703,49,0.1,4.6,0.7,0.1469
3,Campfire Vidalias,34709,197,9.7,11.8,7.4,0.09140000000000001
4,Quick Asian Lettuce Wraps,34721,836,8.6,31.0,8.3,0.7737
5,Tangy Pear and Blue Cheese Salad,34727,627,35.5,49.7,6.9,1.1974
6,South African Lamb Sosaties (Kebabs),34728,172,27.3,3.3,0.9,0.0352
7,Baked Salmon II,34746,613,0.2,51.9,8.1,1.2345
8,Black-Eyed Pea Salad,34749,132,2.8,4.1,0.6,0.478
9,Beef Tamales,34759,347,0.2,24.4,9.1,0.2476
10,Coffee Flavored Liqueur III,34761,120,12.7,0.0,0.0,0.0014
11,Breakfast Casserole III,34763,552,2.7,38.1,15.4,0.9071
12,Curried Stew with Lamb,34774,623,18.7,38.1,14.4,0.5502999999999999
13,Emily's Mediterranean Pasta,34776,360,8.4,11.7,1.3,1.2027999999999999
14,Mushrooms and Spinach Italian Style,34785,199,4.1,14.2,2.0,0.0688
15,Layali Libnan (Lebanese Nights),34791,415,60.8,10.5,5.7,0.08159999999999999
