,name,id,description,picture,servings,calories,reviews,rating,carbohydrates,dietary fiber,sugars,fat,saturated fat,cholesterol,calcium,iron,magnesium,potassium,sodium,ingredients
0,Prosciutto and Parmesan Pinwheels,14900,Very easy appetizer. Absolutely delicious. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F6190446.jpg,8,473.3,80,4.3,28.3,1.0,0.6,33.6,11.0,0.027600000000000003,0.21669999999999998,0.0018,0.0182,0.0554,0.7938999999999999,"1 (17.5 ounce) package frozen puff pastry sheets, thawed #5 ounces prosciutto, thinly sliced #5 ounces Parmesan cheese, thinly sliced #2 teaspoons prepared Dijon mustard "
1,Adult Slushies,14901,These drinks can be deceivingly strong. They are very sweet and fruity tasting. So don't drink and drive. Serve with great food and enjoy. I recommend using cherry or apricot brandy. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F5403613.jpg,6,649.4,16,4.4,126.2,1.3,61.4,0.4,0.1,0.0,0.0373,0.0012,0.026600000000000002,0.4101,0.047200000000000006,¾ cup vodka #¾ cup brandy #1 (6 ounce) can frozen orange juice concentrate #1 (12 fluid ounce) can frozen lemonade concentrate #2 (10 ounce) jars maraschino cherries #32 ounces grapefruit flavored soda #67 fluid ounces lemon-lime flavored carbonated beverage 
2,Daddy's Guacamole Dip,14902,"This is one of my dad's favorite recipes that he's handed down to my sisters and myself. It's a little different from traditional guacamole dip cause of the cottage cheese, but very delicious! Serve with chips or vegetables. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F2234828.jpg,24,50.6,30,4.3,3.2,1.5,0.6,3.3,0.9,0.0028,0.0179,0.0002,0.0079,0.1346,0.07790000000000001,"2 avocados, halved with pits removed #2 tomatoes, diced #1 jalapeno pepper, seeded and minced #½ cup diced sweet onion #1 lemon, juiced #2 cups cottage cheese #½ teaspoon garlic powder # salt and pepper to taste "
3,Brandy Cheese Dip,14903,"This is so good, guests never guess the secret ingredient. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F5918641.jpg,24,92.4,8,4.0,0.9,0.0,0.2,7.9,5.0,0.0253,0.0847,0.0001,0.0043,0.0363,0.11040000000000001,"8 ounces Gouda cheese, shredded #8 ounces sour cream #8 ounces cream cheese #3 tablespoons brandy "
4,Non-Alcoholic Champagne,14904,Bring in the New Year with this easy and good-tasting alcohol-free beverage. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F798772.jpg,11,73.6,20,4.5,18.1,0.1,18.0,0.1,0.0,0.0,0.009,0.0002,0.0078,0.092,0.0157,"4 cups carbonated water, chilled #4 cups ginger ale #3 cups unsweetened white grape juice "
5,Southwestern Cactus Salad,14905,"A delicious spicy salad, made from tender cactus, tomatoes, onions, jalapenos, cilantro, and lemons. This is hot and spicy, so beware! ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4504729.jpg,8,30,27,4.4,8.2,3.6,1.9,0.3,0.0,0.0,0.1187,0.0008,0.0446,0.3758,0.1306,"1 (16 ounce) jar nopales - drained, rinsed, and dried #2 cups chopped tomatoes #½ cup diced onion #5 jalapeno peppers, seeded and minced #½ cup fresh cilantro leaves #2 lemons #½ teaspoon garlic salt (Optional)"
6,Cream Cheese Pickles,14906,These tasty snacks are whole kosher dill pickles that are covered with cream cheese and wrapped with thin slices of deli beef. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F6546040.jpg,8,230.1,137,4.7,7.3,1.6,1.8,20.1,12.5,0.0659,0.0575,0.0016,0.019899999999999998,0.2505,1.9954,"8 kosher dill pickles, patted dry #2 (8 ounce) packages cream cheese, softened #2 ½ ounces thin-sliced beef luncheon meat "
7,Warm Crab Dip I,14907,This has been a family favorite for many years. Serve this dip with crackers. It can be served hot or cold. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F64675.jpg,32,122.6,11,3.2,0.8,0.0,0.1,11.5,5.3,0.0344,0.0282,0.0004,0.0057,0.06720000000000001,0.1338,"3 (8 ounce) packages cream cheese, softened #¾ cup mayonnaise #¼ cup white wine #2 (6 ounce) cans crab meat, drained #1 teaspoon prepared mustard #1 pinch seasoning salt #1 dash garlic powder #1 pinch onion powder #1 dash Worcestershire sauce "
8,Pesto Torta (Layered Spread),14908,"A super cream cheese and pesto spread. Very simple, but a great flavor combination. It looks very pretty for Christmas parties. Serve with crackers or bread. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F46233.jpg,8,363.9,22,4.7,5.7,1.2,1.3,34.0,16.2,0.0716,0.2695,0.002,0.019100000000000002,0.1575,0.5566,"2 (8 ounce) packages cream cheese, softened #1 cup pesto #1 (12 ounce) jar roasted red bell peppers "
9,Chestnut Appetizers,14909,These can be made a day or two ahead and reheated. They are delicious. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4487821.jpg,15,230,17,4.5,20.5,0.3,11.9,13.9,4.6,0.0206,0.019899999999999998,0.001,0.0248,0.2402,2.1793,"1 (10 ounce) can whole chestnuts, drained #2 cups soy sauce #1 cup brown sugar #1 pound bacon "
10,Beef and Cheese Ball,14910,This is a scrum-didley-umptious cheeseball made with cream cheese and dried beef. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1600844.jpg,10,105.6,10,4.1,2.3,0.2,1.1,8.1,5.1,0.0358,0.0233,0.0007,0.0057,0.09709999999999999,0.479,"1 (8 ounce) package cream cheese, softened #5 ounces dried beef #1 small white onion, chopped #1 small finely chopped green bell pepper #1 tablespoon Worcestershire sauce #1 teaspoon onion juice "
11,Cheesy Taco Dip,14911,This recipe is VERY easy and VERY good!! It doesn't last long so you may want to double it if you are fixing it for a crowd. Serve with tortilla chips. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F621696.jpg,9,326.7,67,4.6,10.2,0.9,4.4,23.1,11.6,0.0777,0.3053,0.0018,0.0347,0.42260000000000003,1.0183,"1 pound lean ground beef #¾ cup water #1 (1.25 ounce) package taco seasoning mix #1 (16 ounce) can crushed tomatoes #1 (1 pound) loaf processed cheese, shredded "
12,Mike's Taco Dip,14912,"This recipe was given to me by Jeanne B. over 15 years ago at a Cub Scout banquet. I've had many, many requests for the recipe. Serve with white corn tortilla chips. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F529529.jpg,10,330.7,46,4.5,9.1,2.1,3.3,28.7,17.7,0.0831,0.26639999999999997,0.0016,0.0277,0.4023,0.6163,"2 (8 ounce) packages cream cheese, softened #1 (8 ounce) container sour cream #1 dash hot pepper sauce #1 dash soy sauce #2 teaspoons lemon juice #1 (16 ounce) jar salsa #1 bunch green onions, chopped #1 (2 ounce) can sliced black olives #½ head iceberg lettuce - rinsed, dried, and shredded #8 ounces finely shredded Cheddar cheese #2 tomatoes, seeded and chopped "
13,Sausage Rolls,14913,"Swirls of sausage and mustard in pie dough makes a perfect, attractive and delicious offering at parties. The sausage and mustard are rolled up in the dough, sliced like a jelly roll and baked. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F383176.jpg,10,319.1,22,3.7,13.0,0.3,1.1,26.6,7.8,0.030899999999999997,0.013300000000000001,0.001,0.0095,0.12040000000000001,0.4664,"2 (9 inch) frozen pie crusts, thawed and ready to bake #1 pound sausage #2 teaspoons prepared mustard "
14,Spicy Rye Rounds,14914,"This is a recipe that my mother loved to use at the holidays!! It is quick EASY and can be prepared (and frozen) in advance! Enjoy this, it tastes GREAT! ",0,8,675.9,12,4.6,31.7,1.8,1.8,45.2,20.7,0.122,0.3323,0.0040999999999999995,0.0352,0.4977,1.3745999999999998,"1 pound lean ground beef #1 pound spicy Italian sausage #1 pound processed cheese food, cubed #1 (1 pound) loaf cocktail rye bread "
15,Jerry's Wings,14915,These wings are great served with blue cheese or ranch dressing. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F785307.jpg,4,1047.3,13,3.9,0.7,0.3,0.0,107.7,34.1,0.1789,0.0253,0.0012,0.0233,0.2802,0.3321,1 cup vegetable oil #1 pound chicken wings #¾ cup butter #¼ cup hot pepper sauce 
16,Pineapple Cheese Ball,14916,My mother-in-law gave me this recipe. It is my favorite cheese ball and I like it best on buttery round crackers. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F2870639.jpg,16,168,142,4.5,7.6,1.1,5.6,14.7,6.6,0.0308,0.0356,0.0006,0.0161,0.13190000000000002,0.08940000000000001,"2 (8 ounce) packages cream cheese, softened #1 cup minced celery #½ cup chopped green bell pepper #1 teaspoon minced onion #1 (20 ounce) can crushed pineapple, drained #1 cup chopped pecans "
17,Rye Rounds,14917,This a yummy recipe that everyone loves...especially men for some reason. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1129526.jpg,9,442,15,4.3,25.5,1.7,2.3,29.3,13.3,0.061799999999999994,0.3965,0.0021000000000000003,0.015099999999999999,0.0637,0.9083,4 cups shredded Cheddar cheese #½ cup mayonnaise #½ cup bacon bits #½ cup diced sweet onion #1 (1 pound) loaf cocktail rye bread 
18,Easy Crab Dip,14918,This is very easy to make. I never have any left over. The family asks for it all the time. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4503278.jpg,6,220.4,41,3.9,14.7,1.3,9.1,13.8,8.3,0.066,0.0676,0.0012,0.0165,0.2088,0.9278,"1 (8 ounce) package cream cheese, softened #1 small onion, minced #1 tablespoon Worcestershire sauce #1 ½ tablespoons prepared horseradish #1 (6 ounce) can crab meat, drained #1 teaspoon hot pepper sauce #1 (12 ounce) jar cocktail sauce "
19,Bacon Water Chestnut Rolls,14919,Quick and easy! Bacon-chestnut rolls covered in a mayonnaise and hot pepper sauce. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F698307.jpg,24,84.8,299,4.8,6.5,0.3,5.0,6.1,1.7,0.0073,0.0055,0.0002,0.0023,0.0476,0.13190000000000002,"1 (8 ounce) can water chestnuts, halved #½ pound sliced bacon, cut in half #¼ cup mayonnaise #½ cup packed light brown sugar #¼ cup tomato-based chili sauce "
20,Pepperoni Dip I,14920,"This pizza-like dip could be served with pita chips, bagel rounds or tortilla chips. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F3023193.jpg,8,253.8,62,4.6,4.4,0.7,1.6,22.2,12.0,0.0631,0.1153,0.001,0.010199999999999999,0.121,0.4982,"1 (8 ounce) package cream cheese, softened #½ cup sour cream #⅛ teaspoon garlic powder #¼ teaspoon dried oregano #1 cup pizza sauce #½ cup pepperoni sausage, diced #¼ cup chopped onion #¼ cup chopped green bell pepper #1 cup shredded mozzarella cheese "
21,Jen's Nachos,14921,This is a easy and quick recipe for the person on the go. Basic ingredients to satisfy the pickiest of eaters. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F82513.jpg,4,1355.3,20,4.3,123.7,8.2,35.5,76.8,28.4,0.1591,0.6192000000000001,0.0058,0.1504,1.1043,2.6481999999999997,"1 pound ground beef #8 ounces shredded Cheddar cheese #¾ (18 ounce) bottle barbecue sauce #1 (14.5 ounce) can stewed tomatoes, drained #1 (15 ounce) can whole kernel corn, drained #1 (14.5 ounce) package nacho-flavor tortilla chips "
22,Mexican Cream Cheese Rollups,14922,"Got this one from my best friend's mom. They are so delicious, nobody believes how easy they are. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F946739.jpg,8,428,316,4.3,43.5,3.3,0.9,19.4,7.5,0.0343,0.1396,0.0034,0.0281,0.2149,0.9267000000000001,"1 (8 ounce) package cream cheese, softened #⅓ cup mayonnaise #⅔ cup pitted green olives, chopped #1 (2.25 ounce) can black olives, chopped #6 green onions, chopped #8 (10 inch) flour tortillas #½ cup salsa "
23,Cocktail Meatballs II,14923,An extremely easy appetizer that keeps them coming back for seconds. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1082723.jpg,6,587.9,67,4.5,48.5,0.0,42.6,31.3,12.6,0.1135,0.0125,0.0032,0.0275,0.4779,0.1045,2 pounds lean ground beef #1 ¼ cups grape jelly #1 cup chili sauce #2 tablespoons fresh lemon juice 
24,Maple Sausage Balls,14924,Sausage and cheese balls! Delicious! ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F547596.jpg,36,95,40,4.0,5.4,0.0,0.5,6.9,2.7,0.0145,0.0466,0.0003,0.0018,0.0145,0.2733,1 pound maple roll sausage #2 cups baking mix #½ pound shredded sharp Cheddar cheese 
