,name,id,calories,sugars,fat,saturated fat,sodium
0,B's Cordon Bleu Bundles,36105,687,5.6,39.4,16.1,1.3249000000000002
1,Allie's Mushroom Pizza,36107,275,1.5,13.2,4.7,0.469
2,Cabbage Jambalaya,36110,550,10.6,28.6,10.7,1.6103
3,Beef and Rice Medley,36111,702,5.1,39.5,18.0,0.8035
4,Cracker Pork Chops,36116,452,1.1,17.9,3.7,0.9787
5,Pan Seared Red Snapper,36124,224,9.0,8.5,1.3,0.1387
6,Easy Borscht,36130,517,10.0,33.1,16.1,0.6772999999999999
7,Turkey Mushroom Stew,36133,176,7.5,5.5,1.2,0.4387
8,Beautiful Summer Salad,36148,104,2.8,5.0,0.7,0.4151
9,Greek Bifteki,36160,347,1.4,23.9,11.3,0.4067
10,Greek Souzoukaklia,36161,289,7.4,18.7,6.8,0.26080000000000003
11,Whole Wheat Chapati,36163,132,0.1,3.9,0.6,0.0016
12,Louisiana Sweet Potato Pancakes,36168,215,4.1,8.2,4.7,0.5491
13,Chocolate Black Tea Cake,36171,421,28.6,23.5,10.9,0.2816
14,White Berry Pie,36192,437,33.3,28.0,14.1,0.2299
15,Pork in Olive Oil Marinade,36193,312,0.1,20.9,3.7,0.0597
16,Chile Verde II,36196,357,4.1,23.8,7.5,0.32530000000000003
