,name,id,calories,sugars,fat,saturated fat,sodium
0,Chocolate Truffle Tart,39003,574,40.9,39.7,22.2,0.0767
1,Chocolate-Dipped Brandy Snaps,39007,90,6.3,5.0,2.6,0.023
2,Colossal Chocolate Cinnamon Rolls,39012,474,33.5,17.5,5.6,0.42410000000000003
3,Confetti Frittata,39014,427,14.5,23.9,13.5,0.9496
4,Corn Meal Pancakes,39024,124,4.0,2.5,1.0,0.4127
5,Cranberry Orange Toasted Bread,39025,294,21.2,13.1,4.5,0.356
6,Cream Cheese Stuffed Pears,39028,464,53.3,22.6,14.0,0.15209999999999999
7,Carnation® Cream of Mushroom Soup,39029,260,9.8,18.1,11.2,0.6385
8,Creamy Cheesy Mashed Potatoes,39031,305,4.6,16.6,10.4,0.2159
9,Creamy Chocolate Pudding,39032,213,29.1,3.8,2.4,0.1989
10,Creamy Garlic Dip With Crudites,39035,52,1.6,4.0,2.5,0.1232
11,Down-Home Sausage Gravy,39045,372,8.5,29.3,12.1,0.5408
12,Easy Pumpkin Cream Pie,39049,293,29.7,11.2,4.8,0.43760000000000004
13,Fool-Proof Chocolate-Orange Treasure Truffles,39056,123,15.9,5.3,2.8,0.0525
14,Garlic Rosemary Mashed Potatoes,39066,173,3.4,3.6,2.3,0.11159999999999999
15,Gingersnap Pumpkin Cream Tart,39068,329,20.6,23.4,12.7,0.1555
16,Great Pumpkin Cookies,39070,280,25.0,12.5,6.2,0.19490000000000002
17,Grits and Sausage Bake,39071,634,3.4,49.9,22.5,0.8512000000000001
18,Ham And Swiss Quiche,39072,384,7.4,23.8,10.5,0.5674
19,Holiday Peppermint Bark,39077,75,9.1,3.0,2.6,0.0165
20,Honey Nut White Fudge,39079,101,12.5,3.8,2.4,0.0419
21,Iced Pumpkin Blondies,39082,85,7.8,3.9,2.4,0.055799999999999995
22,Individual Chocolate Espresso Souffles,39086,162,24.7,3.7,2.3,0.0773
23,Italian Pumpkin Strata,39090,371,8.6,18.7,8.0,0.9317000000000001
24,Italian Vegetable Creamy Fettuccine,39091,128,10.6,3.4,0.9,0.15009999999999998
25,Libby's® Pumpkin Pie,39095,265,25.4,10.4,3.8,0.3395
26,Lighter Libby's® Famous Pumpkin Pie,39096,252,26.7,7.8,2.5,0.36069999999999997
27,Lite 'n Easy Crustless Pumpkin Pie,39098,139,22.4,1.5,1.2,0.09359999999999999
28,Macadamia Nut White Chip Pumpkin Cookies,39099,1526,109.4,89.2,53.3,0.7932
