,name,id,calories,sugars,fat,saturated fat,sodium
0,Creme de Pirouline,34306,104,8.1,5.7,3.6,0.018600000000000002
1,Mango Cheese Tart with Blueberries,34312,357,36.8,12.1,7.1,0.09209999999999999
2,Strawberry Ice Cream,34318,390,32.8,24.5,14.5,0.034
3,Fig Filling for Pastry,34320,95,13.8,2.9,0.8,0.0028
4,Praline Sundae Topping,34328,166,23.3,6.5,2.8,0.0735
5,Cookie-Crusted Peach Cobbler,34337,497,46.3,26.9,8.0,0.3255
6,Easter Cheese - Hrudka,34342,70,7.8,2.9,1.2,0.11109999999999999
7,Tortilla Filled with Lunchmeat,34353,437,4.1,15.2,5.7,0.8387
8,Lamb Stew Casserole,34355,454,6.0,23.9,10.2,0.2784
9,Smothered Mexican Lasagna,34357,716,6.7,31.9,13.3,1.6595
10,Holuski,34361,385,9.5,14.2,8.0,0.1354
11,Pepperoni Stromboli,34363,491,6.3,16.8,5.8,1.1696
12,Lazy Golumbkis,34365,625,14.9,31.0,12.4,1.14
13,Muffuletta Sandwich,34367,975,1.7,59.9,22.2,2.7902
14,Lamb Patties,34368,222,1.8,14.1,4.1,0.247
15,Beans-n-Franks,34375,356,14.5,23.0,8.6,1.3500999999999999
16,Corny Cheese Toasties,34382,414,3.5,26.6,14.2,1.1262999999999999
17,Deer Chop Hurry,34384,435,42.0,5.3,2.0,1.3529
18,Quick Chiles Rellenos Bake,34390,619,1.8,38.5,20.1,1.3086
