,name,id,calories,sugars,fat,saturated fat,sodium
0,Dumplings,6900,105,1.7,2.4,0.6,0.38580000000000003
1,Zucchini Pineapple Loaf,6901,275,18.7,13.4,1.8,0.2355
2,Indian Naan I,6902,61,0.0,6.4,4.0,0.5832
3,Grandma's English Muffin Bread,6903,64,0.8,0.4,0.2,0.1041
4,Chocolate Filled Muffins,6904,354,24.9,14.2,4.8,0.39239999999999997
5,Apple Scones,6905,147,8.1,4.3,2.6,0.2636
6,Scottish Oat Scones,6906,164,6.5,7.0,3.9,0.24309999999999998
7,Jiffy Cinnamon Rolls,6907,278,28.7,9.7,6.0,0.4358
8,Butterscotch Buns,6908,247,16.6,11.5,3.8,0.4546
9,Jam Filled Buns,6909,156,5.0,7.3,4.4,0.245
10,Kolaches I,6910,73,2.9,2.0,0.6,0.1035
11,Sour Cream and Onion Bread,6911,163,2.3,4.8,2.6,0.4121
12,Orange Loaf,6912,277,22.9,11.7,1.9,0.2782
13,Cranberry Orange Loaf,6913,224,18.7,7.7,1.1,0.2607
14,Cranberry Loaf,6914,245,20.5,10.6,1.4,0.231
15,Zucchini Bread IV,6915,231,17.0,11.6,1.6,0.1645
16,Croissants,6916,196,1.8,13.4,7.1,0.3035
17,Portuguese Cornbread,6917,154,0.5,3.0,0.4,0.2968
18,Portuguese Fried Bread,6918,118,2.1,5.9,0.9,0.1691
19,Bannock,6919,149,0.1,4.1,2.5,0.4655
20,Orange Cinnamon Sticks,6920,156,7.3,4.9,1.8,0.31039999999999995
21,Quick Banana Bread,6921,272,21.2,10.9,1.5,0.4668
22,Fake Sourdough Biscuits,6922,80,2.6,2.4,0.6,0.10690000000000001
23,Monkey Bread III,6923,501,31.7,25.5,4.8,0.9269
24,Monkey Bread IV,6924,469,23.6,24.3,10.6,1.0143
25,Monkey Bread V,6925,393,30.3,17.0,3.8,0.7871
26,Bruce's Honey Sesame Bread,6926,62,6.1,3.1,0.4,0.2948
27,Beaten Biscuits,6927,67,0.8,2.9,1.3,0.030899999999999997
28,Bagels II,6928,34,3.4,2.1,0.3,0.582
29,Flower Pot Challah Bread,6929,180,4.3,5.3,1.0,0.2475
30,Date Orange Bread,6930,239,25.8,5.8,1.7,0.3113
31,Luxury Loaf,6931,376,22.3,22.4,5.2,0.3425
32,Orange Pumpkin Loaf,6932,286,28.6,9.5,3.9,0.36939999999999995
33,Pumpkin Tea Bread,6933,320,30.3,11.8,1.9,0.4764
34,Cinnamon Bread I,6934,218,19.9,6.4,1.1,0.3685
35,Cherry Spice Loaf,6935,326,28.6,13.7,2.0,0.1854
36,Raisin Bread I,6936,233,16.6,5.0,2.9,0.4115
37,Pineapple Bread,6937,286,20.1,12.0,5.5,0.3867
38,Fruit and Nut Loaf,6938,643,46.8,22.0,4.0,0.5748
39,Fruit Bread I,6939,364,27.2,15.8,3.7,0.29369999999999996
40,Fruit Bread II,6940,228,22.7,6.0,1.1,0.31439999999999996
41,Zucchini Coconut Loaf,6941,274,22.2,13.9,2.5,0.2386
42,Favorite Nut Bread,6942,385,18.0,23.8,6.5,0.3787
43,Cottage Cheese Loaf,6943,237,18.1,5.5,1.2,0.3296
44,Pumpkin Loaf,6944,265,21.8,11.3,3.3,0.3452
45,Fancy Crescents,6945,65,1.1,4.6,1.2,0.046
46,Blueberry Scones,6946,160,5.8,6.2,3.7,0.2114
47,English Muffins,6947,190,2.1,3.5,0.9,0.1362
48,Cinnamon Sour Cream Biscuits,6948,231,10.8,11.8,3.9,0.2559
49,Fruit Loaf,6949,155,17.1,3.8,0.4,0.024399999999999998
