,name,id,calories,sugars,fat,saturated fat,sodium
0,Butter Mochi Cake,27200,446,23.9,10.7,6.2,0.1689
1,Easy Hamantaschen,27201,246,15.4,7.7,1.3,0.055600000000000004
2,The Big Sandwich,27202,710,4.0,37.0,18.3,1.9336
3,Working Mom's Hamentashen,27203,155,15.8,3.0,0.5,0.1517
4,Ukrainian Filled Halushky Dumplings,27204,311,7.4,2.8,0.8,0.3954
5,Thai Noodle Salad,27205,141,3.5,5.7,0.8,0.4728
6,Nutella® Cheesecake,27209,627,49.0,40.2,15.3,0.38039999999999996
7,Pineapple Tarts,27210,142,13.9,5.3,3.2,0.11320000000000001
8,Best Pumpkin Cheesecake,27211,407,24.8,27.0,13.3,0.3659
9,Restaurant Style Egg Custard Pie,27212,274,15.5,16.3,6.5,0.207
10,Spicy Corn Casserole,27219,490,5.2,36.2,21.8,0.9884
11,Cornbread Dressing II,27220,261,5.7,14.0,5.1,0.8515
12,Cranberry Crumb Pie,27222,619,45.8,34.5,15.0,0.31689999999999996
13,Cranberry Parfait Pie,27223,367,48.5,13.0,5.4,0.2562
14,Green Beans with Herb Dressing,27224,83,1.7,6.1,0.8,0.1998
15,Marian's Creamed Corn,27225,276,7.3,18.1,11.0,0.1983
16,Sweet Potato and Apple Casserole,27228,239,27.8,8.5,4.0,0.0741
17,Oyster Dressing II,27229,185,1.0,10.5,6.1,0.2781
18,Mexican Hot Cocoa,27232,174,25.6,4.5,2.8,0.079
19,Mexican Milk Beverage,27233,215,27.8,4.8,2.8,0.07390000000000001
20,Applesauce Raisin Cake,27234,473,41.5,19.8,8.3,0.252
21,Betty Crocker's Easter Bunny Cake,27242,438,43.1,20.8,5.9,0.3708
22,Baked Pesto Chicken,27245,271,2.7,11.8,4.2,0.3598
23,Pesto And Pasta With Lemon And Shrimp,27246,480,3.3,21.4,5.7,0.6354
24,Pesto Vinaigrette Dressing,27247,164,4.0,12.2,3.5,0.3693
25,Spinach and Pasta Salad,27248,198,2.6,10.0,2.6,0.2694
26,Vinaigrette Pasta Chicken Salad,27249,373,4.8,19.2,6.2,0.5876
27,Canadian Barn BBQ Sauce,27250,163,40.4,0.1,0.0,0.43639999999999995
28,Best BBQ Rub in Texas,27251,30,3.7,0.5,0.1,1.925
29,Best Potatoes You'll Ever Taste,27252,283,2.2,8.5,1.3,0.0751
30,Canadian Cedar Planked Salmon,27253,388,1.1,30.9,5.1,0.0679
31,Freak'n Good Ribs,27254,1027,136.5,31.4,11.0,2.2125
32,Creamy Pesto Dipping Sauce (For Veggies),27256,114,0.9,10.2,4.6,0.1702
33,Pesto Bread,27257,292,3.1,11.4,3.6,0.6457999999999999
34,Crispy Pesto Potatoes,27258,130,2.0,4.1,1.2,0.104
35,Ham with Redeye Gravy,27261,440,0.0,39.2,10.4,1.7495
36,Classic Pizza Margharita,27262,257,2.5,10.5,4.3,0.519
37,Smoked Turkey And Sun-Dried Tomato Wraps,27263,713,12.6,42.6,12.9,1.6056
38,Pecan Cookies,27277,93,0.4,7.4,2.8,0.0835
39,Apricot Muffins,27294,239,19.3,9.2,3.4,0.258
