,name,id,calories,sugars,fat,saturated fat,sodium
0,Beef Yakitori,31026,367,7.2,25.0,8.0,1.8657000000000001
1,Atwood's Peppered Micro-wave Jerky,31028,246,3.1,14.6,5.7,1.1458
2,Meatballs with Raisins and Honey,31042,467,20.7,26.2,0.9,0.172
3,Minced Beef with Black-Eyed Beans,31044,372,1.5,27.0,2.9,0.9509
4,Chiles Rellenos (Stuffed Peppers),31045,808,3.7,70.6,13.9,0.2702
5,Stir-Fry Pork with Ginger,31059,322,1.0,29.7,7.2,0.8376
6,Italian Breaded Pork Chops,31064,440,3.6,20.3,6.1,1.0261
7,Sweet Pork Chops,31065,339,13.1,12.6,3.9,0.2417
8,Spicy Peach-Glazed Pork Chops,31066,404,52.1,11.5,2.7,0.09140000000000001
9,Cranberry Burgundy Glaze,31070,50,11.0,0.1,0.0,0.0091
10,Pork Chops with Blue Cheese Gravy,31072,403,0.2,37.0,21.9,0.2785
11,Andouille Sausage,31079,482,0.1,45.8,16.3,0.6275
12,Skillet Pork Chops with Potatoes and Onion,31087,354,2.9,16.4,4.9,1.0787
13,Easy Caramelized Onion Pork Chops,31096,47,1.2,3.5,0.6,0.6915
