,name,id,description,picture,servings,calories,reviews,rating,carbohydrates,dietary fiber,sugars,fat,saturated fat,cholesterol,calcium,iron,magnesium,potassium,sodium,ingredients
0,Wine Cheese Fondue,15200,"Toast, crackers, or French bread can be dipped into this creamy delicious fondue. It is recommended that you use a fondue pot for this recipe, however, you could also use a casserole dish instead. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1425297.jpg,8,149.8,17,4.1,37.2,1.5,2.6,16.6,10.3,0.0515,0.4725,0.0023,0.0416,0.15780000000000002,0.4742,"1 clove garlic #1 pound Swiss cheese, diced #1 ½ tablespoons potato flour #1 cup dry white wine #1 pinch ground nutmeg # salt and pepper to taste #2 tablespoons kirsch (cherry brandy) #1 (1 pound) loaf French or Italian bread, cut into 1 inch cubes "
1,Lamb Cobbler,15201,"In Lancashire, when I were a lad, we had this at school. English cookery may be laughed at throughout the world, but this ranks alongside egg and bacon buttys on fried bread as one of the world's culinary masterpieces. Pupils would queue all lunchtime to have this, even though we knew that Nora, the chief 'cook' used to put her false teeth into anything she cooked for good luck. There is an Indian variation, based on 'qeema with peas' - if you like spicy food this will make your toes curl up. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F7041379.jpg,12,459.1,7,4.0,32.0,2.2,3.3,27.2,13.5,0.08009999999999999,0.2385,0.0033,0.0349,0.3215,0.7176,"3 cups self-rising flour #2 teaspoons baking powder #¼ cup grated Parmesan cheese #¼ teaspoon salt #¼ cup butter, chilled #7 ounces milk #¼ cup butter #2 onions, finely chopped #4 cloves garlic, crushed #2 pounds ground lamb #1 teaspoon Worcestershire sauce #1 tablespoon brandy #1 tablespoon port wine # salt and pepper to taste #1 (10 ounce) package frozen green peas, thawed #1 cup water #¼ cup all-purpose flour #2 tablespoons milk #¼ cup grated Parmesan cheese "
2,Vegetable Dip,15202,Serve this tasty dip with fresh vegetables of your choice. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F6473276.jpg,12,116.4,20,4.3,1.2,0.1,0.2,12.4,3.1,0.0103,0.0222,0.0003,0.0031,0.034,0.15819999999999998,⅔ cup mayonnaise #⅔ cup sour cream #2 teaspoons Beau Monde ™ seasoning #1 tablespoon dried dill weed #1 tablespoon dried parsley #1 tablespoon minced onion 
3,Broccoli Cheese Layer Bake,15203,"This is a recipe we have enjoyed in my family for several years. It has become a holiday staple and is very easy to make. In fact, it tastes better the next day or just cold out of the refrigerator. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F884584.jpg,12,162.2,22,3.8,15.7,2.5,2.0,8.4,3.9,0.0165,0.0892,0.0014,0.0064,0.0994,0.8264,2 (16 ounce) packages frozen chopped broccoli #2 (11 ounce) cans condensed cream of Cheddar cheese soup #2 (10.75 ounce) cans condensed cream of chicken soup #2 cups seasoned croutons 
4,Old-Fashioned Sea Foam Candy,15204,"This old-fashioned candy recipe is light and airy, which is the reason it is called 'sea foam'. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F109997.jpg,16,247.3,19,2.7,45.2,1.8,41.2,8.4,4.7,0.0,0.003,0.0003,0.005900000000000001,0.0823,0.0426,1 pound white sugar #½ pint water #4 tablespoons distilled white vinegar #3 tablespoons light corn syrup #½ teaspoon baking soda #12 ounces semi-sweet chocolate chips #2 tablespoons shortening #1 (1 ounce) square unsweetened chocolate 
5,Crab 'N Shrimp Dip,15205,"I always have this for a filler with company around the holidays, fun to serve with holiday shaped crackers that are available. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F817794.jpg,18,67.5,33,3.9,0.5,0.0,0.1,5.3,2.9,0.0348,0.024399999999999998,0.0004,0.0075,0.06720000000000001,0.0849,"8 ounces cream cheese, softened #1 tablespoon mayonnaise #1 green onion, chopped #1 (6 ounce) can crab meat, drained #1 (4.5 ounce) can small shrimp, drained "
6,Cocktail Meatballs,15206,"These tasty meatballs will disappear quickly from anyone's holiday party. My mom makes them every year for New Years Eve, and now so do I. These do very well in a slow cooker, as you can simmer them before serving, as well as keep them hot for the duration of your party. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F9015221.jpg,10,193.2,1395,4.5,15.2,0.5,10.3,10.2,4.0,0.052700000000000004,0.019,0.0014,0.0123,0.18330000000000002,0.0849,1 pound lean ground beef #1 egg #2 tablespoons water #½ cup bread crumbs #3 tablespoons minced onion #1 (8 ounce) can jellied cranberry sauce #¾ cup chili sauce #1 tablespoon brown sugar #1 ½ teaspoons lemon juice 
7,Savory Diet Chicken,15207,"Very simple, healthy and delicious! The amounts are up to you! (Note: As a general guide, one serving would consist of one chicken breast with 1 to 2 of each of the vegetables). Easy and flexible! ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F970985.jpg,4,424.6,21,3.8,67.1,10.1,7.8,2.1,0.6,0.0684,0.08159999999999999,0.0039,0.12290000000000001,1.9469,0.123,"4 skinless, boneless chicken breast halves #6 potatoes #2 green bell peppers, sliced #1 cup cubed carrots #2 onions, quartered #1 dash Worcestershire sauce #1 teaspoon paprika "
8,Fresh Rosemary Bread,15208,"This a wonderful herbed, cheese bread to serve with soup. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F874244.jpg,12,111,13,4.2,13.9,2.0,3.1,4.6,1.5,0.005900000000000001,0.0823,0.0009,0.027899999999999998,0.0917,0.42610000000000003,1 (.25 ounce) package active dry yeast #¾ cup whole wheat flour #1 ¼ cups bread flour #¾ cup oat bran #1 teaspoon salt #2 tablespoons extra virgin olive oil #2 tablespoons honey #2 tablespoons chopped fresh rosemary #½ cup shredded mozzarella cheese #½ cup grated Parmesan cheese #1 teaspoon ground black pepper #1 teaspoon garlic salt #¼ cup vital wheat gluten #1.188 cups warm water (110 degrees F/45 degrees C) 
9,Cake in a Mug,15209,"Cake mix in a mug that can be made in the microwave. Use any flavor of cake mix and corresponding flavor of pudding mix. For the glaze, Use a corresponding flavor of powdered mix, such as lemonade for lemon, cocoa for chocolate, etcetera. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F3635848.jpg,8,504.2,37,3.6,108.1,0.7,79.7,7.6,1.1,0.0013,0.1056,0.001,0.0066,0.0634,0.598,1 (18.25 ounce) package yellow cake mix #1 (3.4 ounce) package instant vanilla pudding mix #2 ⅔ cups confectioners' sugar #¼ cup powdered lemonade mix 
