,name,id,calories,sugars,fat,saturated fat,sodium
0,Thirty Day Friendship Cake,7900,346,38.7,13.6,2.7,0.22019999999999998
1,Webb's Cake,7901,134,11.5,3.0,1.5,0.3211
2,Sugar Free Mocha Cheesecake,7902,461,2.5,41.4,19.2,0.26780000000000004
3,Million Dollar Cake,7903,452,55.9,16.4,9.0,0.4649
4,Apple Muffins,7904,182,11.2,6.8,1.0,0.2256
5,Blueberry Muffins I,7905,183,10.3,7.1,1.1,0.2314
6,Chocolate Chip Muffins,7906,249,20.3,10.3,3.1,0.2331
7,Easy Jam Muffins,7907,201,10.8,8.6,1.3,0.2324
8,Lemon Muffins,7908,177,9.1,7.0,1.1,0.2002
9,Orange Muffins,7909,176,9.7,6.8,1.0,0.22519999999999998
10,Streusel-Topped Muffins,7910,218,13.6,9.6,1.9,0.2395
11,Sugar-Coated Muffins,7911,210,13.3,9.0,2.4,0.2449
12,Whole Wheat Muffins,7912,172,9.1,7.1,1.2,0.2316
13,Unbaked Fruit Cake,7913,358,44.7,11.7,1.1,0.19519999999999998
14,Rhubarb Cake II,7914,168,18.8,6.4,2.8,0.18230000000000002
15,German Apple Cake I,7915,201,18.9,9.7,1.3,0.1072
16,Mom's Rum Cake,7916,416,35.8,18.9,3.9,0.3812
17,Chocolate Web Cake,7917,628,51.7,40.3,13.1,0.36
18,White Chocolate Pound Cake,7918,623,53.4,31.5,18.8,0.3379
19,Coconut Meringue Cake,7919,312,27.4,15.5,10.4,0.2788
20,Almond Rum Cake,7920,293,22.5,12.9,6.3,0.22169999999999998
21,Applesauce Rum-Raisin Cake,7921,317,27.2,12.1,5.5,0.32739999999999997
22,Apple Coffee Cake With Brown Sugar Sauce,7922,415,29.5,21.6,9.9,0.30560000000000004
23,Brown Sugar Sauce for Coffee Cake,7923,135,15.4,5.1,3.2,0.0469
24,Brownstone Front Chocolate Cake,7924,710,72.1,34.7,14.5,0.3231
25,Blue Cheese Cheesecake,7925,324,0.8,29.8,18.4,0.4653
26,Strawberry Cake II,7926,549,53.4,30.6,7.3,0.37339999999999995
27,Ugly Duckling Cake I,7927,303,27.0,13.4,6.1,0.2611
28,Ugly Duckling Cake II,7928,285,29.3,8.7,5.6,0.31789999999999996
29,Hot Fudge Sundae Cake,7929,297,35.8,11.7,2.7,0.1576
30,Rolled Fondant,7930,293,61.4,1.7,0.4,0.0017
31,Secret Cake,7931,398,49.0,17.0,8.3,0.3394
32,Swiss Cheesecake,7932,480,41.8,23.5,13.1,0.417
33,Honey Vanilla Cheesecake with Gingersnap Crust,7933,279,31.9,7.6,3.4,0.3115
34,Blueberry Cheesecake,7934,356,23.5,23.4,13.8,0.2164
35,Coco-Cola Icing,7935,353,48.4,17.1,6.7,0.0668
36,Colby Cheesecake,7936,412,24.5,27.4,16.7,0.3463
37,Very Berry Cheesecake,7937,490,18.9,30.0,16.5,0.3679
38,Chocolate Lover's Cheesecake,7938,428,31.3,28.7,17.1,0.2344
39,Chocolate Cheesecake I,7939,508,31.1,35.5,21.1,0.31610000000000005
40,Floating Brownie,7940,184,30.3,2.7,1.6,0.1108
41,Strawberry Chocolate Mousse Cake,7941,404,22.9,31.1,18.6,0.0995
42,Special Chocolate Cake I,7942,363,33.5,18.7,6.3,0.3528
43,Valerie's Cherry Choco-Chip Cake,7943,217,17.5,12.1,2.9,0.22719999999999999
44,Fast and Easy Low-Guilt Cake,7944,164,20.0,4.3,0.7,0.25830000000000003
45,Ravishing Red Velvet Cake,7945,579,65.4,24.1,11.6,0.4428
46,Sour Cream Banana Cake,7946,189,17.8,8.1,4.2,0.07579999999999999
47,Mocha Decadence,7947,289,21.8,19.6,8.0,0.062299999999999994
48,Key Lime Cheesecake II,7948,371,18.4,26.7,15.9,0.2321
49,Lemon Cake with Lemon Filling and Lemon Orange Frosting,7949,771,129.0,17.8,9.3,0.2051
50,Lemon Jelly Filling,7950,184,26.7,8.0,4.5,0.0476
51,Lemon Orange Frosting,7951,174,37.2,2.6,1.5,0.0173
52,Carol's Butter Pecan Cake,7952,596,57.2,30.7,13.5,0.319
53,Honeyed Apple Cake,7953,340,28.6,13.1,6.3,0.2839
54,Apple Sour Cream Streusel Cake,7954,400,29.9,17.8,10.0,0.29919999999999997
55,Chocolate Applesauce Cake I,7955,243,21.4,10.0,3.9,0.197
56,Dark Chocolate Orange Cake,7956,305,21.9,15.2,7.6,0.1495
57,Richest Ever Chocolate Pound Cake,7957,394,36.1,18.5,11.0,0.2652
58,Pumpkin Chocolate Chip Muffins,7958,197,16.9,7.7,2.2,0.18130000000000002
59,Mississippi Mud Cake III,7959,363,28.8,19.3,11.8,0.2175
60,Orange Rum Cake,7960,393,30.5,19.7,9.2,0.3654
