,name,id,calories,sugars,fat,saturated fat,sodium
0,Mustard Beans,31503,261,4.8,18.8,11.6,0.9117000000000001
1,Leek Tomato Dish,31504,173,5.9,9.0,4.2,0.1891
2,Connoisseur's Casserole,31508,373,5.9,23.9,9.2,1.0497
3,Baked French Fries II,31519,145,1.3,1.6,0.9,0.0861
4,Chili Cheese Potato Skins,31521,241,2.8,13.1,5.1,0.4992
5,Greek Style Potatoes,31522,418,2.9,18.5,2.6,0.5989
6,Tomato Cakes,31539,210,2.9,12.8,2.0,0.4009
7,Lemon Thyme Rice,31540,212,0.4,3.8,2.1,0.3456
8,Drunken Grilled Asparagus,31542,82,2.4,3.6,0.5,0.1737
9,Bar-B-Q Baked Beans,31544,166,6.2,3.3,1.0,0.4032
10,Wild Rice Casserole I,31547,409,3.8,23.0,13.4,1.4001
11,Super Squash,31555,457,4.3,31.0,11.5,1.1832
12,Stewed Potatoes,31587,205,4.3,2.6,0.4,0.0205
13,Cornbread Sausage Stuffing,31590,349,2.6,22.1,8.4,0.7686000000000001
14,Creamy Zucchini,31592,178,5.6,10.4,5.1,0.334
15,My Potato Pudding,31596,136,1.1,5.7,1.2,0.1311
