,name,id,calories,sugars,fat,saturated fat,sodium
0,Honey Fried Chicken,9000,566,17.9,28.5,6.2,0.2344
1,Three Pepper Chicken,9001,343,4.2,13.1,6.4,0.3585
2,Sesame Oil Chicken Wings,9002,330,0.6,25.1,6.1,1.5426
3,Chicken Enchiladas III,9003,885,8.4,45.0,25.2,2.2177
4,Marinated Rosemary Chicken,9004,744,0.7,56.1,11.4,0.1495
5,Saucy Chicken Cordon Bleu,9005,667,4.6,33.0,11.6,1.4802
6,Creme Fraiche Chicken,9006,708,6.2,43.1,26.0,0.2697
7,JL's Cognac Chicken,9007,1379,1.2,96.7,56.2,0.63
8,Swiss Sherry Chicken,9008,480,1.5,32.2,17.7,0.7293
9,Springfield Style Cashew Chicken I,9009,652,4.8,33.9,6.9,1.1273
10,Chipotle Chicken,9010,308,0.4,16.1,8.9,0.3876
11,Simple Lemon-Herb Chicken,9011,212,0.3,8.6,1.4,0.0942
12,Chili Chicken I,9012,929,95.6,24.8,15.0,0.44480000000000003
13,Chili Chicken II,9013,159,2.2,4.0,0.7,0.32630000000000003
14,Three Pepper Pilaf,9014,467,8.2,4.4,1.1,0.551
15,Dressed Up Chicken,9015,673,9.4,34.2,13.8,1.3515
16,Shannon's Lower Fat Chile Relleno,9016,287,2.5,8.1,4.0,0.3393
17,Brenda's Pepperoni Chicken Rollups,9017,700,17.7,41.6,14.8,2.1265
18,Chutney Chicken,9018,495,19.8,29.0,8.2,0.5661
19,Pollo Encebollado,9019,698,3.1,47.9,13.4,0.2142
20,Tangy Chicken Fajitas,9020,257,4.9,18.8,2.7,1.1007
21,Satay Chicken Pizza,9021,554,1.5,28.3,8.8,0.7409
22,Hazelnut Chicken,9022,511,9.2,20.5,5.6,0.6656
23,Baked Teriyaki Chicken,9023,272,17.1,9.8,2.7,1.2823
24,Broiled Chicken with Roasted Garlic Sauce,9024,317,3.4,13.3,6.2,0.2236
25,Bourbon Chicken,9025,313,27.9,1.5,0.4,1.6636
26,One Dish Bourbon Chicken,9026,244,1.2,11.1,3.2,0.0986
27,Kung Pao Chicken,9027,437,6.8,23.3,3.8,0.5956
28,Barley Chicken Casserole,9028,381,4.9,11.0,3.1,0.2915
29,Spanish Chicken,9029,342,14.3,17.7,5.0,0.8503
30,Chicken Breasts Stuffed with Crabmeat,9030,569,2.9,25.4,10.7,0.5438999999999999
31,Tangy Cereal-Coated Chicken,9031,416,25.9,10.1,2.1,0.4387
32,Easy Skillet Chicken a la King,9032,262,3.9,10.5,2.8,0.6005
33,Three Pan Potato Enchiladas,9033,438,1.9,10.2,4.2,0.9846
