,name,id,calories,sugars,fat,saturated fat,sodium
0,Scrambled Tofu,39711,190,5.0,11.5,4.5,0.3058
1,Spam and Eggs,39747,707,0.5,60.1,24.1,2.546
2,Best Turkey Burgers,39748,184,0.3,9.5,2.6,0.3545
3,Eggplant Parmigiana Caponata,39749,481,22.2,35.2,8.5,1.1205999999999998
4,Brown-Eyed Susan Sweet Potato Cake,39772,786,82.1,36.4,12.5,0.49060000000000004
5,Cheddar Cheese Soup,39773,665,17.5,47.3,29.6,1.0092999999999999
6,Chocolate Caramel Sauce,39774,104,11.0,5.2,2.8,0.0305
7,Butterscotch Pumpkin Cake,39775,223,24.0,9.3,4.2,0.1636
8,Chocolate Cream Cheese Flan,39776,404,38.6,23.6,14.2,0.2072
9,Chocolate Cream Macaroon Tarts,39777,191,17.0,12.1,8.5,0.0322
10,Cranberry Chocolate Panini,39778,484,29.3,15.9,9.3,0.4253
11,Cream of Pumpkin Curry Soup,39779,218,5.5,16.4,9.9,1.2528
12,Nutty Nougat Caramel Bites,39780,67,6.3,3.4,1.7,0.0601
13,Original Nestle® Toll House® Chocolate Chip Cookies,39781,108,8.4,6.2,3.1,0.0848
14,Petit Pain Au Chocolate,39782,578,30.9,34.9,12.6,0.1968
15,Pumpkin Caramel Flan,39783,207,42.6,1.5,0.5,0.231
16,Carnation® Swedish Meatballs,39784,387,5.1,26.4,11.1,0.6313
17,Sweet Tamales,39785,260,15.7,12.0,4.4,0.2145
18,Penne with Mango Chile Sauce,39788,469,15.4,10.8,1.7,0.4632
19,Farmer's Macaroni,39789,1365,9.8,82.9,43.1,1.4541
20,Quiche (Southern Egg Pie),39799,718,4.1,60.9,23.3,1.4506
