,name,id,calories,sugars,fat,saturated fat,sodium
0,Veggie Sausage Pizza,37200,537,8.5,9.9,3.1,1.6674
1,Basil Vinegar,37201,6,0.1,0.0,0.0,0.001
2,Blueberry-Streusel Muffins,37202,243,15.6,9.0,2.3,0.16440000000000002
3,Butter Rolls,37203,90,2.3,2.5,1.4,0.12240000000000001
4,Cheesy Chicken-and-Pasta Bake,37204,402,3.5,16.3,7.9,0.8391000000000001
5,Southern Living Magazine's Chicken-Fried Steak,37205,2323,14.0,211.8,41.2,1.6582000000000001
6,Country Ham and Quick Buttermilk Biscuits,37206,445,0.5,31.6,12.0,2.1149
7,Fresh Pesto Pasta Salad,37208,484,3.8,28.9,5.5,0.30169999999999997
8,Greek Isles Pizza,37209,444,3.2,24.0,9.2,1.3443
9,Grilled Strip Steaks with Horseradish Guacamole,37210,892,1.9,69.1,23.8,1.0817999999999999
10,Tuscan Tuna,37211,310,4.2,22.9,5.3,1.0205
11,Gumbo Pot Pies,37212,1430,4.2,99.0,25.8,1.3077
12,Grilled Turkey Breast with Plum Salsa,37213,470,19.3,15.7,3.0,0.3871
13,Vanilla Cream-Filled Eclairs,37214,393,16.3,25.4,11.9,0.2814
14,Hot Tomato Grits,37215,236,2.6,11.2,5.4,0.9733999999999999
15,Italian Herb Vinegar,37216,63,1.7,0.6,0.2,0.0366
16,Lemon-Mint Vinegar,37217,1,0.0,0.0,0.0,0.0018
17,Molasses-Grilled Pork Tenderloin,37218,236,5.7,5.9,2.0,0.1812
18,Open-Faced Omelet,37219,167,3.1,10.3,5.2,0.2582
19,Pasta with Spinach,37220,279,0.9,9.4,2.2,0.4432
20,Picnic Fried Chicken,37221,1763,4.0,150.9,40.0,2.8527
21,Roasted Cornish Hens,37222,683,2.1,47.2,13.1,0.2869
22,Sicilian Pizza,37223,325,4.7,7.6,1.1,0.8593999999999999
23,Smoked Salmon-Caper-Dill Pasta,37224,506,4.9,17.4,8.5,0.6949
24,Smoked Turkey,37225,555,1.4,28.1,8.4,0.26139999999999997
25,Southwestern Eggs,37226,335,3.1,9.0,3.1,0.9181
26,Stuffed Chicken Breasts with Sweet-and-Sour Tomato Sauce,37227,449,14.9,25.6,3.5,1.162
27,Ukrainian Apple Cake (Yabluchnyk),37246,264,20.5,12.7,7.8,0.1885
28,Berry Bread Pudding with Brown Sugar Sauce,37252,575,59.7,17.7,9.9,0.49339999999999995
29,Penne with Spring Vegetables,37256,383,4.0,14.4,3.5,0.15830000000000002
30,Apple Butter Pumpkin Pie,37258,413,28.3,21.3,7.7,0.39239999999999997
31,Vegetable Pasties,37259,581,3.1,30.7,7.2,0.3301
32,Apple Shortbread Pie,37260,389,26.8,18.7,11.4,0.2013
33,Salad Greens with Nasturtiums,37266,106,2.1,9.3,1.3,0.1774
