,name,id,calories,sugars,fat,saturated fat,sodium
0,Pistachio Fudge,26103,156,21.0,6.6,3.3,0.049
1,A to Z Everything-but-the-Kitchen-Sink Chocolate Chip Cookies,26104,135,12.1,6.7,3.3,0.0969
2,Apple Oatmeal Cookies II,26106,47,3.3,2.2,0.4,0.036899999999999995
3,Best Breakfast Cookie,26107,176,14.3,3.1,0.3,0.22130000000000002
4,Big Soft Sugar Cookie Cakes,26109,420,38.8,15.2,2.9,0.2865
5,Bohemia Cookies,26111,193,9.9,13.9,3.6,0.0058
6,Cannoli III,26114,372,11.8,21.1,6.7,0.2717
7,Caramel Crispy Treats II,26117,109,7.3,7.3,4.7,0.0715
8,Chocolate Cinnamon Chewies,26120,53,4.5,2.8,1.3,0.0565
9,Chocolate Peanut Butter Chews,26122,303,25.9,16.9,4.5,0.2071
10,Coconut Macadamia Cookies,26123,73,3.7,4.5,1.9,0.026699999999999998
11,Coconut Raisin Cookies,26126,194,12.8,10.7,6.8,0.0752
12,Cracked Sugar Cookies II,26129,68,5.3,3.3,0.8,0.030699999999999998
13,Cranberry Kitchen Cookies,26130,32,2.6,1.2,0.5,0.0143
14,Cranberry Orange Oat Cookies,26131,98,7.2,3.2,1.8,0.0587
15,Cranberry Orange Oatmeal Cookies,26132,104,8.3,4.4,2.6,0.0581
16,Cream Cheese Cut-Outs II,26133,60,4.2,2.7,1.6,0.0242
17,Currant Cookies,26135,152,11.2,6.3,1.6,0.0351
18,Dad's Cookies,26136,118,9.9,5.4,1.1,0.0917
19,Dishpan Cookies IV,26137,318,21.2,17.2,3.6,0.2287
20,Easy Gingerbread Wedges,26140,292,22.1,7.5,2.0,0.5836
21,Filled Cookies III,26141,211,16.7,8.1,2.5,0.1369
22,Fudgies III,26143,71,5.6,3.3,1.2,0.0252
23,Giant Spice Cookies,26144,260,29.4,6.4,2.4,0.38380000000000003
24,Gumdrop Cookies III,26145,141,18.5,2.6,0.4,0.018600000000000002
25,Health Balls II,26148,135,12.6,7.4,1.9,0.0557
26,Hermit Bar Cookies,26149,202,18.9,5.6,1.4,0.12919999999999998
27,Homemade Candy Bars,26150,266,30.5,12.4,6.4,0.1088
28,Hot Dog Cookies,26151,217,9.3,13.2,7.5,0.09770000000000001
29,Italian Cookies II,26153,114,12.2,4.1,2.4,0.0686
30,Italian Cookies III,26154,91,5.3,3.5,2.0,0.0592
31,Mocha Mudslide Brownies,26157,137,9.5,7.1,3.5,0.0362
32,Key Lime Cookies II,26158,152,10.8,5.5,3.3,0.1683
33,Kolachky,26159,241,4.4,17.9,7.6,0.0371
34,Lemon Slice - No Cooking,26160,143,6.9,9.0,5.5,0.0969
35,Lemon Squares III,26161,109,12.7,4.1,2.7,0.0538
36,Linda's Monster Cookies,26162,165,14.0,7.7,3.4,0.1273
37,Linzer Cookies,26163,228,11.3,13.4,5.1,0.15430000000000002
38,Maids-of-Honor,26166,116,8.0,6.1,2.2,0.0355
39,Mark's Delight,26168,83,6.9,3.4,2.1,0.0356
40,Million Dollar Bars,26171,309,32.5,14.8,5.9,0.1477
41,Mincemeat Bars,26172,54,8.6,0.4,0.1,0.046299999999999994
42,Mom's Island Treasures,26177,214,14.6,13.5,6.8,0.1591
43,Moon Pies,26178,325,27.6,15.6,4.2,0.1437
44,Naughty Chocolate and Peanut Butter Chip Cookies,26179,164,11.1,8.6,3.7,0.1119
45,No Bake Cookies VII,26181,110,6.8,7.5,2.4,0.0535
46,No-Bake Peanut Butter Cookies III,26183,152,13.5,7.5,2.8,0.0595
47,Nut Horns,26184,184,7.5,12.2,2.1,0.0559
48,Oatmeal Buttermilk Cookies,26186,145,9.9,6.2,2.8,0.0927
49,Oatmeal Cookies Light,26188,68,5.5,2.6,0.5,0.0874
50,Oatmeal Raisin Cookies X,26189,151,9.1,7.9,0.9,0.0722
51,Orange Drop Cookies IV,26192,93,7.7,4.0,1.0,0.079
52,Chocolate Chip Mexican Wedding Cakes,26193,93,4.8,6.2,3.4,0.024399999999999998
53,Peanut Butter Bars VII,26195,264,17.5,15.6,7.4,0.1812
54,Peanut Butter Bon-Bons,26197,75,6.7,4.5,1.7,0.04
