,name,id,calories,sugars,fat,saturated fat,sodium
0,Maple Walnut Fudge,39101,99,11.9,4.7,2.3,0.0308
1,Milk Chocolate Almond Brickle,39107,106,7.9,7.5,3.6,0.032799999999999996
2,Carnation® New England Clam Chowder,39119,533,13.3,22.2,9.0,0.7661
3,Nutty Pumpkin Waffles,39121,404,34.0,13.1,3.7,0.3013
4,Old-Fashioned Butterscotch Pudding,39124,363,44.1,16.2,9.7,0.17859999999999998
5,Old-Fashioned Pumpkin Nut Loaf,39125,209,19.7,4.8,1.2,0.3343
6,Orange Brunch Muffins,39127,278,21.0,11.9,6.2,0.2915
7,Peanutty Chocolate Fudge,39140,54,9.3,1.8,0.8,0.0233
8,Polka Dot Pumpkin Cupcakes,39142,202,16.5,11.0,4.5,0.2073
9,Puffy Baked Apple Pancake,39144,131,9.5,5.2,2.1,0.1429
10,Pumpkin Almond Pie,39145,480,31.4,25.0,6.6,0.22269999999999998
11,Pumpkin Biscuits,39149,208,22.8,4.0,1.0,0.3307
12,Pumpkin Butterscotch Fudge Bars,39150,143,12.8,7.9,4.3,0.0648
13,Libby's® Pumpkin Cheesecake,39153,403,27.8,26.8,16.2,0.237
14,Pumpkin Chili Mexicana,39154,481,16.4,18.0,3.8,1.9004
15,Pumpkin Corn Muffins,39155,183,6.9,5.7,1.1,0.2326
16,Pumpkin Curry Soup,39158,147,9.1,8.5,5.0,0.2849
17,Pumpkin Orange Cheesecake,39162,241,19.7,12.9,6.2,0.25630000000000003
18,Pumpkin Pancakes,39165,287,29.1,3.5,1.1,0.4542
19,Pumpkin Peanut Soup,39166,235,8.9,16.2,5.5,0.15630000000000002
20,Pumpkin Pear Strudel,39167,423,20.7,24.9,5.4,0.1336
21,Libby's® Pumpkin Pecan Pie,39168,446,30.9,23.6,6.6,0.2225
22,Pumpkin Pork Stew,39171,393,8.9,8.2,2.3,0.5251
23,Carnation® Quiche Lorraine,39176,378,6.0,27.6,11.7,0.5049
24,Quick Libby's® Pumpkin Pudding,39181,120,15.0,3.6,2.0,0.2186
25,Carnation® Raisin Bread Pudding,39184,461,31.0,16.4,8.7,0.513
26,Rich Chocolate Pumpkin Truffles,39188,94,4.8,4.3,1.2,0.029
