,name,id,calories,sugars,fat,saturated fat,sodium
0,Spiderweb Apples,37400,783,120.2,21.9,5.8,0.7097
1,Streusel Apple Pie,37401,315,29.0,12.8,4.8,0.1641
2,Stuffed Yellow Squash,37402,218,1.0,15.4,6.5,0.38389999999999996
3,Tarragon Vegetables,37403,82,2.6,5.8,0.8,0.056100000000000004
4,Thai Pork Salad,37404,166,3.6,6.1,1.4,0.4442
5,Catfish Lafitte,37405,1062,4.8,68.4,35.3,1.131
6,Sweet Smoky Sandwiches,37406,392,11.5,18.1,7.8,1.3232000000000002
7,Crawfish Etouffee,37407,217,1.6,16.2,9.9,0.5013
8,Focaccia Deli Sandwich,37408,830,5.3,45.9,15.3,2.944
9,Garlic and Rosemary Shrimp,37409,349,0.5,21.9,6.0,0.7009
10,Veggie Bread Bowl,37410,251,4.3,9.4,3.8,0.8295
11,Grilled Pizza Sandwiches,37411,645,0.8,49.1,14.3,1.3819000000000001
12,Favorite Ambrosia,37412,299,31.9,9.2,4.2,0.053
13,Grilled Seafood Po' Boy,37413,486,5.7,20.6,3.9,1.0919
14,Rocky Mountain Grilled Shrimp,37414,547,0.9,29.3,4.3,0.6126
15,1-2-3 Vegetable Chili,37415,212,5.8,5.9,3.7,0.77
16,Apple Bobber's Cheese Spread,37420,119,1.0,10.0,6.5,0.1468
17,Aquarium Cups,37425,186,40.3,0.1,0.0,0.1134
18,Bacon Ranch Bread Bites,37428,311,1.9,15.7,6.9,1.2762
19,Bacon Wrapped Corn Dogs,37431,164,2.4,8.0,2.5,0.5699
20,Baked Curry Chicken,37433,589,17.0,19.3,13.5,1.0032999999999999
21,Black and Orange Spook Cups,37439,167,85.8,5.5,1.8,0.2685
22,Black Bean Pinwheels,37440,175,1.9,8.0,3.9,0.6637000000000001
23,Kraft's Burritos Grande,37445,874,3.1,53.5,26.3,1.5897999999999999
24,Candy Corn Popcorn Balls,37446,208,27.4,6.9,2.5,0.1598
25,Cereal Yogurt Bars,37449,117,5.6,6.3,3.8,0.07840000000000001
26,Cheeseburger Macaroni,37451,436,10.0,23.0,12.2,1.0927
27,Cheesy Bean Nachos,37453,225,1.9,6.7,0.7,0.7131000000000001
28,Cheesy Little Link Snack Wraps,37455,56,0.7,3.6,1.5,0.1515
29,Cheesy Quesadilla,37456,1526,15.9,110.0,62.5,4.2753000000000005
30,Chocolate Crispy Bars,37459,40,3.6,1.8,1.0,0.0050999999999999995
31,Kraft's Coconut Cake,37464,300,30.2,11.4,7.5,0.2821
32,Corn Pudding,37468,225,4.6,11.3,5.6,0.5909
33,Easy Savory Pizzas,37483,271,6.7,8.8,1.1,0.5735
34,Easy Southwestern Tortilla Pie,37484,517,5.8,21.8,10.2,1.2157
35,Flag Cake,37488,170,12.3,8.3,6.2,0.08979999999999999
36,Goblin's Favorite Ranch Taco Chicken Salad,37494,420,3.2,31.3,8.4,0.827
37,Goblin-Gulp Punch,37495,119,30.5,0.0,0.0,0.0167
