,name,id,description,picture,servings,calories,reviews,rating,carbohydrates,dietary fiber,sugars,fat,saturated fat,cholesterol,calcium,iron,magnesium,potassium,sodium,ingredients
0,Mel's Eclairs,20303,"These are just the best! I don't know how the eclair shells form the pocket, but they do every time. The custard is incredible, I suggest trying it in other things as well. ",0,6,328.9,9,1.8,41.3,1.2,26.9,15.6,9.1,0.11209999999999999,0.09390000000000001,0.002,0.0287,0.18130000000000002,0.5134,"2 tablespoons water #¼ cup butter #½ cup all-purpose flour #2 eggs #6 ½ tablespoons white sugar #5 tablespoons all-purpose flour #1 teaspoon salt #1 ½ cups milk #1 egg, lightly beaten #2 teaspoons almond extract (Optional)#1 (1 ounce) square unsweetened chocolate #1 tablespoon butter #2 tablespoons water #½ cup confectioners' sugar "
1,Portuguese Sweet Rice,20305,"My mom would always make this delicious, creamy rice pudding when we were kids. If a thicker rice is desired, increase rice to 1 1/4 cups and add another egg. Sprinkle with cinnamon. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F5615681.jpg,8,296.3,41,4.5,53.2,0.3,33.7,5.0,2.7,0.0611,0.22790000000000002,0.0011,0.03,0.316,0.0932,"1 ½ quarts milk #1 cup uncooked white rice #1 cup white sugar #2 eggs, beaten "
2,Sawdust Salad,20306,This is a fruit salad/dessert which my family has always called Sawdust Salad because of the toasted coconut on top. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F925679.jpg,12,485.2,21,4.4,92.1,1.7,71.3,10.3,6.8,0.0515,0.0347,0.001,0.0263,0.2816,0.1992,"1 (3 ounce) package lemon flavored Jell-O® mix #1 (3 ounce) package orange flavored Jell-O® mix #2 cups boiling water #1 (20 ounce) can crushed pineapple, drained #1 (16 ounce) package miniature marshmallows #2 cups pineapple juice #1 cup white sugar #2 eggs, lightly beaten #5 tablespoons all-purpose flour #3 bananas, sliced #1 tablespoon lemon juice #2 (1.3 ounce) envelopes whipped topping mix #1 (8 ounce) package cream cheese, softened #1 cup shredded coconut, toasted "
3,Rainbow Sherbet Cake,20309,A delightfully refreshing summer dessert featuring sherbet and angel food cake. Pretty as a picture! ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F39454.jpg,10,296.1,46,4.7,51.2,1.3,27.6,9.6,7.8,0.0023,0.0707,0.0003,0.0079,0.0751,0.281,"1 (9 inch) angel food cake #1 pint orange sherbet, softened #1 pint raspberry sherbet, softened #1 pint lime sherbet, softened #1 (12 ounce) container frozen whipped topping, thawed "
4,Aileen's Punch,20310,My sister's friend gave her this recipe years ago to use at our parents' 25th wedding anniversary party. We never had a name for it other than Aileen's Punch! This is very refreshing and so easy to put together. I recommend making an ice ring out of extra pineapple juice or apricot nectar. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F983749.jpg,30,92.6,118,4.8,23.4,0.4,15.1,0.1,0.0,0.0,0.0103,0.0004,0.0087,0.114,0.0092,1 (46 fluid ounce) can pineapple juice #1 (46 fluid ounce) can apricot nectar #1 (6 ounce) can frozen limeade concentrate #2 liters lemon-lime flavored carbonated beverage 
5,Raspberry Cheesecake,20311,"Easy, to die for cheesecake. Everyone asks me to bring this dessert. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F424210.jpg,16,545.6,44,4.6,55.3,2.0,30.7,35.3,18.5,0.0897,0.046,0.0017,0.0064,0.09490000000000001,0.22790000000000002,2 (8 ounce) packages cream cheese #1 cup white sugar #1 pint heavy cream #4 (7 ounce) packages oval butter sandwich cookies with chocolate filling (eg Pepperidge Farm Milano) #1 (21 ounce) can raspberry pie filling 
6,Absolutely Perfect Palak Paneer,20312,"This Indian dish combines fresh spinach and ricotta in a creamy curry. Use paneer if you can find it! It is absolutely wonderful with basmati rice or naan (Indian flat bread). The key is in the spices, which you can find at an Indian grocery. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F38052.jpg,4,483.3,182,4.0,27.3,9.9,3.1,36.3,11.6,0.0366,0.7018,0.014199999999999999,0.32639999999999997,1.9315,0.5441,"6 tablespoons olive oil #2 cloves garlic, chopped #1 tablespoon grated fresh ginger root #2 dried red chile peppers (Optional)#½ cup finely chopped onion #2 teaspoons ground cumin #1 teaspoon ground coriander #1 teaspoon ground turmeric #¾ cup sour cream #3 pounds fresh spinach, torn #1 large tomato, quartered #4 sprigs fresh cilantro leaves #8 ounces ricotta cheese # coarse sea salt to taste "
7,Yogurt Mint Sauce,20313,Accompanies many Eastern Indian dishes. Adjust the cayenne to taste. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F3277211.jpg,2,48.3,9,2.7,6.7,0.1,6.4,1.0,0.6,0.0037,0.119,0.0002,0.0108,0.1535,1.2057,"½ cup plain yogurt #2 sprigs fresh mint, chopped #1 teaspoon white sugar #1 teaspoon salt #¼ teaspoon cayenne pepper, or to taste "
8,Restaurant 222 Peach Cobbler,20315,"A variation on a peach cobbler, using fresh peaches and ice cream. Enjoy! ",0,8,2281,1,3.2,254.9,5.1,205.0,111.9,62.1,0.9504,0.513,0.0054,0.0927,0.721,0.4491,"3 cups bourbon whiskey #2 cups milk #1 quart heavy cream #2 cups white sugar #12 egg yolks (Optional)#12 egg yolks (Optional)#2 cups milk #1 quart heavy cream #3 cups honey #6 cinnamon sticks #1 cup chopped almonds #1 cup all-purpose flour #2 cups confectioners' sugar #2 ¾ cups dry bread crumbs #½ cup water #2 tablespoons white sugar #1 tablespoon cornstarch #2 tablespoons water #12 fresh peaches - peeled, pitted and chopped #½ teaspoon ground cinnamon "
9,Rhubarb Sauce I,20316,Perfect if you have an unsatisfied sweet tooth. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F218640.jpg,10,183.1,23,4.1,47.6,0.5,47.0,0.0,0.0,0.0,0.0358,0.0001,0.0029,0.0242,0.0002,2 cups diced rhubarb #2 cups white sugar 
