,name,id,calories,sugars,fat,saturated fat,sodium
0,Pizza Sauce I,25401,38,1.0,3.5,0.5,0.2926
1,Pizza Sauce II,25402,33,2.7,1.8,0.3,0.22180000000000002
2,Toads in the Hole I,25403,359,1.7,19.0,5.4,0.474
3,Toads in the Hole II,25404,367,2.2,17.5,4.6,0.3365
4,Corn Dog Casserole,25405,454,6.3,29.2,12.8,1.4459000000000002
5,Reuben Hot Dish,25406,363,5.5,17.0,7.9,1.6822000000000001
6,Reuben Casserole,25407,450,9.5,24.3,10.0,2.0784000000000002
7,Hedgehog Meatballs,25408,413,6.4,21.3,8.0,0.6006
8,Hamburger Hash,25409,358,3.9,16.3,6.4,0.7349
9,Hunter's Hash,25410,510,10.8,23.7,9.5,0.7765
10,Asparagus Portobello Pasta,25413,390,9.0,10.1,2.9,1.2482
11,Slow Cooker Barbecue Goose Sandwich,25414,190,2.0,15.2,7.2,0.1625
12,Runzas (Bierocks),25415,750,9.9,27.5,10.0,1.2217
13,Runzas II (Bierocks),25416,371,4.9,15.9,6.9,0.5391
14,Toaster Oven Pizza,25417,752,5.5,52.5,18.2,2.5006
15,Healthy Turkey Loaf,25418,112,1.4,5.1,1.4,0.1743
16,Turkey Meatballs,25419,567,2.2,22.2,5.9,2.2128
17,Chili Casserole,25420,324,4.4,12.7,5.2,0.9094
18,Broiler Casserole,25421,310,16.6,5.3,1.3,0.564
19,Amazing All-Purpose Marinade,25422,108,8.4,6.9,1.0,0.0060999999999999995
20,Wild Rice Casserole with Sausage,25423,496,3.5,33.5,9.9,1.7417
21,Slow Cooker Bean Casserole AKA Sweet Chili,25424,470,19.2,25.5,9.3,1.0864
22,Slow Cooker Pizza,25425,820,12.2,43.3,18.9,2.1811
23,Slow Cooker Lentils and Sausage,25426,357,4.2,21.2,7.1,0.9662999999999999
24,Barbequed Crabs,25427,422,2.1,25.3,14.9,2.6084
25,Honey Garlic BBQ Sauce II,25428,61,7.2,3.0,1.8,0.38439999999999996
26,Star Fruit Steak,25429,338,3.5,21.5,8.5,0.5275
27,Teriyaki Marinade with Ginger and Garlic,25430,29,3.8,0.0,0.0,0.7222999999999999
28,Outdoor Vegetable Skillet,25431,103,4.3,7.8,1.3,0.145
29,Simple Country Ribs,25432,882,66.8,38.3,13.8,3.5178000000000003
30,Andy's Barbeque Pork,25433,394,8.6,23.7,8.7,0.42819999999999997
31,BBQ Sauce to Live For,25434,50,10.6,0.1,0.0,0.2307
32,Amanda's Big Beef Sauce,25435,83,1.4,8.6,1.3,0.1134
33,Applesauce Barbeque Sauce,25436,49,12.0,0.0,0.0,0.09240000000000001
34,Barbeque Sauce III,25437,30,5.3,0.4,0.1,0.1281
35,BBQ Sauce for Cheaters,25438,62,10.4,0.1,0.0,0.48369999999999996
36,Chile Barbeque Sauce,25439,40,8.8,0.0,0.0,0.0943
37,Delicious Barbeque Sauce,25440,83,8.0,4.7,0.7,0.138
38,Devil's Steak Sauce,25441,62,14.0,0.0,0.0,0.2322
39,Frank's Famous Barbeque Sauce,25442,72,10.5,0.5,0.1,0.3028
40,Sweet Sauce for Vegetables,25443,171,8.2,15.4,9.7,0.1114
41,Carne Asada Marinade,25444,256,0.3,28.0,3.9,0.0003
42,Key West Chicken,25445,184,4.5,6.2,1.3,0.7353
43,Teriyaki Marinade IV,25446,158,25.5,0.0,0.0,1.4356
44,Zesty Barbeque Marinade,25447,59,5.1,0.3,0.1,0.5676
45,Memphis Rub,25448,62,7.5,1.3,0.2,1.7858
46,Deb's Spicy Summer Evening Mushrooms,25449,68,3.0,0.4,0.1,3.6155999999999997
47,Doreen's Teriyaki Steak Marinade,25450,30,3.4,0.0,0.0,0.48360000000000003
48,Doreen's Steak Marinade,25451,90,3.7,7.3,1.1,0.5292
49,Tarragon Tuna Steaks,25452,337,0.0,18.5,3.5,0.06709999999999999
