,name,id,calories,sugars,fat,saturated fat,sodium
0,Beaufort Stew,39302,548,5.8,20.3,6.7,1.3034000000000001
1,Lowcountry Shrimp and Grits,39303,387,9.4,13.6,4.3,0.3961
2,Stuffed Pattypan Squash,39304,187,1.4,14.3,5.0,0.3743
3,The Captain's Famous Jambalaya,39345,302,3.0,6.8,2.6,0.7045
4,Pina Colada IV,39351,491,42.2,17.0,12.3,0.032
5,Cinnamon Pork Loin and Potatoes,39354,551,7.9,29.2,14.9,1.1318
6,Watermelon Rind Preserves,39358,119,28.1,0.1,0.0,0.7333
7,Layered Monterey Pumpkin Dip,39362,96,1.7,6.3,3.6,0.2223
8,Easy Grilled Tri Tip,39374,491,0.1,25.4,7.8,0.5307000000000001
9,Ortega®Barbecue Sauce,39376,17,2.6,0.1,0.0,0.10990000000000001
10,Hot Sausage Pot,39379,668,7.4,31.1,11.1,0.5351
11,Broccoli Beef II,39380,304,5.2,7.1,2.5,1.5325
12,Empanadas,39381,528,9.0,21.9,7.1,0.959
13,Sloppy Jose,39382,328,2.6,17.3,6.6,0.5109
14,Ortega Burgers,39383,458,0.2,27.3,12.5,0.8192
15,Cheesy Skillet Dinner,39384,635,1.8,49.4,22.1,1.0969
16,Very Popular Bubble Tea,39391,280,23.9,0.6,0.4,0.0201
17,Chilaquiles,39399,211,1.6,8.3,4.3,0.5487000000000001
