,name,id,calories,sugars,fat,saturated fat,sodium
0,Portabella Nirvana,39432,455,7.0,37.6,14.1,1.3874000000000002
1,Mexican Quiche,39446,254,4.3,16.3,6.8,0.4148
2,Simple Savory Pork Roast,39447,335,0.0,19.7,7.2,0.6835
3,Pork Chops German Style,39448,351,0.4,20.6,4.7,0.9045
4,Marinated Tuna Steak,39455,200,1.7,7.9,1.2,0.9446
5,Roasted Salmon with Orange-Ginger Glaze,39456,328,4.5,15.3,2.5,0.09390000000000001
6,Ortega's Mexican Rice,39459,147,1.7,3.2,1.9,0.2805
7,Cream Cheese Basil Summer Squash,39460,227,0.1,19.9,12.4,0.1691
8,Ortega Chiles with Garlic and Oil,39462,104,1.8,9.3,1.3,0.448
9,Poblano Corn Chowder,39463,881,13.5,73.3,38.8,0.9302999999999999
10,Avocado and Green Chile Soup,39467,171,0.8,14.6,3.8,0.2006
11,BLT Bites Appetizer,39476,108,0.1,9.7,2.3,0.2705
12,Merlot-Peppercorn Steak Sauce,39486,62,2.2,3.0,1.9,0.14909999999999998
