,name,id,calories,sugars,fat,saturated fat,sodium
0,Outback Onion Soup,25700,533,4.7,39.0,25.3,2.7411
1,Italian Beer Marinated Chicken,25701,467,3.9,16.7,3.0,0.9574
2,Beer Cheese Soup IV,25702,332,1.9,23.8,14.1,0.5946
3,Beer Cheese Soup V,25703,383,1.2,30.2,18.9,0.4165
4,Beer Cheese Soup VI,25704,204,2.0,12.4,7.8,0.2271
5,Oven Stew with Burgundy Wine,25705,387,3.0,21.4,8.3,0.7126
6,Jill's Vegetable Chili,25706,416,5.2,7.0,1.7,0.6263
7,Sour Cream Vegetable Soup,25707,312,5.4,10.2,6.1,0.271
8,Potato Leek Soup III,25708,488,0.8,45.4,28.3,0.673
9,Garlic Soup,25709,88,0.5,6.4,3.2,0.08070000000000001
10,Pan Sauce Chicken,25710,196,0.5,2.5,0.7,0.459
11,Washabinaros Chili,25711,543,15.7,24.6,7.2,1.6796
12,Pig Burger,25712,1012,2.5,58.8,17.6,1.5720999999999998
13,Best Italian Sausage Soup,25713,436,6.4,17.8,5.8,1.6092
14,Deidra's Hot Wings,25714,117,0.1,7.5,2.1,0.8134
15,Ajo Blanco con Uvas,25715,153,13.4,7.2,1.0,0.0712
16,Creamy Chicken Salad,25716,175,0.5,13.7,2.5,0.0783
17,Borscht II,25717,283,9.0,14.6,4.8,0.7747
18,Homemade Chicken A La King,25718,178,4.9,9.4,4.7,0.1743
19,Roasted Pumpkin Soup,25719,307,5.2,21.4,10.6,0.6126
20,Spicy Pumpkin and Sweet Potato Soup,25720,197,9.8,5.5,0.8,0.2823
21,Southern Dirty Rice,25721,252,1.2,3.7,0.9,0.0288
22,Pumpkin Chili,25722,409,16.4,16.4,6.2,0.9242
23,Deluxe Sour Cream Chicken,25723,914,2.0,58.7,23.7,1.3838
24,Orange and Lentil Soup,25724,172,5.8,6.2,3.7,0.24230000000000002
25,Garden Tomato Soup,25725,71,5.5,3.1,0.5,0.7523
26,Crunchy Chicken Fingers,25726,475,1.6,17.0,2.9,0.3659
27,Tomato and Bean Soup,25727,224,13.9,9.8,4.3,0.5784
28,Cheesy Vegetable Chowder,25728,171,5.1,7.4,4.3,0.8102999999999999
29,Cream of Broccoli Cheese Soup II,25729,195,4.5,12.6,7.4,0.3697
30,Garden Veggie Cheese Soup,25730,316,7.0,21.9,13.3,1.0535999999999999
31,Potato Soup XI,25731,532,11.8,19.1,8.1,2.2208
32,Cheesiest Potato Soup,25732,366,2.0,29.6,18.5,0.3478
33,Mandi's Cheesy Potato Soup,25733,466,7.8,21.5,10.7,1.2745
34,Portuguese Bean Soup II,25734,573,3.2,30.6,11.1,1.0837
35,Portuguese Kale Soup,25735,302,4.4,9.4,3.4,0.3211
36,Portuguese Soup,25736,537,21.5,19.9,5.6,2.1269
37,Caldo Verde (Portuguese Green Soup),25737,402,3.4,20.2,5.4,1.352
