,name,id,calories,sugars,fat,saturated fat,sodium
0,Slow Cooker Creamed Spinach,37703,320,0.9,24.6,14.7,1.0699
1,Fried Green Tomatoes,37705,310,4.3,18.7,10.5,0.6587999999999999
2,Vietnamese Chicken and Long-Grain Rice Congee,37707,643,0.5,42.3,12.1,1.9434
3,Sugarless Fruit Nut Muffins,37720,225,12.7,12.0,5.5,0.2359
4,Apple Cranberry Salad Toss,37740,117,15.7,3.0,0.0,0.2142
5,Antipasto Salad,37741,98,0.5,6.4,2.4,1.3607
6,Apple Pork Chop Skillet,37742,283,17.3,11.4,3.3,0.0572
7,Apple Walnut Bread Pudding,37745,233,8.6,8.7,1.8,0.2798
8,BBQ Grilled Beef Kabobs,37747,249,2.0,8.6,3.0,0.1007
9,Bacon Spinach Salad,37748,289,10.5,23.7,5.4,0.7302000000000001
10,BBQ Salmon,37749,305,6.7,12.3,2.5,0.4095
11,Bacon Sunshine Skillet,37750,221,0.5,16.8,6.3,0.31939999999999996
12,Baked Cheese Grits,37751,166,1.8,9.6,3.7,0.5712
13,Caprese Salad,37754,74,1.6,7.0,1.0,0.0043
14,Cheddary Artichoke Snacks,37755,141,0.7,5.9,3.6,0.2938
15,Cheesy Herb Bread,37756,130,1.2,6.4,3.9,0.3405
16,Chicken Caesar Pita,37759,306,4.9,14.4,3.5,0.5545
17,Bacon and Cheddar Mashed Potatoes,37760,540,6.8,37.8,13.8,0.8042
18,American Trifle,37761,265,36.6,9.3,7.1,0.24430000000000002
19,15 Minute Fried Rice,37762,135,2.9,7.4,1.8,1.5252000000000001
20,Cinnamon Spiced Coffee,37764,29,7.1,0.0,0.0,0.0060999999999999995
21,Citrus Barbecued Pork Chops,37765,127,1.3,3.2,1.1,0.045899999999999996
22,Creamed Spinach Casserole,37766,159,1.3,12.5,6.4,0.3323
23,Classic Green Bean Casserole,37767,215,6.0,14.1,6.4,0.8162
24,Coconut Sweet Potato Casserole,37768,282,23.0,8.7,6.3,0.2698
25,Chicken Parmesan Pasta Toss,37769,301,1.9,8.5,4.3,0.3623
26,Cheesy BBQ Chicken Breast Sandwich,37771,514,1.9,24.9,11.3,1.2309
27,Creamy Pasta Bake,37772,257,8.3,10.7,5.5,0.5212
28,Classic Baked Mostaccioli,37773,706,14.7,34.9,15.7,1.0751
29,Crispy Chicken with Honey Dipping Sauce,37774,305,13.1,16.2,3.2,0.4958
30,Crispy Coconut Chicken Fingers,37775,123,7.7,4.6,3.1,0.131
31,Crunchy Turkey Sandwich Melts,37776,435,3.2,18.0,5.9,0.6133
32,Down Home Crab Cakes,37777,261,1.0,19.0,5.8,0.5327000000000001
33,Down Home Macaroni and Cheese,37778,427,5.7,27.1,17.4,0.9707
34,Easy Banana Pancakes,37779,189,3.5,7.4,1.5,0.3887
35,Easy Fettuccine Alfredo,37781,682,3.3,48.7,29.3,0.8296
36,Kraft's Easy Potato Bake,37782,266,0.9,17.5,10.4,0.3663
37,Easy Turkey Curry,37783,607,3.1,23.8,11.9,0.7813
38,Easy Turkey Tetrazzini,37784,411,2.1,20.1,10.4,1.0817999999999999
39,Easy Winter Vegetable Salad,37785,72,4.5,0.1,0.0,0.16069999999999998
40,Kraft's Eggnog Cheesecake,37786,556,16.9,41.6,22.2,0.4343
41,Eggnog Trifle with Strawberries,37787,248,15.5,12.3,8.0,0.1467
42,Kraft's Fruity Chicken Salad,37789,290,11.2,10.4,1.8,0.4627
43,Great Potato Salad,37791,362,2.5,24.6,4.0,0.2105
44,Lemon Broccoli Fish,37792,131,2.0,1.6,0.4,0.1107
45,Kraft Marinated Flank Steak,37793,180,3.4,7.7,3.2,0.38330000000000003
46,Meat Lover's Barbecued Steak,37794,293,1.6,13.9,5.8,0.09209999999999999
47,Mixed Greens with Pear and Pecan Salad,37795,197,7.0,17.3,2.6,0.21209999999999998
48,Orange Barbecued Ribs,37796,634,0.9,53.1,17.1,0.1839
49,Oven Fried Catfish,37797,452,3.4,26.6,7.4,0.8754
50,Plum Tomato & Pesto Bread,37798,130,0.8,7.1,2.2,0.2902
51,Parmesan Pasta,37799,386,1.5,18.0,11.2,0.404
