,name,id,calories,sugars,fat,saturated fat,sodium
0,BBQ Chicken the Old Bay® Way,36322,625,13.9,40.8,11.5,1.029
1,Caribbean Grilled Chicken Breast with Pineapple Salsa,36323,303,6.1,11.0,1.8,0.8979
2,Coriander & Cumin Crusted Grilled Swordfish with Avocado Relish,36324,297,1.3,19.4,3.3,0.4099
3,Fired Up Southwest Fajitas,36325,417,2.7,16.6,3.9,0.972
4,Grilled Chicken & Vegetable Kabobs,36326,190,2.7,10.1,1.5,0.12040000000000001
5,Grilled Pork Rub,36327,210,6.8,7.3,2.6,0.2801
6,Zesty Red Wine and Herb Steak,36328,361,0.3,23.3,6.8,0.32980000000000004
7,Summertime Coleslaw,36329,238,6.6,22.2,3.3,0.4072
8,Squash and Tomatoes a la Old Bay®,36330,107,4.9,6.1,2.0,0.24209999999999998
9,Spicy Layered Dip,36331,151,0.5,14.3,8.2,0.2686
10,Sizzlin' Steak Burgers,36332,521,3.6,33.7,15.4,0.6496000000000001
11,Savory Montreal Steak Rub,36333,266,3.5,17.2,6.8,0.4274
12,Roasted Garlic Grilled Vegetables,36335,57,2.6,3.6,0.6,0.2372
13,Old Bay® Spicy Marinated Chicken,36336,250,0.1,15.1,2.5,0.3472
14,Old Bay® Lady Liberty Seafood Salad,36337,246,2.5,9.0,1.5,0.4602
15,Old Bay® Grilled Lime Tuna Steak,36338,257,0.6,14.8,2.2,0.5888
16,Old Bay® Crab Cakes,36339,184,1.5,5.7,1.1,1.0367
17,"Montreal Steak, Apricot, Pepper Skewers with Tomato Olive Relish",36340,398,13.4,26.3,8.1,0.4092
18,Montreal Salsa Chicken,36341,202,12.7,1.5,0.4,0.37489999999999996
19,Mexicana Shrimp and Vegetable Kabobs,36342,220,4.1,9.1,1.4,0.3635
20,Hot Tempered Baby Back Ribs with Sweet Guava Glaze,36343,815,61.7,44.2,16.4,0.7606
21,Honey Lime Mesquite Chicken,36344,432,4.3,32.2,8.0,0.9067999999999999
22,Tasty Tender Pork Tenderloin,36352,648,64.6,25.7,4.8,1.7871
23,Hershey's® White Chocolate Cinnamon Scones,36355,676,38.4,37.7,22.4,0.544
24,Easy Rhubarb Jam,36356,174,43.0,0.1,0.0,0.0299
25,Chocolate-Orange Lingers,36366,228,14.1,12.4,5.9,0.131
26,Double Chocolate and Spice Bread Pudding,36371,1065,88.4,49.8,29.4,0.7358
27,Calamari Macaronatha,36383,679,6.4,25.1,4.6,0.5367999999999999
28,Revolutionary Montreal Salmon Rub,36394,168,0.0,6.7,1.4,0.4131
29,Carrot Spread Surprise,36396,130,1.0,13.0,3.9,0.0696
30,Florida Strawberry Muffins,36397,168,13.6,4.9,2.7,0.1404
