,name,id,calories,sugars,fat,saturated fat,sodium
0,A Potato Salad Sandwich,37100,379,7.9,23.5,4.0,0.6373
1,This Butts' For You!,37107,379,40.0,16.0,5.9,0.2917
2,Suzie or Steven Salad,37143,333,3.4,25.2,15.9,0.4858
3,Pear Salad with Raspberry Cream,37144,546,31.3,30.3,13.3,1.1735
4,Stuffed Potato Salad,37147,466,3.2,31.3,5.0,0.6229
5,Spinach-Apple Salad,37148,427,16.8,34.5,5.2,0.5196000000000001
6,French Vanilla Slices (Mille-feuilles),37182,753,37.6,39.6,10.8,0.2665
7,Grilled Garlic Potatoes,37184,480,4.3,20.4,12.8,0.29669999999999996
8,Apple-a-Day Pork Chops,37186,328,21.0,9.7,3.1,0.22240000000000001
9,Southern Living magazine's Fajitas,37187,647,4.1,21.1,7.5,0.5644
10,Baked Linguine with Meat Sauce,37188,803,6.6,55.6,29.2,1.06
11,Deep-Fried Cajun Turkey,37189,8607,1.8,929.7,160.0,4.6789
12,Beef Fillets With Stilton-Portobello Sauce,37190,672,0.9,56.4,26.8,0.35710000000000003
13,Southern Living magazine's Beef Brisket in Beer,37193,561,5.5,43.9,17.6,0.2739
14,Asparagus and Ravioli with Dijon Alfredo Sauce,37194,918,3.6,67.6,40.1,1.1029
15,Asian Flank Steak,37195,278,9.7,16.9,4.6,0.5026
16,Pasta Sauce with Meatballs,37196,577,44.6,27.6,8.2,3.7878000000000003
17,Baby Loin Back Ribs,37198,1473,52.3,89.8,35.0,3.548
18,Baked Stuffed Quail,37199,754,12.3,45.8,14.4,0.7788999999999999
