,name,id,calories,sugars,fat,saturated fat,sodium
0,Turkey and Bean Tacos,27100,346,1.0,12.5,3.1,0.9519
1,Back to the Basics Smoothie,27102,164,19.6,4.3,0.6,0.011
2,The Emily,27103,239,28.5,0.2,0.0,0.0040999999999999995
3,Homemade Hot Chocolate Mix,27105,39,6.6,0.2,0.1,0.0365
4,Tornado Screwdriver,27109,414,0.4,0.0,0.0,0.45280000000000004
5,Pink Panties,27112,307,33.3,1.4,0.8,0.0143
6,Chocolate Cake Shot,27114,138,12.1,0.1,0.0,0.0021000000000000003
7,Chocolate Martini III,27115,328,26.9,0.2,0.0,0.0068
8,Candies,27116,311,0.0,0.5,0.3,0.057
9,Bourbon Slush,27120,359,50.8,0.2,0.0,0.0213
10,Chinese Coconut Pudding,27126,126,26.8,1.3,0.8,0.0324
11,Chocolate Caramel Corn,27127,269,21.6,14.9,8.1,0.14959999999999998
12,Creamiest Rice Pudding,27131,228,24.7,4.7,2.5,0.1348
13,Creme Anglaise I,27132,109,5.6,8.8,5.1,0.0103
14,Creme Anglaise II,27133,98,9.5,5.7,3.2,0.0112
15,Devils Whipped Parfait,27134,445,38.7,18.6,10.1,0.4797
16,Elisa's Famous Fudge,27135,82,11.7,3.1,1.7,0.0256
17,Emily's Famous Tiramisu,27136,558,60.3,27.0,15.3,0.0557
18,Gramma's Apple Bread Pudding,27138,430,46.7,20.0,4.3,0.372
19,Homemade Cream Filled Individual Sponge Cakes,27140,206,18.3,11.0,4.1,0.175
20,Marian's Fudge,27146,103,20.6,2.3,1.4,0.009800000000000001
21,Sweet Noodle Pudding,27149,243,10.5,12.6,4.9,0.22069999999999998
22,Cinnamon Chocolate Pudding,27150,310,34.7,14.8,9.3,0.1044
23,Cream Cheese Flan,27151,378,38.6,21.0,12.5,0.2072
24,Fruit Filled Chimichangas with Cinnamon Custard Sauce,27152,397,28.1,14.8,3.2,0.3371
25,Fruit Tacos,27153,317,23.5,11.8,3.3,0.2425
26,Mocha Bread Pudding with Caramel Sauce,27154,455,38.0,7.3,3.6,0.6367
27,Penuche Fudge,27155,113,21.7,3.0,0.6,0.0157
28,Peanut Choc-Scotch Fudge,27156,300,38.3,14.1,7.6,0.0959
29,Pecan Snack,27157,117,5.3,10.2,0.9,0.07440000000000001
30,Pioneer Potato Candy,27158,67,9.7,2.1,1.3,0.0148
31,Rellenitos de Platano,27159,207,1.7,8.1,0.9,0.304
32,Sago Plum Pudding II,27160,309,29.6,8.4,4.7,0.5788
33,Strawberry Crepes,27161,279,16.1,13.4,6.8,0.027100000000000003
34,Tropical Baked Bananas,27162,253,26.7,11.4,7.9,0.061200000000000004
35,Worry Free Ice Cream,27163,206,39.9,0.3,0.2,0.1475
36,Eggs BenaBabs,27169,204,1.8,12.4,2.6,0.5079
37,Breakfast Burritos,27172,480,2.1,23.5,8.6,0.8899
38,Breakfast Tacos with Refried Beans,27173,428,0.5,26.1,8.8,0.7206
39,Lulu's Tomato Hot Pot,27174,227,7.8,9.9,3.3,1.0102
40,Fiesta Chicken Soup,27175,268,5.1,2.4,0.5,0.32239999999999996
41,Vietnamese-Style Chicken Curry Soup,27176,512,3.8,26.8,13.3,0.3745
42,Lentil Soup IV,27177,167,5.1,3.2,0.5,0.0155
43,Ortega® Shrimp Enchiladas,27178,573,3.6,34.9,13.0,0.9499
44,Crab Salad with Chiles and Cilantro,27179,245,1.2,13.2,7.7,0.6828
45,Chile Con Carne,27180,384,1.5,23.4,8.6,0.8827
46,Cheeseburger Tacos,27181,480,5.4,29.2,13.3,1.4745
47,Burritos Grande,27182,530,1.5,20.7,8.5,1.2484000000000002
48,Queijadas,27183,148,23.6,3.3,1.8,0.0365
49,Apples by the Fire,27184,114,27.4,0.0,0.0,0.0052
50,Cranberry Ice Cream Swirl Cake,27185,399,27.2,23.8,12.8,0.2199
51,Charlotte alla Milanese,27186,293,38.5,5.4,2.9,0.1974
52,Hot Fudge Sauce II,27187,283,25.2,19.8,12.3,0.061200000000000004
53,Crepes,27188,79,1.6,2.8,0.9,0.030199999999999998
54,Pupu Balls,27189,185,0.9,12.4,5.0,0.8587
55,Gyoza,27190,184,1.0,8.5,2.4,0.5463
56,Creamy Deviled Eggs,27191,141,1.0,11.7,4.1,0.2311
57,Best Bruschetta Ever,27192,47,0.8,4.2,0.9,0.0399
58,Best Zucchini Appetizer,27193,57,0.4,4.6,1.1,0.09290000000000001
59,Grandma's Oatmeal Raisin Cookies,27194,105,6.0,4.9,1.2,0.0495
60,Best Ever Chocolate-Free Blondies,27195,420,33.6,20.2,13.9,0.1989
61,Double Chocolate Chip Macadamia Cookies,27196,137,9.5,8.6,4.3,0.0906
62,Birthday Bones,27197,138,1.9,7.8,1.1,0.0632
63,Chocolate Bombs,27198,86,4.3,4.1,0.7,0.0443
64,Brandy or Rum Balls,27199,92,3.8,5.1,1.2,0.0257
