,name,id,calories,sugars,fat,saturated fat,sodium
0,Amsterdam Hippie Soymilk Chai,38915,154,13.1,4.4,0.5,0.1277
1,Apple Bran Muffins,38930,139,9.5,5.2,0.9,0.2159
2,Apple Cinnamon Pecan Cake,38931,238,17.4,11.2,4.7,0.1147
3,Baked Custard,38933,189,22.6,7.5,3.6,0.2999
4,Breakfast Sausage Casserole,38941,547,9.8,38.0,17.8,1.0612000000000001
5,Butterscotch Gingerbread Cookies,38948,109,8.9,5.2,3.6,0.1008
6,Butterscotch Haystacks,38949,68,4.5,3.8,1.5,0.0363
7,Butterscotch Party Mix,38951,475,43.9,22.8,11.3,0.32739999999999997
8,Butterscotch Rum Pound Cake,38952,253,18.4,13.8,6.2,0.18430000000000002
9,Carnation® Caramel Sauce,38957,155,26.2,5.1,3.2,0.0465
10,CARNATION® Famous Fudge,38958,74,10.7,3.0,1.5,0.0216
11,Carnation® Mashed Potatoes,38960,244,5.6,11.2,6.9,0.1107
12,Cheesecake Cookie Cups,38963,288,7.4,13.3,6.6,0.1393
13,Carnation® Chicken And Wild Rice Soup,38968,274,8.3,7.3,3.1,0.6008
14,Chocolate Brunch Waffles,38976,784,43.5,42.3,25.5,0.8197000000000001
15,Nestle® Chocolate Chip Cheesecake,38979,438,29.3,30.3,17.7,0.254
16,Chocolate Chip Cookie Brittle,38980,116,8.0,7.2,3.7,0.0728
17,Chocolate Chip Trifle,38984,376,23.7,15.8,12.4,0.3513
18,Chocolate Cookie Turtles,38987,180,7.1,11.6,2.7,0.084
19,Chocolate Mudslide Frozen Pie,38993,579,47.7,37.1,19.5,0.221
20,Chocolate Satin Pie,38999,306,28.9,17.1,8.7,0.1345
