,name,id,calories,sugars,fat,saturated fat,sodium
0,Philly Steak Sandwich,36621,641,5.5,38.4,13.7,0.7172999999999999
1,Turkey Enchiladas,36656,346,6.6,9.7,2.9,0.4743
2,Curried Couscous,36658,128,7.2,2.4,1.3,0.3747
3,Cooking Light magazine's Zucchini Bread,36664,130,13.4,2.9,0.5,0.1269
4,"Duck Salad with Wild Rice, Pecans, Grapes, and Orange Dressing",36665,236,8.0,6.2,1.2,0.1174
5,"Broccoli, Orange, and Watercress Salad",36666,153,21.2,2.9,0.4,0.1734
6,Calypso Rice and Beans,36667,140,5.8,1.3,0.2,0.101
7,Hoisin Beef with Shiitake Mushroom Sauce,36668,572,4.4,23.4,8.6,0.2642
8,Beef Tenderloin with Horseradish-and-Roasted Garlic Crust,36669,286,0.6,20.1,8.1,0.1181
9,Lemon-Garlic Shrimp Kebabs,36670,97,0.7,1.0,0.2,0.3297
10,"Caramelized-Onion, Spinach, and Bacon Quiche",36671,239,9.9,5.4,1.7,0.6583
11,Raspberry-Almond Crumb Cake,36672,222,19.6,7.4,1.4,0.2494
12,Shrimp-and-Rice Stuffed Tomatoes,36673,503,8.0,9.9,5.3,0.6949
13,Braised Artichokes with Capers and Parsley,36674,243,3.8,3.8,0.6,0.4253
14,Pasta with Three-Herb Pesto,36675,463,0.2,9.6,1.5,0.1161
15,Bell Pepper-Feta Pasta Toss,36676,269,3.8,8.9,4.7,0.585
16,Spicy Thai Coconut Shrimp,36677,642,2.6,13.5,6.1,0.5545
17,Spinach Calzones with Blue Cheese,36678,326,7.2,9.9,4.8,0.8593999999999999
18,Spicy Fish Stew,36679,230,4.4,3.9,0.6,0.358
19,Smoked-Trout Spread,36680,90,0.7,2.8,1.1,0.0968
20,Blueberry Streusel Cake,36681,303,25.8,9.2,1.9,0.1764
21,Pan-Seared Tuna with Olive-Wine Sauce,36682,356,0.8,5.6,0.9,0.48219999999999996
22,Pasta Carbonara with Asparagus,36683,347,5.7,10.4,3.8,0.3932
23,Ham Tetrazzini,36685,379,4.0,11.7,4.1,0.5769
24,Cooking Light magazine's Lazy Lasagna,36686,368,8.3,19.7,8.3,0.5059
25,Asiago Dip with Crostini,36688,84,0.9,4.0,1.2,0.185
26,Banana-Oatmeal Bread,36690,185,14.3,6.1,1.0,0.16319999999999998
27,"Hearty Beef, Pasta, and Spinach Minestrone",36691,389,5.0,18.1,7.3,1.5583
28,Italian Portobello Sandwiches,36692,429,9.2,11.8,5.6,1.6504
29,Turkey Cutlets With Apple Chutney,36693,312,32.9,3.3,0.7,0.195
30,Cooking Light magazine's Cherry Cheesecake,36694,231,24.8,7.0,3.5,0.2705
31,"Penne with Spinach, Feta, and Olives",36695,609,1.8,18.6,5.9,0.6122000000000001
32,"Cavatappi with Spinach, Garbanzo Beans, and Feta",36696,385,0.7,9.9,2.8,0.5251
33,Lemon-Lime Cream Tart,36697,336,44.0,9.2,3.7,0.1628
34,Mocha Pudding Cake,36698,221,26.7,6.1,1.6,0.15419999999999998
35,Sicilian Veal Cutlets,36699,398,2.4,10.0,1.7,0.3157
