,name,id,calories,sugars,fat,saturated fat,sodium
0,Dutch Cinnamon Biscuits,9800,160,5.4,9.0,5.1,0.0611
1,Cardamom Granola Bars,9801,128,9.4,6.6,2.7,0.0296
2,Monster Cookies I,9802,333,27.5,16.9,6.3,0.2415
3,Peanut Blossoms III,9803,527,31.4,27.8,7.6,0.45330000000000004
4,Urban Legend Chocolate Chip Cookies,9804,141,11.0,7.7,3.5,0.0761
5,Nice Spice Cookies,9805,161,6.1,12.1,7.5,0.0094
6,Peanut Butter Kiss Cookies,9806,311,24.9,17.9,4.9,0.14709999999999998
7,Raspberry Chocolate Supremes,9807,294,21.9,18.1,10.7,0.09259999999999999
8,Caramel Pecan Cookies,9808,273,24.6,14.0,7.0,0.1353
9,Rosettes I,9809,561,4.9,59.2,7.8,0.0275
10,Monster Cookies II,9810,206,16.4,10.6,2.8,0.1589
11,Potato Chip Cookies I,9811,566,25.3,35.4,20.8,0.2796
12,Monster Cookies III,9812,177,16.0,8.0,3.4,0.12359999999999999
13,Potato Chip Cookies II,9813,158,4.4,12.0,5.4,0.0659
14,Sugar Free Rugelach,9814,179,7.6,10.6,2.8,0.0916
15,Cake Mix Cookies I,9815,386,34.0,20.3,6.8,0.2978
16,Anzac Biscuits (Australian Coconut-Oat Cookies),9816,222,18.9,9.5,6.2,0.1743
17,Apricot Kolaches,9817,674,38.0,41.1,25.7,0.3043
18,Arny Cookies,9818,424,35.4,22.2,7.1,0.3412
19,Easy Chocolate Butterscotch Cookies,9819,439,34.8,24.8,9.9,0.3974
20,Double Nut Chocolate Chip Cookies,9820,406,26.7,24.5,8.8,0.3449
21,White Chocolate Chunk Cookies,9821,237,17.5,14.7,6.4,0.1451
22,Pfeffernusse,9822,51,2.9,2.2,1.0,0.0424
23,Oatmeal Raisin Cookies II,9823,277,25.2,8.7,1.6,0.1714
24,One and a Half Minute Cookies,9824,347,35.0,14.9,6.5,0.10959999999999999
25,Peanut Butter Shortbread Cookies,9825,418,39.1,23.4,3.4,0.1353
26,Italian Cookies I,9826,156,5.7,6.1,3.5,0.12969999999999998
27,Chocolate Chocolate Chip Cookies I,9827,125,10.2,7.1,3.9,0.0631
28,Sugarless Cookies II,9828,236,9.6,13.8,1.9,0.1194
29,No Bake Peanut Butter Cookies I,9829,375,35.3,17.3,4.6,0.0824
30,Peanut Butter Chocolate Chip Cookies from Heaven,9830,281,18.2,15.7,7.4,0.25
31,Linda's Awesome Brownies,9831,394,33.7,22.0,13.3,0.14780000000000001
32,No Bake Cookies I,9832,110,10.3,4.9,2.1,0.0375
33,Better than Sex Cookies,9833,314,17.0,16.5,9.1,0.1971
34,Light and Chewy Cake Cookies,9834,311,35.6,7.8,5.0,0.3545
35,White Chocolate Macadamia Nut Cookies I,9835,361,25.7,22.1,10.6,0.09670000000000001
36,Speculaas,9836,368,22.5,18.1,10.1,0.15159999999999998
37,Apple Cookies,9837,144,13.1,6.3,1.2,0.0883
38,Vanilla Glaze,9838,15,3.7,0.1,0.1,0.0067
39,Soft Sugar Cookies I,9839,231,17.8,9.4,2.5,0.2233
40,Sugar Cookie Frosting,9840,59,9.9,2.2,0.6,0.0008
41,Applesauce Cocoa Cookies,9841,125,1.3,5.7,1.5,0.1196
42,Lemon Bars I,9842,133,16.9,3.6,2.0,0.044700000000000004
43,Chocolate Mexican Wedding Cookies,9843,517,22.1,36.9,18.8,0.1671
44,Old Fashion Oatmeal Cookies II,9844,149,8.4,8.0,1.8,0.042
45,Peanut Crunch Bars,9845,481,38.0,20.5,5.3,0.2801
46,No Bake Choco-Peanut-Oatmeal Cookies,9846,123,13.8,4.6,2.3,0.032
47,Meringue Cookies,9847,119,20.2,4.2,2.5,0.0351
48,Chocolate Toffee Cookies I,9848,304,24.4,15.9,5.2,0.35819999999999996
49,Forgotten Cookies I,9849,58,7.9,2.8,1.7,0.0158
50,Meringue Kisses I,9850,81,13.5,2.8,1.7,0.0103
51,Pfeffernuesse Cookie Mix,9851,135,9.3,3.6,2.1,0.0824
52,No Bake Cereal Cookies,9852,319,27.0,11.0,2.3,0.2225
53,Chocolate Crinkles I,9853,174,18.5,6.7,3.1,0.1128
54,White Chocolate Macadamia Nut Cookies II,9854,342,20.7,23.0,8.2,0.18869999999999998
55,Special K Cookies,9855,84,6.7,3.5,0.7,0.056600000000000004
56,Peanut Butter Crispies I,9856,480,46.1,21.8,4.6,0.44939999999999997
57,Peppermint Meringues,9857,13,2.8,0.0,0.0,0.0088
58,Forgotten Party Cookies,9858,31,7.5,0.0,0.0,0.0056
59,Unbaked Chocolate Oatmeal Cookies,9859,207,20.2,9.5,3.8,0.0596
60,Chocolate Scotcheroo Bars,9860,117,10.9,4.8,2.1,0.0598
61,Chocolate Crinkle Cookies,9861,58,6.4,2.0,0.4,0.0339
62,Stained Glass Window Cookies,9862,243,19.8,7.7,4.6,0.18230000000000002
63,Mrs. Fields Cookie Recipe I,9863,416,33.7,21.6,10.5,0.24869999999999998
64,Cracked Sugar Cookies I,9864,163,10.5,8.4,5.1,0.1082
65,Koulourakia I,9865,175,6.7,8.6,4.6,0.1187
66,Carrot Cookies I,9866,157,7.4,9.7,2.9,0.1055
67,Sour Cream Cut-Outs,9867,268,8.5,10.4,6.3,0.1874
68,Wine Drop Cookies,9868,198,14.0,7.5,1.1,0.11009999999999999
