,name,id,calories,sugars,fat,sodium,saturated fat
0,Gooseberry Jam,35123,65,15.0,0.1,0.0003,0.0
1,Corn Fritters Canadian Style,35125,289,5.5,3.3,0.9366,1.0
2,Puff Pastry Pizza,35137,231,0.8,16.2,0.2051,5.1
3,Corn Dogs,35149,318,5.9,22.9,0.776,7.6
4,Traditional Filipino Lumpia,35151,168,0.7,10.5,0.2878,2.9
5,Pineapple Salsa,35157,93,4.8,0.5,0.2268,0.1
6,Concord Grape Jelly,35158,101,25.9,0.1,0.0007,0.0
