,name,id,calories,sugars,fat,saturated fat,sodium
0,Sour Cream-Rhubarb Squares,9600,228,21.3,10.4,3.4,0.1401
1,Pumpkin Bars I,9601,235,17.5,13.3,1.8,0.4005
2,Cream Cheese Frosting I,9602,108,12.9,6.1,3.8,0.0438
3,Chocolate and Almond Biscotti,9603,261,20.6,12.4,4.0,0.0782
4,County Fair Elephant Ears,9604,717,71.0,31.7,17.9,0.3962
5,Peanut Butter/Chocolate Chip Cookie Bars,9605,279,26.9,15.4,10.5,0.1273
6,German Chocolate Bars,9606,356,37.0,17.4,8.0,0.3044
7,Snickerdoodle Bars,9607,195,12.7,12.2,2.8,0.0482
8,Triple Fudge Cookies,9608,230,21.9,13.1,5.9,0.0728
9,Cinnamon Bars,9609,190,8.6,12.8,5.4,0.15469999999999998
10,Lots o' Cookies,9610,281,24.5,14.7,5.8,0.21509999999999999
11,Nutty Chocolate Chip Cookies,9611,305,25.2,16.0,7.9,0.2086
12,Oatmeal Date Cookies,9612,233,17.2,11.3,2.6,0.1202
13,Snowy Pecan Cookies,9613,174,14.9,9.0,2.1,0.08170000000000001
14,Candied Christmas Cookies,9614,111,9.6,5.8,1.2,0.033600000000000005
15,Healthy Banana Cookies,9615,56,3.8,2.4,0.2,0.0005
16,Grandma M's Raisin Cookies,9616,151,13.2,5.5,3.3,0.1262
17,Amish Cookies,9617,117,5.3,7.0,2.5,0.0453
18,Thumbprint Cookies I,9618,195,13.1,9.8,5.2,0.116
19,Peanut Butter Thumbprint Cookies I,9619,190,6.7,12.5,3.0,0.1034
20,Crinkles,9620,199,21.7,8.0,2.4,0.1022
21,Frosted Chocolate Coconut Goodies,9621,158,11.9,5.4,3.7,0.3552
22,Quick Chocolate Frosting,9622,56,7.4,2.8,1.8,0.0251
23,Apple Bars,9623,328,24.1,19.4,7.5,0.151
24,Aunt Hazel's Apple Oatmeal Cookies,9624,281,19.9,12.7,5.6,0.22119999999999998
25,Raisin Sour Cream Bars,9625,216,19.6,9.5,5.6,0.141
26,Pineapple Drop Cookies I,9626,67,4.8,2.9,1.3,0.039200000000000006
27,Easy Oatmeal Cookies,9627,100,6.4,4.7,0.6,0.07959999999999999
