,name,id,calories,sugars,fat,saturated fat,sodium
0,Chicken Tacos,37906,401,7.7,20.7,10.5,0.435
1,Fantastic Lemon Butter Fillet,37918,238,0.2,16.2,9.9,1.0208
2,Brisket Marinade,37930,115,1.3,9.1,1.3,1.3399
3,Oatmeal Cookie,37934,178,20.3,0.2,0.0,0.0033
4,Sweetbreads,37944,373,0.0,28.8,8.7,0.1093
5,Deep-Fried Turkey Marinade,37952,128,3.0,9.4,1.4,1.9946
6,BBQ Bacon Cheese Dog,37953,456,4.0,29.5,11.7,1.2497
7,Grilled Cabbage I,37960,98,3.8,7.8,4.9,0.0761
8,Asian Fire Meat,37965,382,11.2,20.5,6.5,1.886
9,Cafe Mudslide,37968,377,14.0,19.3,16.5,0.053399999999999996
10,Honey Bee Latte,37969,96,14.3,2.4,1.5,0.0508
11,Chocolate Caramel Cappuccino,37970,176,12.8,2.1,1.2,0.1603
12,Coffee Mint Frost,37971,308,37.9,12.1,7.6,0.1535
13,DeCafe au Lait,37972,63,5.7,2.4,1.5,0.0502
14,Egg Tostada,37981,293,5.2,4.8,2.6,1.5695
15,Ice Cream in a Can,37998,222,30.7,8.2,5.1,27.777
