,name,id,calories,sugars,fat,saturated fat,sodium
0,Turkey Salad,27005,40,0.4,2.1,0.4,0.0782
1,Vegetable Pizza Squares,27006,499,4.7,38.9,14.4,0.7321
2,World's Best Cream Cheese and Pineapple Dip,27011,45,2.9,3.3,2.1,0.027899999999999998
3,Jell-O® Snow Pudding,27020,421,39.2,26.3,17.4,0.221
4,Cranberry Upside-Down Sour Cream Cake,27021,437,51.9,17.5,10.7,0.2676
5,Party Hit Creamy Pumpkin Soup,27022,350,5.9,20.0,10.8,0.3486
6,Best Basic Sweet Bread,27023,263,6.7,9.1,4.2,0.1545
7,Baked Corned Beef and Cabbage,27024,515,7.7,24.4,9.0,1.3477000000000001
8,Cranberry Eggnog,27025,449,47.0,19.3,11.5,0.1393
9,English Toffee,27026,222,21.4,15.5,9.2,0.0829
10,Gingerbread Coffee,27027,199,22.3,8.1,5.0,0.1584
11,Irish Tea Cake,27028,273,23.7,10.7,6.3,0.2731
12,Microwave Spiced Nuts,27029,245,7.0,23.3,4.1,0.029
13,Ukrainian Country Babka,27030,317,18.6,18.4,10.8,0.3479
14,Yam Supreme,27031,734,25.4,51.7,25.6,0.2953
15,Garlic Bread Fantastique,27055,399,2.0,20.9,10.9,0.8466
16,Creamy Vegetable Medley,27063,279,0.9,18.8,8.3,0.5992000000000001
17,New Red Potato Salad,27070,315,1.8,23.7,3.8,0.2905
18,Mexican Rice II,27072,291,2.4,11.0,1.7,1.0956
19,Stacey's Fabulous Purple Potato Gratin,27073,627,4.9,31.4,16.6,0.7537999999999999
20,Smoked Gouda Mac and Cheese,27074,329,5.8,10.3,6.0,0.3212
21,Zucchini with Green Chiles,27075,52,1.5,2.8,0.5,0.18080000000000002
22,Ortega®-Style Green Beans,27076,85,5.3,2.3,0.4,0.5025
23,Corn with Tomatoes and Green Chilis,27078,107,3.3,3.6,0.6,0.5106
24,Ortega® Mexican Rice,27079,153,1.5,3.3,1.9,0.28
25,Hoagie Bake,27093,619,4.7,42.8,18.2,1.49
26,Turkey Tacos,27094,286,2.4,10.7,2.6,0.675
27,Cheese Enchiladas with Green Chiles,27095,468,3.2,27.3,15.8,0.8665
28,Easy Enchilada Casserole,27097,252,1.3,11.6,5.3,0.5468
29,Nacho Pizza with Beans and Olives,27098,257,2.2,8.4,4.1,0.6952
30,Refried Bean Tostadas,27099,237,2.6,12.1,2.9,0.7253
