,name,id,calories,sugars,fat,saturated fat,sodium
0,Avocado Corn Salsa,26700,81,0.9,6.5,0.9,0.0733
1,Bacon Roll Ups II,26703,203,1.0,14.9,6.0,0.3768
2,Bagna Cauda,26705,224,0.1,23.1,14.2,0.3451
3,Baked Pork Spring Rolls,26706,154,0.4,4.9,1.4,0.2008
4,Basic Hummus,26707,53,0.0,2.9,0.4,0.07
5,Bologna Salad Sandwich Spread II,26714,123,1.5,10.8,4.0,0.3316
6,Bug Lady Tofu Pate,26720,32,0.4,2.5,0.4,0.0275
7,Caramelized Apple Bites,26721,123,19.8,1.3,0.4,0.0442
8,Cheese Ball III,26727,95,0.2,8.7,5.0,0.2088
9,Cheese Borek,26728,280,0.3,24.5,15.1,0.21209999999999998
10,Cheese Dip II,26730,109,1.6,8.5,4.3,0.3075
11,Cheesy Breads,26734,477,2.4,25.8,8.6,0.9762000000000001
12,Chicken Liver Pate,26737,66,0.1,5.4,3.2,0.0702
13,Chicken Puffs,26738,399,5.1,25.9,10.5,0.6453
14,Chocolate Chip Cheese Ball,26740,102,6.0,8.4,4.2,0.0419
15,Cinnamon and Raisin Spread,26742,37,2.9,0.7,0.4,0.1092
16,Clams Casino II,26743,142,0.3,14.1,7.0,0.1766
17,Corn Relish III,26749,19,2.1,0.2,0.0,0.0571
18,Creamy Cheese Bread,26756,349,3.0,18.7,6.2,0.8732000000000001
19,Cucumber Sandwiches II,26760,66,1.1,5.8,3.7,0.25880000000000003
20,Deluxe Egg Rolls,26769,206,0.7,10.8,1.5,0.24830000000000002
21,Deviled Eggs with Zip,26770,88,0.4,6.8,1.8,0.0885
22,Easy Cheesy Bites,26777,230,0.3,21.9,10.9,0.2889
23,Easy Ham and Cheese Appetizer Sandwiches,26780,416,1.0,27.2,14.2,0.7476
24,Favorite Hamburger Bites,26783,276,1.6,24.2,7.7,0.8482999999999999
25,"Figs with Goat Cheese, Pecans and Bacon",26784,416,17.2,32.2,12.8,0.3949
26,Fresh Salsa I,26787,6,0.8,0.0,0.0,0.0736
27,Fresh Salsa II,26788,5,0.6,0.0,0.0,0.0012
28,Fruit Salsa with Cinnamon Tortilla Chips,26796,70,4.3,1.8,0.4,0.0862
29,Fruit Stacked English Muffins,26797,161,17.6,1.1,0.5,0.13440000000000002
30,Garlic and Cheese Bruschetta,26799,204,2.3,2.1,0.9,0.5081
