,name,id,description,picture,servings,calories,reviews,rating,carbohydrates,dietary fiber,sugars,fat,saturated fat,cholesterol,calcium,iron,magnesium,potassium,sodium,ingredients
0,Golden Sesame Cookies,11200,"A light sugar cookie with toasted sesame seeds. To make a double batch, I double all the ingredients but the butter and they still taste delicious. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F958863.jpg,24,101.5,2,5.0,9.8,0.7,3.7,6.3,2.8,0.0179,0.0528,0.001,0.0176,0.032299999999999995,0.06520000000000001,"½ cup butter #1 teaspoon vanilla extract #¾ cup confectioners' sugar #1 egg #1 ¼ cups all-purpose flour #½ teaspoon baking powder #¼ teaspoon salt #¾ cup sesame seeds, toasted "
1,Banana Chocolate Chip Cookies,11201,"This recipe uses very ripe bananas, the ones which you would not want to eat. The riper the bananas are, the more flavor they have. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1896401.jpg,18,275.9,512,4.3,39.2,1.9,22.9,13.2,7.8,0.038700000000000005,0.0444,0.0016,0.0297,0.1416,0.195,"2 ½ cups all-purpose flour #2 teaspoons baking powder #½ teaspoon salt #¼ teaspoon baking soda #1 cup white sugar #⅔ cup butter, softened #2 eggs #1 teaspoon vanilla extract #1 cup mashed bananas #2 cups semisweet chocolate chips "
2,Oatmeal Cherry Walnut Cookies,11202,"Old-fashioned caramelized sugar oatmeal cookies like my Grandma in Abilene, Kansas used to make, updated with Dried Tart Cherries and crunchy walnuts. Yumm! ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F668715.jpg,48,113.1,36,4.3,14.5,1.0,8.1,5.5,1.1,0.0078,0.018,0.0005,0.0121,0.040600000000000004,0.08979999999999999,¾ cup white sugar #¾ cup packed brown sugar #¾ cup butter flavored shortening #2 eggs #2 tablespoons milk #1 teaspoon baking soda #1 teaspoon baking powder #1 teaspoon salt #1 teaspoon ground cinnamon #1 teaspoon vanilla extract #1 cup all-purpose flour #3 cups quick cooking oats #1 cup chopped walnuts #1 cup dried cherries 
3,Chocolate Chocolate Chip Cake Cookies,11203,"Soft, chewy, chocolaty chocolate chip cookies that are positively childishly yummy! These are a finals pick-me-up for our college student daughter. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F5955344.jpg,24,265,233,4.8,31.3,2.2,20.4,15.9,8.0,0.0358,0.0185,0.0015,0.038700000000000005,0.1285,0.0755,1 cup unsalted butter #1 ½ cups white sugar #2 eggs #1 teaspoon vanilla extract #2 cups all-purpose flour #½ teaspoon baking soda #½ teaspoon kosher salt #⅔ cup unsweetened cocoa powder #1 cup chopped walnuts #2 cups semisweet chocolate chips 
4,Soft Sugar Cookies III,11204,This recipe makes a soft and chewy drop style sugar cookie. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1811988.jpg,30,177.1,37,4.0,23.8,0.3,13.9,8.4,5.1,0.038200000000000005,0.0304,0.0007,0.005,0.0428,0.1152,1 cup packed brown sugar #1 cup white sugar #1 cup butter #1 cup sour cream #3 eggs #1 teaspoon baking powder #1 teaspoon baking soda #3 cups all-purpose flour 
5,Waffle Iron Brownies,11205,Brownies made on a waffle iron. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1547512.jpg,10,281.3,45,3.9,33.2,1.8,19.4,15.9,6.8,0.0616,0.0185,0.0014,0.024399999999999998,0.0958,0.1384,½ cup butter #¼ cup unsweetened cocoa powder #¾ cup white sugar #2 eggs #1 tablespoon water #1 ¼ cups all-purpose flour #¼ teaspoon salt #⅔ cup chopped pecans #⅓ cup confectioners' sugar for decoration 
6,One Hundred Thousand Calorie Bars,11206,"A rich tasty treat. They're quick and easy to make, chock full of calories but oh so divinely delicious. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F506032.jpg,24,290.6,54,4.6,39.4,0.7,28.9,14.5,6.5,0.0188,0.07590000000000001,0.0009,0.0213,0.145,0.2592,"1 (18.25 ounce) package German chocolate cake mix #¾ cup butter, melted #⅔ cup evaporated milk #6 ounces semisweet chocolate chips #1 cup chopped walnuts #50 individually wrapped caramels, unwrapped "
7,Butter Cookies IV,11207,This recipe can be used for ANY holiday -- just change your cookie-cutter shape! A special thank you goes out to my mom Elaine who gave me this excellent recipe! ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F72086.jpg,18,239.5,15,3.8,29.8,0.6,11.2,12.3,7.2,0.0409,0.0325,0.0011,0.0055,0.0423,0.18359999999999999,3 cups all-purpose flour #1 ½ teaspoons baking powder #½ teaspoon salt #1 cup white sugar #1 cup butter #1 egg #3 tablespoons cream #1 teaspoon vanilla extract #2 ¼ ounces colored candy sprinkles 
8,Julie's Famous Chocolate Chip Cookies,11208,"These cookies are completely irresistible and nobody can pass them up. Plus, they take only 10 minutes to make! ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F3383392.jpg,36,124.9,37,3.2,18.6,0.7,13.8,5.7,3.4,0.0171,0.0099,0.0006,0.0128,0.051,0.09179999999999999,¾ cup white sugar #¾ cup packed brown sugar #1 ½ cups all-purpose flour #8 tablespoons butter #1 ½ teaspoons vanilla extract #2 eggs #1 teaspoon baking soda #½ teaspoon salt #12 ounces semisweet chocolate chips 
9,Triple Layer Cookie Bars,11209,"Gooey cookie bars, rich with chocolate, peanut butter and coconut. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F412086.jpg,24,193.3,48,4.6,18.3,2.1,12.9,13.6,7.8,0.010199999999999999,0.010199999999999999,0.0009,0.0305,0.1247,0.1088,½ cup butter #1 ½ cups graham cracker crumbs #7 ounces flaked coconut #14 ounces sweetened condensed milk #12 ounces semisweet chocolate chips #½ cup creamy peanut butter 
