,name,id,calories,sugars,fat,saturated fat,sodium
0,Sinigang na Baka,30815,304,5.4,19.7,6.3,1.405
1,Beef Burgundy III,30822,432,2.4,28.2,12.0,0.472
2,Chicken Fried Steak III,30826,643,5.4,32.4,11.9,3.126
3,Portobello Port Sauce for Steak,30831,125,0.8,10.2,6.4,0.0683
4,Ribs Fantastic,30834,1943,42.2,164.6,71.5,0.9121
5,Chicken Fried Steak Cuban Style,30840,577,5.3,24.0,5.3,0.6612
6,Wild Mushroom Sauce,30845,389,1.2,30.4,10.1,1.9233
7,Calves Liver with Lemon Thyme,30862,220,0.0,12.3,2.7,0.0876
8,Beef Burgundy II,30883,819,6.4,46.7,21.6,0.518
9,Steak and Bacon Tournedos,30891,162,0.1,11.0,4.2,0.3509
