,name,id,calories,sugars,fat,saturated fat,sodium
0,Thanksgiving Stuffing,29905,324,4.8,17.0,5.7,1.4757
1,Sausage Dressing,29907,351,3.9,23.6,7.3,0.7968999999999999
2,Quinoa Side Dish,29915,207,2.6,5.8,2.1,0.3998
3,Apple Ladybug Treats,29926,113,13.8,2.3,0.5,0.18919999999999998
4,Spinach Pie V,29932,227,1.1,14.3,8.5,0.5257999999999999
5,Asparagus Cashew Rice Pilaf,29940,249,2.2,10.0,4.5,0.1728
6,Eggplant Sandwiches,29942,802,12.0,39.5,10.5,1.4602
7,Spaghetti Squash Casserole,29943,211,8.2,10.6,5.1,0.36419999999999997
8,Tahini-Battered Tofu,29944,207,0.9,12.9,2.1,0.2611
9,Vietnamese Style Vegetarian Curry Soup,29945,479,7.6,26.5,11.6,0.2709
10,Tasty Breaded Seitan,29949,182,0.3,8.4,1.3,0.6648
11,Orange Baked Acorn Squash,29951,201,16.8,6.3,3.9,0.0503
12,Eggplant and Tomato Casserole,29959,329,12.3,18.8,2.7,0.21259999999999998
13,Colour and Spice,29980,222,4.3,2.4,0.3,0.188
14,Linguine with Portobello Mushrooms,29981,250,2.9,4.8,0.8,0.15180000000000002
15,Grilled Cheese and Veggie Sandwich,29982,507,5.9,27.5,12.4,1.0082
16,Tofu Sandwich Spread,29991,370,0.8,31.8,4.7,0.6317
