,name,id,calories,sugars,fat,saturated fat,sodium
0,Country Pound Cake,8300,462,39.1,22.9,11.0,0.1022
1,Banana Loaf Cake I,8301,283,30.6,6.8,3.9,0.2384
2,Banana Chocolate Chip Cake,8302,122,9.7,5.8,3.5,0.06
3,Banana Rum Cake,8303,219,25.3,6.7,2.2,0.1792
4,Aunt Lydia's Apple Cake,8304,167,10.6,8.2,5.0,0.1529
5,Italian Cassata,8305,553,58.5,24.1,11.5,0.264
6,Robert Redford Cake,8306,482,33.3,30.1,18.3,0.3798
7,Texas Sheet Cake IV,8307,290,34.3,12.8,6.2,0.1201
8,Death By Chocolate III,8308,330,20.1,14.9,8.5,0.3302
9,Zucchini Chocolate Orange Cake,8309,481,47.6,20.1,8.7,0.561
10,Key Lime Cake III,8310,297,26.2,18.2,5.8,0.1895
11,Vodka Mocha Bundt Cake,8311,499,38.7,25.3,3.8,0.5042
12,Chocolate Pudding Cake II,8312,172,26.4,3.0,0.7,0.1385
13,Carrot Cake VIII,8313,639,58.9,29.4,9.5,0.5197999999999999
14,Vanilla Ice Cream,8314,361,19.1,29.0,18.0,0.0476
15,Piggy Pudding Dessert Cake,8315,254,13.9,17.4,9.4,0.1374
16,Secret Chocolate Fantasy Cake,8316,431,43.2,20.1,8.1,0.2059
17,Fruit In Crust Cheesecake,8317,379,32.8,18.0,11.8,0.1468
18,Ms. Noonie's Good Nut Cake,8318,572,29.6,36.6,10.9,0.14730000000000001
19,Brown Sugar Cream Cheese Frosting,8319,118,4.5,10.1,6.4,0.0675
20,Sour Cream Chocolate Chip Cake II,8320,432,34.6,24.1,12.5,0.2045
21,Applesauce Cake IV,8321,235,25.9,7.9,4.9,0.3554
22,American Beauty Cake with Deanna's Frosting,8322,246,22.9,12.1,5.7,0.14909999999999998
23,Old Fashioned Prune Cake,8323,702,58.9,41.6,11.2,0.43810000000000004
24,Cartoon Cake,8324,609,58.1,20.5,10.1,0.42860000000000004
25,Boston Cream Cake,8325,458,59.5,14.2,3.5,0.626
26,Garden Club Cake,8326,277,21.1,17.4,3.6,0.2771
27,Chocolate Cherry Chip Cake,8327,360,45.0,13.9,6.1,0.26339999999999997
28,German Chocolate Upside Down Cake,8328,294,27.6,14.2,7.2,0.1719
29,Chocolate Chocolate Chip Bundt Cake,8329,319,31.8,15.1,6.4,0.3585
30,Swedish Nut Cake,8330,256,28.9,10.8,4.9,0.1663
31,Carrot Cake with Butter Sauce,8331,349,22.1,19.7,12.1,0.38930000000000003
32,Screwdriver Cake,8332,345,36.3,10.9,1.7,0.4186
33,Banana Cake VI,8333,453,50.0,18.4,11.3,0.2988
34,Chocolate Date Cake I,8334,173,16.1,8.1,4.0,0.11120000000000001
35,Butterscotch Cake II,8335,317,32.5,14.2,2.1,0.43339999999999995
36,Secret Midnight Moon Better than Chocolate Sex Cake,8336,247,20.9,12.8,6.2,0.2544
37,Fruity Bundt Cake,8337,624,41.5,37.0,6.2,0.3262
38,Cannoli with Chocolate Chips,8338,163,14.0,7.6,3.4,0.0605
39,Ribboned Fudge Cake,8339,381,34.4,18.4,8.6,0.4717
40,O.D.'s Strawberry Jam Cake,8340,212,16.3,7.6,1.4,0.176
41,Six Egg Pound Cake,8341,449,36.6,22.4,13.4,0.36360000000000003
42,Rhubarb Upside Down Cake I,8342,152,21.6,2.6,0.4,0.1477
43,Apple Spice Dump Cake,8343,227,10.3,11.8,5.0,0.2078
44,Banana Split Cake III,8344,260,25.0,11.7,6.8,0.29819999999999997
45,Caramel Nougat Bar Cake,8345,588,63.8,25.1,9.4,0.7261
46,Zucchini Cake IV,8346,138,10.2,6.9,0.9,0.1333
47,Easy Chocolate Fudge Cake,8347,221,25.0,9.9,4.4,0.1955
48,"Seven-Up™ Mud, Fruit Slide Cake",8348,151,12.1,7.0,1.5,0.149
