,name,id,calories,sugars,fat,saturated fat,sodium
0,Goose and Kraut,31801,1762,13.4,150.9,43.9,1.5159
1,Lickin' Good Rabbit,31803,433,4.0,20.1,10.8,0.3182
2,Marinated Rabbit Stew,31804,391,18.5,8.6,2.5,1.6273
3,Braised Pheasant,31808,684,5.6,36.6,9.7,0.1274
4,Cheesy Cheeseburger Pizzas,31809,349,4.8,21.7,9.3,1.1073
5,Portuguese Chourico Stew,31810,336,6.4,21.8,7.8,1.4217
6,Spicy Sausage Casserole,31811,292,6.6,18.9,6.3,1.3083
7,Marinated Turkey Breast,31813,317,1.3,6.0,1.2,0.4052
8,Risotto alla Milanese,31815,834,6.3,35.4,21.6,0.7108
9,Summer Nights Eggplants,31818,645,19.9,17.1,7.4,1.2217
10,Easy Roasted Pork,31827,402,25.5,19.0,6.6,0.0834
11,Easy Cajun Jambalaya,31833,488,3.1,13.8,4.1,1.0825
12,Carne Con Papas,31840,612,5.0,35.3,12.1,1.4635
13,Toastie Treats,31841,704,14.0,32.5,15.3,1.1707
14,Chris's Incredible Italian Turkey Meatloaf,31843,434,10.1,19.9,5.5,1.3273
15,BLT Wraps,31845,695,4.4,34.1,13.3,1.7883
16,Cornish Hens with Coffee Liqueur Sauce,31847,530,20.6,30.0,11.4,0.0862
17,Jambalaya,31848,465,2.0,19.8,5.7,1.6327
18,Honey Mustard Easy Franks,31857,436,32.0,28.4,11.2,1.7138
19,Beef Potato House Pie Casserole,31870,712,4.0,42.4,19.9,0.5384
