,name,id,calories,sugars,fat,saturated fat,sodium
0,Anise Pizzelles,39909,68,3.4,4.2,0.7,0.0070999999999999995
1,Emily's Famous Chocolate Shortbread Cookies,39918,101,5.4,5.8,3.5,0.022699999999999998
2,American Girl's Peach Cobbler,39932,252,39.9,3.5,0.7,0.15680000000000002
3,Grandma's Graham Cracker Pudding,39934,298,34.1,11.8,6.5,0.1913
4,Sopapillas,39935,127,0.1,6.0,1.0,0.2541
5,Apricot Noodle Kugel,39936,352,22.0,16.5,9.7,0.219
6,Sausage Steamed Dinner,39945,622,13.5,36.6,13.0,1.5360999999999998
7,Cranberry Applesauce Muffins,39949,212,11.0,9.9,1.4,0.2086
8,American Potato Salad,39964,329,5.3,15.9,2.8,0.7213999999999999
9,Spicy Pickled Crabapples,39977,315,55.1,0.6,0.1,0.028
10,Mozzarella Mushrooms,39980,365,6.0,19.2,7.1,1.2725
11,Peach Salsa II,39988,118,28.2,0.1,0.0,0.004900000000000001
