,name,id,description,picture,servings,calories,reviews,rating,carbohydrates,dietary fiber,sugars,fat,saturated fat,cholesterol,calcium,iron,magnesium,potassium,sodium,ingredients
0,Allana's Excellent Potato Soup,22700,"A rich, creamy potato soup brimming with flavor that everyone loves to come home to. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F392013.jpg,6,335.5,85,4.5,42.6,4.9,6.2,12.5,5.1,0.0365,0.1205,0.0021000000000000003,0.061200000000000004,1.0985,1.0164,"8 ounces cubed cooked ham #1 cup chopped onion #1 tablespoon butter #2 ½ pounds potatoes, peeled and diced #2 (14.5 ounce) cans chicken broth #1 tablespoon prepared Dijon-style mustard #1 ½ cups milk #1 (10.75 ounce) can condensed cream of celery soup #¼ teaspoon garlic powder #¼ teaspoon seasoning salt #½ teaspoon salt-free seasoning blend "
1,Easter Lamb Cake,22701,"Lamb cake, for Easter or someone special. My Grandmother used to bake this special cake just for me for my birthday each year, since my birthday usually falls close to Easter each year. This tradition started on my first birthday, now the tradition has continued onto my daughter's birthdays. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F8051114.jpg,10,512.2,12,4.1,83.2,2.7,65.1,19.1,8.0,0.0,0.1019,0.0011,0.0174,0.1554,0.4868,1 (18.25 ounce) package white cake mix #1 (16 ounce) can white frosting #3 cups flaked coconut #2 black jellybeans #1 black shoestring licorice #2 drops green food coloring 
2,Penne with Pink Vodka Sauce,22702,"I made this recipe for my niece's baptism, it was a huge hit, no leftovers! Optional ingredients include, crushed red pepper flakes, sliced black olives and roasted red pepper strips. Also, you can substitute the cheese of your choice for the mozzarella. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F5940274.jpg,7,728.4,79,4.3,65.6,6.4,2.4,38.1,22.9,0.1253,0.26380000000000003,0.0048,0.0838,0.8468,0.48360000000000003,"1 (16 ounce) package dry penne pasta #5 tablespoons butter #2 cloves garlic, crushed #1 cup vodka #2 (28 ounce) cans crushed tomatoes #1 cup mozzarella cheese, shredded #1 pint heavy cream "
3,Easter Basket Cake,22704,"Very festive for the Easter holiday! Instead of using the candy to decorate the basket, I've also used milk chocolate icing or colored the vanilla icing to match the handle then used a fork to gently rake a basket type woven look into the sides of the cake. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1091263.jpg,10,668.1,42,4.9,106.3,2.9,86.9,25.4,11.3,0.0056,0.1428,0.0014,0.0299,0.2342,0.48819999999999997,1 (18.25 ounce) package white cake mix #1 (16 ounce) can white frosting #2 drops green food coloring #½ teaspoon water #2 cups flaked coconut #1 (14 ounce) package candy-coated chocolate pieces 
4,Easy Lasagna III,22705,"Quick, easy lasagna that tastes great! ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F392170.jpg,7,490.7,72,4.1,39.7,3.2,6.9,20.3,8.7,0.1264,0.1024,0.0047,0.0592,0.8246,0.9366,10 ounces lasagna noodles #1 ½ pounds lean ground beef #3 cups cottage cheese #2 eggs #1 teaspoon garlic powder #2 tablespoons dried parsley # salt and pepper to taste #1 (6 ounce) can tomato paste #2 (6.5 ounce) cans tomato sauce 
5,Crab Stuffed Lobster Rayna,22706,To die for! I serve these to company on special occasions with warm garlic and lemon butter. My guests are still talking about the first time I whipped these up over five years ago! ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F5257600.jpg,4,251.1,26,4.3,6.1,0.3,1.3,8.1,4.4,0.14809999999999998,0.1565,0.0011,0.0665,0.6666,0.7176,"4 (6 ounce) shelled raw lobster tails #1 tablespoon butter #1 tablespoon minced celery #1 green onion, minced #1 ½ teaspoons all-purpose flour #⅛ teaspoon dry mustard #⅛ teaspoon cayenne pepper #⅓ cup cold milk #1 (6 ounce) can crabmeat, drained and flaked #2 tablespoons dry bread crumbs "
6,Scalloped Potatoes III,22707,This is a great recipe that makes a very large amount! ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F2735218.jpg,10,433.2,14,3.4,74.9,4.9,9.4,10.3,4.4,0.0201,0.192,0.0021000000000000003,0.0882,1.33,2.1435999999999997,"2 (10.75 ounce) cans condensed cream of mushroom soup #1 (10.75 ounce) can condensed cream of celery soup #1 (1 ounce) package dry onion soup mix #1 teaspoon garlic powder #2 ½ cups low-fat milk #10 pounds potatoes, peeled and sliced #2 teaspoons salt (Optional)#1 teaspoon ground black pepper #1 cup shredded Cheddar cheese "
7,Egg White Sugar Mold,22708,The egg whites in this recipe make for a stronger mixture that will hold together better. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F200074.jpg,20,443.9,6,3.6,114.2,0.0,113.4,0.0,0.0,0.0,0.0014,0.0,0.0004,0.0077,0.0056,2 tablespoons cornstarch #5 pounds white sugar #2 egg whites 
8,Shiitake Scallopine,22709,Delicious vegan version of the classic dish. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F5546717.jpg,8,354.2,23,4.1,51.2,6.5,3.6,13.2,1.0,0.0,0.0123,0.0021000000000000003,0.0141,0.2392,0.5622999999999999,"1 pound angel hair pasta #¼ cup extra virgin olive oil #2 cloves garlic, minced #2 bulbs shallots, minced #1 pound shiitake mushrooms, thinly sliced #½ teaspoon dried thyme #½ cup white wine #4 (6 ounce) cans marinated artichoke hearts, drained and chopped #¼ cup small capers "
9,Passover Chocolate Mandelbrot,22710,Passover cake made with matzo cake meal instead of flour. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F207406.jpg,16,449.4,44,4.9,57.1,2.4,37.8,24.4,6.7,0.0698,0.0348,0.002,0.0445,0.164,0.2337,2 cups white sugar #1 cup pareve margarine #6 eggs #2 ¾ cups matzo cake meal #¾ cup potato starch #½ teaspoon salt #1 cup chopped walnuts #2 cups semisweet chocolate chips #2 teaspoons white sugar #1 teaspoon ground cinnamon 
10,Root Vegetables Baked in Pesto Sauce,22711,A great idea for a quick lunch or dinner. Rich in fiber. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F3123273.jpg,4,304,7,3.9,50.4,9.3,9.0,10.6,1.5,0.0,0.0833,0.0040999999999999995,0.0493,1.1360999999999999,0.0521,"2 large potatoes, peeled and sliced #1 large yam #4 carrots, peeled and sliced #2 large onion, sliced #5 sprigs fresh dill weed #1 bunch fresh parsley #7 cloves garlic, peeled #6 leaves fresh basil #3 tablespoons olive oil "
11,Homemade Tomato Sauce II,22713,"Try the real thing. Delicious tomato, onion and garlic sauce with herbs. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F56639.jpg,6,158.3,87,4.5,17.8,4.1,4.6,9.6,1.5,0.0,0.06409999999999999,0.0027,0.0419,0.7209,0.844,"4 tablespoons vegetable oil #1 large onion, chopped #1 (28 ounce) can crushed tomatoes #2 cups water #1 (6 ounce) can tomato paste #3 leaves fresh basil leaves #2 cloves garlic, crushed #1 teaspoon salt #1 teaspoon ground black pepper "
12,Passover Sponge Cake,22714,A light dessert for the holiday. For chocolate sponge cake add 1/2 cup of cocoa to the batter. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F6588121.jpg,14,147.7,15,4.1,27.8,0.2,21.9,2.6,0.9,0.1171,0.016300000000000002,0.0005,0.0047,0.0531,0.0366,8 egg yolks #1 cup white sugar #1 tablespoon orange zest #¾ cup matzo cake meal #¼ cup potato starch #8 egg whites #½ cup white sugar #1 ½ tablespoons fresh orange juice 
13,Irish Stout with Whiskey,22715,Drop a 'bomb' of Irish whiskey into a glass of stout beer and get ready for a wild evening. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F3369753.jpg,1,255.2,1,5.0,12.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004,0.0057,1 (12 fluid ounce) can or bottle Irish stout beer #1 (1.5 fluid ounce) jigger Irish whiskey 
14,Great Easter Appetizer,22716,Delicious! No egg yolks. Great idea for leftover eggs and ham! ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F970141.jpg,4,138,9,3.9,6.2,0.5,1.0,8.7,3.5,0.19640000000000002,0.0474,0.0014,0.011,0.1134,0.2782,4 eggs #2 tablespoons cream cheese #2 tablespoons chopped onion #2 tablespoons diced cooked ham #¼ cup seasoned bread crumbs 
