,name,id,calories,sugars,fat,saturated fat,sodium
0,Fruity Chicken Salad,34102,493,10.5,40.5,10.5,0.22719999999999999
1,Roast Chicken with Thyme and Onions,34116,641,2.3,47.1,16.1,0.3444
2,Teriyaki Chicken Pizza,34126,425,18.2,14.3,7.8,2.306
3,Chicken Breasts with Lime Sauce,34137,455,1.5,30.0,13.5,0.3351
4,Vermouth Tarragon Chicken,34141,350,4.8,15.1,2.3,0.42919999999999997
5,Sweet Potato Turkey Hash,34144,170,5.5,7.1,1.4,0.0443
6,Chicken Things,34149,350,55.6,1.5,0.4,0.7032
7,Spicy Oven Fried Chicken,34159,394,6.2,10.6,2.0,1.4630999999999998
8,Bubba's Beer Bread,34160,262,5.0,5.2,3.1,0.9762000000000001
9,Rice Crust for Pizza,34161,148,0.2,2.5,1.3,0.0721
10,Portuguese Burnt Sugar Candy,34183,16,4.0,0.0,0.0,0.0
11,Three Jelly Sauce,34185,108,16.9,2.6,1.3,0.0422
12,Norwegian Christmas Cabbage,34191,206,23.3,5.6,1.8,0.32230000000000003
13,Cherry Mash Candy,34194,558,54.4,29.8,14.7,0.1896
14,Honduran Quesadillas,34196,515,45.6,23.4,5.8,0.4777
