,name,id,calories,sugars,fat,saturated fat,sodium
0,Peach Crisp III,38302,295,26.7,14.3,5.7,0.06709999999999999
1,Baked Fettucheesy,38305,429,1.4,19.5,11.6,0.349
2,Apple Pan Chicken,38324,294,19.1,8.5,1.5,0.6623
3,Stuffed Eggplant,38331,977,7.1,69.7,19.6,2.0824000000000003
4,"Kalamata Olive, Tomato, and Cheese Melt",38333,489,8.1,16.1,6.0,0.8145
5,Amaretto Shrimp Almandine,38334,782,57.0,22.2,10.3,0.3989
6,Mad Cow Hamburger,38347,390,2.3,31.5,12.7,0.13140000000000002
7,Lemon Drop,38351,50,1.8,0.1,0.0,0.0013
8,Whatch You Want Watermelon,38352,54,0.0,0.0,0.0,0.0002
9,Cantaloupe Frenzy,38353,111,26.0,0.3,0.1,0.0294
10,Lazy Man's Pierogi,38389,356,6.0,11.4,3.6,1.0932
11,Bumbleberry Pie II,38398,554,32.1,27.0,6.7,0.0439
12,Italian Sausage - Tuscan Style,38399,372,1.3,31.9,11.4,0.7467999999999999
