,name,id,calories,sugars,fat,saturated fat,sodium
0,Velveeta® Cheeseburger Mac,37601,822,12.9,49.5,24.5,1.5675
1,Velveeta® Cheesy Beef Stroganoff,37602,521,5.6,36.3,17.1,1.2252
2,Zesty Popcorn,37608,102,0.9,8.6,3.2,0.32330000000000003
3,Wheat Crackers,37618,64,0.0,2.5,0.4,0.055200000000000006
4,Bourbon Glaze,37622,53,6.8,0.0,0.0,0.1174
5,Avocado Cheese Bread,37637,256,5.4,13.6,4.2,0.4942
6,Avocado Cheese Cake,37638,134,3.7,7.3,2.7,0.3424
7,Rum Truffles,37643,98,4.2,6.2,3.2,0.0092
8,West Indian Curried Chicken,37651,574,2.4,31.4,8.3,1.9079000000000002
9,Bahamian Style Peas and Rice,37652,548,6.5,19.2,9.8,0.7463
10,Germantown Cookies,37662,155,10.7,8.5,4.5,0.09390000000000001
11,Amazing Banana Sorbet,37672,195,45.5,0.1,0.1,0.0004
12,Roasted Red Pepper Soup,37673,245,5.3,6.4,3.0,0.7954
13,Bubble Pizza,37677,624,8.7,36.4,13.4,1.9621
14,Ragu Bolognese,37683,751,5.8,63.0,23.5,0.9906
15,Pork Tenderloin with Tomato and Pepper Sauce,37689,264,2.5,8.3,3.4,1.3854000000000002
