,name,id,calories,sugars,fat,saturated fat,sodium
0,Texas Stuffed Mushrooms,25500,151,5.9,10.7,6.4,0.5091
1,Olive Spread Snackers,25501,62,0.2,6.3,0.8,0.12359999999999999
2,Southwestern Egg Rolls,25502,419,1.4,31.2,7.0,0.5751000000000001
3,Cucumber and Watercress Sandwich Appetizers,25503,158,1.6,10.1,4.6,0.3172
4,California Bean Dip,25504,69,1.5,5.1,0.8,0.1901
5,Mahogany Chicken Wings,25505,774,37.4,43.6,12.2,1.6497
6,Spicy Maryland Crab Dip,25506,111,0.2,9.2,5.0,0.1517
7,Mock Sliders,25507,62,0.3,4.1,2.1,0.48860000000000003
8,Cucumber Sandwiches I,25508,48,1.6,4.3,2.5,0.2768
9,Crab Swiss Bites,25509,114,0.5,9.7,1.8,0.1253
10,Chili Cheese Dip V,25510,53,0.2,4.3,2.6,0.11120000000000001
11,Game Day Bites,25511,176,1.7,8.8,3.8,0.3272
12,Buffalo Sauce,25512,76,1.1,8.0,3.4,0.5227
13,Layered Seafood Dip,25513,48,1.0,3.5,1.7,0.12190000000000001
14,Easy Marinated Mushrooms,25514,228,26.5,11.7,7.3,1.8892
15,Salmon Cheese Ball,25515,76,0.2,6.5,2.8,0.1008
16,Cheese Pennies,25516,442,0.4,33.6,21.2,0.6568999999999999
17,Warm Crab Parmesan Dip,25517,88,0.1,8.4,3.2,0.10740000000000001
18,Roasted Garlic Bean Dip,25518,91,1.0,3.6,0.5,0.128
19,Arlene's Bacon & Crabmeat,25519,294,3.2,25.8,8.6,0.5706
20,Arlene's Shrimp Dip,25520,36,0.8,1.7,0.2,0.0709
21,Sun-Dried Tomato Spread,25521,60,2.9,4.2,0.6,0.36760000000000004
22,Jeff's Chili Con Queso,25522,66,0.3,5.2,3.2,0.1925
23,Sweet and Sour Kielbasa,25523,495,38.6,32.4,14.3,1.7183
24,Tangy Tuna Dip,25524,64,0.1,5.1,3.1,0.075
25,Local Kine Wontons,25525,168,0.9,8.6,3.7,0.3488
26,Chili Con Queso Dip II,25526,115,2.5,7.9,4.5,0.4671
27,Sweet and Sour Meatballs III,25527,357,25.3,15.2,5.3,0.4766
28,Parmesan Spinach Balls,25528,258,1.5,15.6,8.2,0.6326
29,Parmesan Garlic Bread,25529,267,1.5,12.7,7.7,0.6818
30,Cheesy Artichoke Dip,25530,93,0.3,7.8,2.1,0.26530000000000004
31,Rye Bread Party Pizzas,25531,291,2.5,24.5,10.7,0.6176
32,Di's Delicious Deluxe Deviled Eggs,25532,70,0.4,6.1,1.3,0.063
33,Dried Beef Dip,25533,123,0.9,11.4,2.9,0.5401
34,Kim's Armadillo Eggs,25534,288,2.7,20.9,8.3,0.6266
35,Popcorn Nachos,25535,130,0.1,11.8,5.1,0.17880000000000001
36,Crab Rangoon III,25536,203,0.1,11.7,4.2,0.26839999999999997
37,Shrimp Artichoke Dip,25537,59,0.1,4.7,1.6,0.16519999999999999
38,Artichoke Bites II,25538,137,0.8,9.2,4.6,0.2439
39,Sausage Jalapeno Poppers,25539,189,0.7,18.2,8.3,0.25639999999999996
40,Dill and Cheese Dip,25540,67,1.2,3.8,2.4,0.1685
41,Delectable Deviled Eggs,25541,110,0.4,10.4,1.9,0.35910000000000003
42,Nacho Dip IV,25542,83,0.5,8.3,2.6,0.103
43,Dill Pickle Appetizers,25543,165,3.1,8.2,4.0,0.6252000000000001
44,Pickled Garlic,25544,58,8.8,0.2,0.0,0.0029
45,Taco Nachos,25545,788,6.4,48.5,18.6,1.576
46,Sausage Sauerkraut Balls,25546,364,2.0,28.3,11.1,0.7209
47,Smoked Salmon Mousse,25547,67,0.0,6.0,3.6,0.0995
48,Spring Roll Wrappers,25548,42,0.1,0.6,0.2,0.0060999999999999995
49,Pot Sticker Dumplings,25549,115,0.6,5.2,0.8,0.14730000000000001
50,Reuben Spread,25550,78,2.2,6.3,2.0,0.24719999999999998
51,Sausage Stuffing Balls,25551,120,0.7,9.6,3.4,0.24580000000000002
52,Apple Banana Cupcakes,25552,151,13.0,6.3,1.6,0.15830000000000002
53,Moist Carrot Cake,25553,569,39.8,35.7,6.9,0.4702
54,Torta De Hojas,25554,582,36.9,27.4,13.4,0.24980000000000002
55,Ukrainian Sour Cream Poppy Seed Cake,25555,378,35.1,13.0,6.1,0.2414
56,Ultimate Cranberry Pudding Cake,25556,735,72.2,32.1,19.9,0.517
57,Applesauce Cake V,25557,315,31.4,12.0,5.5,0.3221
58,Applesauce Cake VI,25558,527,37.7,29.2,4.8,0.4214
59,Banana Cake X,25559,283,24.4,12.2,6.4,0.4501
60,Baked Fudge Cake,25560,571,51.0,36.1,16.6,0.3452
61,Banana Cream Frosting,25561,114,12.7,5.2,4.3,0.1355
62,Banana Crunch Cake,25562,459,29.5,24.7,6.3,0.48969999999999997
