,name,id,calories,sugars,fat,saturated fat,sodium
0,Marshmallow Ice Cream Topping,38602,103,18.0,1.9,1.2,0.0264
1,Garlic Chicken Pizza,38622,945,5.5,35.2,14.7,1.6965999999999999
2,Garlic Penne Pasta,38624,276,2.1,8.9,1.7,0.052899999999999996
3,Grape Leaves Aleppo,38627,101,0.2,4.5,1.7,0.9023
4,Roasted Corn and Basmati Rice Salad,38644,458,6.7,20.5,2.7,0.0238
5,Orange Buttermilk Salad,38647,203,19.3,6.1,5.2,0.1003
6,Herb Turkey Rub,38665,42,1.1,4.5,0.6,0.37039999999999995
7,Marjolaine,38676,545,20.0,43.0,18.2,0.1159
8,Orange Chocolate Muffins,38681,237,18.3,9.4,2.9,0.3466
9,Blueberry Crisp I,38686,566,83.8,12.4,2.5,0.5435
10,Secret Fantasy Pie,38688,338,30.1,17.9,11.3,0.18
