,name,id,calories,sugars,fat,saturated fat,sodium
0,Melanie's Garden-Tomato Soup,36700,75,8.5,2.4,0.3,0.1745
1,Gazpacho with Avocado and Cumin Chips,36701,88,7.0,3.0,0.4,0.3994
2,Chicken-and-Pasta Bake with Basil,36702,422,6.4,9.8,4.7,0.4047
3,Spanish Sherried Shrimp,36703,222,5.2,5.6,0.9,0.5445
4,Springtime Dip,36704,74,1.6,3.0,1.5,0.2422
5,Pasta with Asiago Cheese and Spinach,36705,354,5.5,10.0,3.5,0.5636
6,Double-Cheese Meat Loaf,36706,390,5.3,23.3,9.7,0.6701
7,Marinated Potato-and-Artichoke Salad,36707,131,1.5,4.4,0.8,0.26030000000000003
8,Blackened Portobello-Mushroom Salad,36708,311,8.9,9.3,2.5,0.8217000000000001
9,Pina Colada Slush,36709,177,30.0,2.7,2.3,0.0385
10,Crunchy Vegetable Wrap,36710,298,3.3,2.6,1.6,0.4977
11,French Onion Burgers,36711,508,4.2,33.7,13.0,0.8482999999999999
12,Nime Chow (Raw Spring Rolls),36712,153,7.9,5.1,0.7,0.43069999999999997
13,Cooking Light magazine's Indian Chicken Curry,36713,531,5.9,6.1,3.1,0.457
14,White Russian Tiramisu,36714,168,12.7,5.7,2.8,0.1438
15,Kickin' Asian Chicken Salad,36715,334,19.0,4.7,1.1,0.3323
16,Risotto with Arugula and Toasted Garlic,36716,394,2.3,3.9,0.8,0.2286
17,Potato Gratin with Red Pepper Lattice,36717,217,6.7,4.0,2.1,0.3365
18,Chicken with Lemon-Caper Sauce II,36718,191,1.8,4.8,0.8,0.2299
19,Garlic Pita Chips:,36719,83,0.4,0.4,0.0,0.1608
20,Mixed Greens with Sun-Dried Tomato Vinaigrette,36720,47,3.2,2.0,0.3,0.1313
21,Slow-Cooker Barbecue-Beef Sandwiches,36721,439,17.7,11.6,4.0,0.8991
22,Potato-Pesto Bake,36722,172,1.9,5.5,1.4,0.2776
23,Barley-Mushroom Pilaf,36723,180,2.9,5.3,2.3,0.3417
24,Meatballs in Saffron-Almond Sauce,36724,176,1.3,8.8,2.5,0.2302
25,Tangy Chicken Salad,36725,311,5.5,14.5,4.5,0.36560000000000004
26,Marinated Strawberries with Mango Sorbet,36726,169,36.9,0.3,0.0,0.0011
27,Steamed Mussels in Garlic and Shallots,36727,277,0.9,4.6,0.7,0.289
28,Marinated Berry Fizz,36728,302,31.0,2.7,0.0,0.019600000000000003
29,Pasta Salad with Shrimp and Basil,36729,255,1.8,5.7,0.8,0.21569999999999998
30,Mediterranean Salmon Cakes with Cucumber Sauce,36730,247,2.7,9.3,1.9,0.633
31,Whole-Wheat Pecan Muffins,36731,159,10.4,4.8,0.7,0.2402
32,Two-Cheese Scalloped Potatoes,36732,226,6.3,4.3,2.6,0.3528
33,Creamy Coconut-Topped Chocolate Cake,36733,274,36.3,8.1,3.8,0.2828
34,Grilled Orange-and-Bourbon Salmon,36734,419,15.3,18.3,3.7,0.6359
35,Linguine with White Clam Sauce,36735,524,0.3,11.8,3.3,0.4798
36,Cooking Light magazine's Macaroni Salad,36736,282,3.7,9.6,3.3,0.3688
37,Cooking Light magazine's Mexican Chicken Casserole,36737,384,5.8,14.6,6.7,0.45589999999999997
38,Skillet Corn Bread,36738,184,6.9,4.1,0.8,0.24830000000000002
39,Cannellini Beans and Greens on Garlic Toast,36739,413,4.3,8.3,3.2,0.892
40,Classic Sausage-and-Pepper Grill,36740,258,6.9,9.0,2.5,0.8054
41,"Mediterranean Chickpea, Tomato, and Pasta Soup",36741,252,4.7,4.1,0.6,0.6722
42,Filet Mignon with Peppercorn Mustard Sauce,36742,398,0.5,21.4,8.3,0.5636
43,Persian Poached Pears,36743,343,47.1,5.5,0.7,0.022600000000000002
44,"Pork, Cashew, and Green Bean Stir-Fry",36744,362,2.3,10.8,2.6,0.6239
45,Moroccan Chicken with Polenta,36745,334,10.4,7.4,1.1,0.577
46,Polenta with Roasted Vegetables,36746,310,9.8,9.1,4.2,0.9242
47,Whole-Wheat Walnut Bread,36747,186,4.7,3.9,0.5,0.2471
48,Spinach-and-Roasted Red-Pepper Pizza,36748,219,4.0,7.1,3.2,0.6314
49,Japanese Beef and Noodles Big Bowl,36749,613,11.0,19.7,6.9,0.7696000000000001
50,Cheesy Beef-and-Rice Casserole,36750,440,14.1,10.1,4.1,0.602
51,Southwestern Meat Loaf and Baked Potatoes,36751,517,10.6,16.1,5.9,0.5094
52,Cooking Light magazine's Chicken Parmesan,36752,372,10.3,14.5,6.8,0.8334
53,Dried-Cranberry Spice Bread,36753,182,20.0,2.7,0.6,0.24680000000000002
54,Marinated Artichokes and Mirliton,36754,67,2.0,2.5,0.4,0.2935
55,Pasta with Oysters and Tasso,36755,417,4.9,10.9,3.3,0.2905
56,Cooking Light magazine's Caesar Salad,36756,572,1.3,49.5,6.8,1.0354
57,Hummus Club Sandwiches,36757,436,3.3,7.3,1.2,0.9302
58,Smashed Potato-and-Broccoli Casserole,36758,221,5.0,2.7,1.6,0.3226
59,Watermelon Margaritas,36759,115,14.5,0.2,0.0,0.0016
60,Cooking Light magazine's Tabbouleh,36760,84,1.0,2.0,0.3,0.0714
61,Jalapeno-Garlic-Onion Cheeseburgers,36763,474,3.6,26.8,11.7,0.44480000000000003
62,Sticky Beef Sandwich,36764,863,49.5,37.2,14.3,2.3737
63,Beef and Bean Chimichangas,36766,821,6.1,36.0,17.0,1.855
64,Maple Banana Bread,36772,232,13.7,10.1,5.2,0.18359999999999999
65,Lemon Yogurt Muffins,36781,90,10.2,2.4,1.4,0.07529999999999999
66,Maple Crunch Cream Pie,36786,517,37.6,30.0,16.5,0.5081
