,name,id,calories,sugars,fat,saturated fat,sodium
0,Hummingbird Cake IV,8200,551,38.1,31.0,3.9,0.3172
1,Strawberry Shortcake,8201,430,23.3,21.4,9.5,0.347
2,Hungarian Chestnut Cake,8202,530,30.9,34.1,20.3,0.0983
3,Chocolate Italian Cream Cake,8203,1018,94.3,58.1,23.9,0.4091
4,Baked Apple-Pecan Maple Pancakes,8204,332,14.1,15.8,5.2,0.5559
5,Soda Pop Strawberry Angel Food Cake,8205,265,47.9,3.3,2.1,0.344
6,Peppermint Chiffon Cake,8206,330,25.3,12.3,2.1,0.35760000000000003
7,Sugar Free Applesauce Cake,8207,402,17.3,23.5,6.0,0.375
8,Polish Rice Cake,8208,229,5.2,12.9,7.9,0.285
9,Banana Split Cake II,8209,644,40.3,37.6,14.9,0.3531
10,Spiced Yogurt Pound Cake,8210,192,17.5,8.6,5.2,0.1454
11,Apple Cake III,8211,191,16.2,6.8,1.2,0.1666
12,Fresh Pear Cake,8212,455,39.3,19.5,1.6,0.371
13,Italian Cheesecake,8213,179,20.1,5.8,3.2,0.0888
14,Depression Cake I,8214,234,23.9,8.8,2.2,0.0549
15,Festive Prune Cake,8215,171,13.3,8.0,1.5,0.15630000000000002
16,Burnt Sugar Cake II,8216,185,15.0,6.7,3.9,0.16219999999999998
17,Dreamy White Chip Cup Cakes,8217,176,20.1,7.6,3.5,0.15719999999999998
18,Snowball Cake I,8218,344,43.1,12.2,10.8,0.24919999999999998
19,Lemon Custard Pudding Cake,8219,293,45.0,9.7,5.5,0.0923
20,Aunt Irene's Frosting,8220,188,18.7,10.3,6.1,0.0498
21,Black Bottom Cupcakes I,8221,171,15.1,8.9,3.9,0.145
22,Phila Butter Cake,8222,288,24.3,10.6,5.6,0.1017
23,Almond Rhubarb Coffee Cake,8223,197,16.8,8.6,1.4,0.1643
24,Raspberry Almond Cake,8224,403,19.2,23.2,12.5,0.2464
25,Root Beer Cake I,8225,283,26.7,13.1,8.0,0.3514
26,Butterscotch Spice Cake,8226,317,25.0,16.1,3.7,0.43710000000000004
27,Sour Milk Spice Cake,8227,278,17.9,14.3,1.8,0.224
28,Basque Cake,8228,205,31.1,2.6,1.0,0.0592
29,New York Cheesecake III,8229,493,26.4,34.4,20.9,0.2798
30,Chocolate Cheesecake II,8230,540,36.6,37.9,22.5,0.29869999999999997
31,Traditional Coffee Cake,8231,418,26.2,17.4,10.4,0.2333
32,Chocolate Pudding Cake I,8232,102,7.8,3.1,2.4,0.207
33,Angel Cake Surprise,8233,166,28.3,2.5,2.1,0.2303
34,One-Bowl Cheesecake,8234,339,19.0,25.6,15.4,0.2535
35,Coconut Cake III,8235,346,34.3,17.5,7.8,0.2887
36,Satiny Chocolate Glaze,8236,243,18.6,18.1,11.1,0.068
37,Golden Sponge Cake,8237,209,18.2,10.8,4.0,0.2214
38,Grandmother's Pound Cake I,8238,181,12.5,10.2,1.5,0.21209999999999998
39,Good For You Cheesecake,8239,236,17.4,14.8,8.8,0.24680000000000002
40,Carrot Cake VI,8240,275,30.3,7.5,1.1,0.2253
41,Strawberry Refrigerator Cake,8241,373,42.7,13.9,5.8,0.4144
