,name,id,calories,sugars,fat,saturated fat,sodium
0,Mesclun and Mango Salad with Ginger Carrot Dressing,34608,113,8.2,7.8,1.1,0.018600000000000002
1,Blue Moon Salad,34611,157,4.8,11.6,5.8,0.4094
2,Roquefort Pear Salad,34613,426,20.8,31.6,7.6,0.654
3,Easy Apple Coleslaw,34615,137,19.5,4.5,0.7,0.1076
4,Batman's Best Caesar Dressing,34616,165,0.2,17.4,3.0,0.2354
5,"Barley, Shrimp, and Corn Salad",34620,487,5.1,16.6,2.5,0.5572999999999999
6,Greek Salad V,34624,197,4.7,15.7,5.7,0.6767000000000001
7,Coriander Tabbouleh Salad with Shrimp,34625,312,2.1,11.9,1.7,0.4724
8,Linguine with Clams and Porcini Mushrooms,34628,359,4.4,8.6,1.3,0.2093
9,Fish and Tamarind Soup,34631,256,2.2,4.6,0.8,0.1076
10,Yellowtail a la Gruntag,34634,281,3.1,17.7,8.8,0.1416
11,Broiled Lobster Tails,34638,592,0.1,48.0,29.5,0.8911
12,Fiesta Conch,34640,258,10.8,5.5,0.8,0.6891
13,Grilled Salmon with Lemon Hazelnut Sauce,34642,661,10.9,45.8,4.3,0.5398999999999999
14,Best Shrimp Toast Ever!,34645,94,0.6,4.9,0.8,0.2361
15,Salmon and Pesto with Rice,34646,711,1.4,34.9,10.2,0.7784
16,Crab with Stilton Cheese,34648,177,3.1,10.5,6.4,0.3979
17,Monkfish Provincial,34651,385,2.4,21.3,8.3,0.2945
18,Red Snapper Baked Alaska Style,34652,294,0.2,8.9,4.3,0.3265
19,Broiled Grouper with Creamy Crab and Shrimp Sauce,34656,520,0.2,35.1,19.5,0.4589
20,Chinese Fried Noodles,34668,161,1.4,13.0,2.5,0.29369999999999996
21,Roasted Vegetables and Puff Pastry,34685,619,9.7,42.9,17.7,1.1558
22,Chickpea Curry,34689,135,1.3,4.5,0.7,0.2887
23,Crab Fried Rice,34690,304,5.0,12.2,2.1,1.294
24,Pork and Mango Korma,34691,472,26.1,19.9,8.7,0.8218
25,Ukrainian Baba's Pork Roast,34692,956,38.4,52.2,19.3,0.9919
26,Swedish Cardamom Meatballs,34693,666,13.1,51.0,26.9,0.639
27,Barbecued Beef Sandwiches,34696,280,9.4,14.3,5.6,0.3043
