,name,id,calories,sugars,fat,saturated fat,sodium
0,Pizza Burgers I,38004,593,3.4,36.8,15.6,1.0202
1,Shrimp Pad Thai,38010,541,9.6,23.2,3.7,0.488
2,Pineapple Rhubarb Pie,38012,390,37.1,15.1,3.8,0.2375
3,Thornehedge Peach Slaw,38021,334,19.6,25.0,3.1,0.0603
4,Mexican Salmon,38025,394,4.4,21.6,3.4,0.2978
5,Blackened Fish,38028,420,0.2,35.3,20.3,0.4284
6,Danish Cabbage,38029,126,5.3,8.2,5.0,0.2327
7,Sweet and Sour Red Cabbage,38030,277,34.7,12.1,7.3,0.1534
8,Strange Flavor Eggplant Spread,38031,316,10.7,6.5,1.2,0.9481
9,Curried Cumin Potatoes,38033,128,1.0,4.0,0.6,0.4506
10,Herbed Pomegranate Salsa,38034,119,8.7,7.3,1.0,0.0261
11,Radish Top Soup,38036,166,3.1,9.3,5.5,0.6881
12,Teriyaki Flank Steak,38046,355,9.7,20.5,4.7,1.8488
13,Oven Baked Jambalaya,38060,541,5.3,25.8,10.1,1.8579
14,Chicken Suiza Cornbread Bake,38094,378,5.3,21.8,11.8,0.8568
