,name,id,calories,sugars,fat,saturated fat,sodium
0,Pumpkin Surprise,32100,699,7.4,32.5,12.8,0.559
1,WWII Spam and Egg Sandwich,32112,558,4.3,38.7,19.0,1.4998
2,Rice and Lentil Casserole,32116,582,2.8,36.1,12.9,0.8337
3,Spicy Rice,32121,719,1.7,28.4,9.6,0.8906000000000001
4,Gourmet Grilled Cheese Sandwiches,32124,783,1.8,64.9,26.1,1.4364000000000001
5,Sandwich Spread,32133,277,0.7,27.1,8.5,0.6999
6,BBQ Chicken Pizza I,32148,378,21.7,10.3,4.5,0.7933
7,Lorraine's Club Sandwich,32150,818,5.5,61.7,14.4,1.8736
8,Turkey Meatloaf and Gravy,32151,491,15.2,26.5,11.1,1.4437
9,Reuben Sandwich,32161,793,14.8,51.7,17.2,2.4467
10,Ham and Cheese Stromboli,32165,659,16.3,28.6,9.0,2.1428000000000003
11,Cornbread that is a Meal,32185,728,15.3,37.2,15.3,1.7572
