,name,id,calories,sugars,fat,saturated fat,sodium
0,Strawberry Dream Pie,29400,340,26.0,20.8,10.8,0.2576
1,Baked Mango-Ginger Swordfish,29443,408,24.1,9.3,2.5,0.37460000000000004
2,Mr. Janssen's Temptation,29448,438,3.9,14.5,8.6,0.3539
3,Quick Poached Salmon with Dill Mustard Sauce,29450,322,7.8,12.8,2.8,0.4698
4,Salmon Tango,29455,323,10.9,18.9,7.5,0.3077
5,Shrimp Jambalaya,29459,270,3.7,5.0,1.4,0.4407
6,Honey-Ginger Grilled Salmon,29460,373,19.8,14.5,2.5,1.291
7,Crab and Seafood Stuffed Shells,29463,450,7.1,17.3,4.8,0.5015
8,Sole with Bananas,29468,246,9.4,7.1,3.9,0.1874
9,Bloody Mary Salmon,29469,444,3.2,24.6,5.0,0.7281
10,"Mussels (Not from Brussels, but Belgian Anyway)",29471,126,2.6,1.1,0.1,0.21009999999999998
11,Garithes Yiouvetsi,29475,218,2.7,10.9,3.3,0.4357
12,Ken's Scallops,29483,88,0.1,3.1,0.4,0.099
13,Fish Wellington,29492,602,1.6,40.6,15.4,0.3821
14,Salmon in Oyster Sauce,29493,341,9.1,17.5,3.0,0.1545
15,Baked Tilapia,29494,629,4.5,55.2,13.5,0.4078
16,Japanese Broiled Mackerel,29497,234,8.1,9.0,2.6,0.9997
