,name,id,calories,sugars,fat,saturated fat,sodium
0,Zesty Zucchini and Squash,25900,43,3.7,0.4,0.1,0.32839999999999997
1,Dipping Sauce,25901,68,0.5,7.3,1.1,0.1177
2,Spinach and Mushroom Casserole,25902,257,1.9,21.5,13.4,0.7215
3,Macaroni and Cheese Casserole,25903,525,6.1,32.8,14.4,1.5951
4,Kiwi Jam,25904,113,25.6,0.3,0.0,0.0015
5,Cheesy Mexi-Rice Casserole,25905,332,5.4,7.4,4.0,1.0458
6,Awesome Green Beans,25906,108,3.8,5.6,1.3,0.10729999999999999
7,Buttered Ginger Sauce,25907,256,0.5,25.5,16.0,0.2944
8,Cottage Cheese Roast,25908,278,1.5,21.5,4.4,0.6093
9,Vegan Refried Beans,25909,202,3.0,3.1,0.5,0.1425
10,Tempeh Fajitas,25910,207,2.8,13.3,2.2,0.6062000000000001
11,Mama's Best Broiled Tomato Sandwich,25911,509,13.8,34.8,6.1,0.6052000000000001
12,Potato and Egg Casserole,25912,415,1.6,31.6,10.3,0.295
13,Poor Man's Fried Rice,25913,214,0.3,6.5,1.3,0.041
14,Potato Medley,25914,323,7.4,1.1,0.2,0.24669999999999997
15,Rissoles,25915,459,6.0,34.5,14.2,0.62
16,Garbanzo Tomato Pasta Soup,25916,276,11.2,5.7,0.7,1.6985999999999999
17,Vegan Chunky Chili,25917,138,4.6,1.6,0.2,0.2808
18,Jamie's Black Beans and Rice,25918,350,1.8,16.1,5.9,0.013
19,Hot Artichoke-Pimento Dip,25919,82,0.4,7.7,1.7,0.2112
20,Zucchini with Chickpea and Mushroom Stuffing,25920,107,2.7,2.7,0.3,0.17
21,Pesto Del Sol,25921,298,0.5,29.5,5.6,0.2204
22,Quinoa Tabbouleh,25922,354,7.8,16.6,2.0,0.3247
23,Mushroom Chicken Tetrazzini,25923,1073,3.3,91.4,56.1,0.5159
24,Colonel Jackson's Smothered Chicken,25924,618,1.7,36.0,8.3,0.2088
25,Easy Cheesy Chicken Bake,25925,670,10.4,8.3,4.5,0.7009
