,name,id,calories,sugars,fat,saturated fat,sodium
0,Mama Mia,32605,309,44.5,0.1,0.0,0.0016
1,Leprechaun's Delight,32607,264,23.9,5.7,3.4,0.0143
2,Coffee Whirl,32611,43,4.5,2.4,1.5,0.0169
3,Cappuccino on Ice,32615,219,27.9,9.1,5.7,0.0837
4,Cherry Fizz,32619,313,73.5,0.0,0.0,0.0824
5,Mango Lassi II,32620,482,97.8,4.4,2.6,0.1756
6,Paradise Island,32622,273,5.8,0.2,0.0,0.0355
7,Frozen Mudslide,32628,257,23.1,1.9,1.1,0.0268
8,Banana Flip,32630,238,35.9,4.6,2.9,0.1036
9,Pina Colada III,32632,257,18.7,12.1,10.7,0.0101
10,Banana Ice Cream Shake,32634,89,8.9,2.5,1.5,0.0615
11,Party Punch II,32636,182,21.6,0.1,0.0,0.0173
12,Orange Pineapple Smoothie,32643,272,34.4,0.2,0.0,0.0053
13,Margaritas,32649,286,38.7,0.0,0.0,0.0014
14,Champagne Punch III,32664,116,14.7,0.0,0.0,0.005
15,Instant Cappuccino,32670,103,11.4,4.3,2.5,0.0591
16,Italian Stallion,32674,407,41.7,1.3,0.7,0.15319999999999998
17,Chai Tea,32680,28,6.3,0.0,0.0,0.0073
18,Orange Spice Tea Mix,32682,9,0.0,0.1,0.0,0.002
19,Candie's SIMPLY Great Punch,32684,80,7.8,3.6,2.2,0.032100000000000004
20,Celebration Punch,32690,50,10.5,0.1,0.0,0.0070999999999999995
21,A-Plus Hot Chocolate,32691,477,69.7,16.0,9.8,0.2513
22,Marketing Mix,32693,297,13.3,0.1,0.0,0.0149
23,Fire Side Coffee,32695,24,2.9,0.9,0.8,0.0166
24,Party Punch V,32696,67,14.4,0.1,0.0,0.0065
