,name,id,description,picture,servings,calories,reviews,rating,carbohydrates,dietary fiber,sugars,fat,saturated fat,cholesterol,calcium,iron,magnesium,potassium,sodium,ingredients
10,Peanut Butter Chip Tassies,22412,These cute little confections are made from a cream cheese dough pressed into a mini muffin cup. They are filled with a peanutty cream filling and baked. Top with candied cherry pieces for your more festive occasions. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F979293.jpg,24,152.5,2,4.6,14.2,0.6,9.0,9.3,6.4,0.0246,0.019600000000000003,0.0005,0.0017,0.0767,0.0715,"1 (3 ounce) package cream cheese #½ cup butter, softened #1 cup all-purpose flour #1 egg, beaten #½ cup white sugar #2 tablespoons butter #¼ teaspoon lemon juice #¼ teaspoon vanilla extract #1 cup REESE'S® Peanut Butter Chips #6 each candied cherries, quartered "
11,Peanut Blossoms,22413,Peanut butter cookies with a chocolate kiss center. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F976746.jpg,48,98,120,4.6,10.5,0.5,6.7,5.8,1.9,0.005,0.013800000000000002,0.0004,0.010199999999999999,0.052899999999999996,0.075,1 (8 ounce) package HERSHEY®'S KISSES® Milk Chocolates #½ cup shortening #¾ cup REESE'S® Creamy or Crunchy Peanut Butter #⅓ cup white sugar #⅓ cup packed light brown sugar #1 egg #2 tablespoons milk #1 teaspoon vanilla extract #1 ½ cups all-purpose flour #1 teaspoon baking soda #½ teaspoon salt #¼ cup white sugar for decoration 
12,Chocolate Coeur a la Creme with Strawberry Sauce,22414,"Sweetened cream, cream cheese and cocoa form the basis for this chilled, molded dessert topped with strawberry sauce. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F986884.jpg,2,687.1,4,5.0,67.1,4.2,56.1,43.6,26.7,0.1435,0.09040000000000001,0.0023,0.0155,0.2383,0.19119999999999998,"½ cup heavy cream, divided #3 tablespoons HERSHEY®'S Cocoa Powder #1 tablespoon butter, softened #1 (3 ounce) package cream cheese, softened #½ cup confectioners' sugar #½ teaspoon vanilla extract #1 (10 ounce) package frozen strawberries in syrup, thawed #1 tablespoon cherry brandy "
13,Pat's Mushroom Saute,22415,"My son-in-law makes the best sauteed mushrooms; and now, so do I! Eat them hot out of the pan; they don't reheat well. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F531845.jpg,4,93.8,292,4.6,5.3,1.3,1.7,7.9,3.9,0.015300000000000001,0.0095,0.0013,0.0107,0.385,0.0456,"2 tablespoons butter #½ tablespoon olive oil #½ tablespoon balsamic vinegar #1 clove garlic, minced #⅛ teaspoon dried oregano #1 pound button mushrooms, sliced "
14,Pork Chop Casserole III,22417,"Creamy rice and vegetable pork dish, quick to prepare and sure to please. There are an unlimited number of variations on this, and leftover rice can serve as a side dish later in the week! ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F374834.jpg,5,394.5,71,3.8,46.8,1.4,3.9,14.0,4.1,0.0371,0.0549,0.0034,0.0324,0.3917,1.3047,"1 cup uncooked white rice #1 (1 ounce) package dry onion soup mix #2 (10.75 ounce) cans condensed cream of mushroom soup #2 ½ cups water #1 green bell pepper, sliced in rings #1 onion, sliced into rings #5 pork chops "
15,Tomato Focaccia Bread,22418,Traditional Italian sun dried tomato bread. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F264754.jpg,12,94.6,7,2.8,0.9,0.3,0.4,10.2,1.4,0.0,0.0032,0.0055,0.010199999999999999,0.0575,0.561,¼ cup sun-dried tomatoes #3 cups bread flour #½ teaspoon salt #2 teaspoons rapid rise yeast #6 tablespoons olive oil #⅔ cup warm water (110 degrees F/45 degrees C) #3 tablespoons olive oil #1 tablespoon sea salt #1 tablespoon chopped fresh basil #1 tablespoon fresh thyme 
16,Fudgey Pecan Pie,22419,A chocolaty pecan pie garnished with sweetened whipped cream. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F987182.jpg,8,558.3,8,4.3,64.8,3.1,29.3,32.8,11.6,0.1105,0.039200000000000006,0.002,0.0233,0.1097,0.3014,"⅓ cup butter #⅔ cup white sugar #½ cup HERSHEY®'S Cocoa Powder #3 large eggs eggs #1 cup light corn syrup #¼ teaspoon salt #1 cup chopped pecans #1 (9 inch) unbaked pie crust #½ cup heavy cream, chilled #1 tablespoon confectioners' sugar #¼ teaspoon vanilla extract "
17,Philly Mashed Potatoes,22420,These are a 'can't miss' for any dinner! Excellent! ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F6005502.jpg,4,544.8,44,4.5,52.0,3.8,3.0,32.8,16.1,0.1546,0.0775,0.0019,0.047,0.7587,0.5363,"4 potatoes, chopped #1 (8 ounce) package cream cheese, softened #1 small onion, finely chopped #2 eggs, beaten #1 tablespoon all-purpose flour #¼ teaspoon salt #⅛ teaspoon pepper #½ (6 ounce) can French-fried onions, crushed "
18,Chocolaty Fruit Dip,22421,"Use assorted fresh fruit for dipping (bananas, kiwifruit, papaya, strawberries). ",0,16,62.5,3,4.5,6.3,0.4,5.2,3.4,2.2,0.0107,0.0174,0.0006,0.0089,0.0902,0.0582,"1 (8 ounce) package Neufchatel cheese, softened #⅔ cup confectioners' sugar #¼ cup HERSHEY®'S Dutch Processed Cocoa #¼ cup skim milk #¼ teaspoon orange extract "
19,Pork Chops and Scalloped Potatoes,22422,This is the greatest recipe I was ever given. It is a family favorite for us. Simple yet delicious pork chops and scalloped potatoes baked with chicken broth and a hint of paprika. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1056539.jpg,6,300.3,276,4.3,29.6,2.9,1.8,12.4,6.0,0.0538,0.032,0.002,0.045399999999999996,0.8725,1.2361,"3 tablespoons butter, divided #1 ½ teaspoons salt #¼ teaspoon ground black pepper #3 tablespoons all-purpose flour #1 (14.5 ounce) can chicken broth #6 pork chops #6 cups thinly sliced potatoes #1 dash paprika "
20,Double Chocolate Fruit Tart,22423,A no-bake dessert made with a chocolate crust spread with chocolate cream cheese and topped with sliced fruit. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F979328.jpg,10,441.4,12,4.8,56.8,4.0,26.9,23.1,12.1,0.0492,0.05,0.0019,0.022600000000000002,0.3138,0.22019999999999998,"1 ½ cups vanilla wafer crumbs #⅓ cup HERSHEY®'S Cocoa Powder #⅓ cup confectioners' sugar #½ cup butter, melted #1 (8 ounce) package cream cheese, softened #½ cup white sugar #3 tablespoons HERSHEY®'S Cocoa Powder #1 tablespoon milk #1 ½ teaspoons vanilla extract #1 pint strawberries, halved #4 each kiwis, peeled and sliced #1 cup fresh blueberries #2 medium (7"" to 7-7/8"" long)s bananas, sliced #1 fresh peach - peeled, pitted and sliced #¼ cup apricot preserves "
21,Cocoa Cappuccino Mousse,22425,"Condensed milk, cocoa and coffee are cooked together, then folded into whipped cream and chilled in this mocha mousse. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F985757.jpg,8,414.6,31,4.6,30.4,0.7,26.7,30.9,19.1,0.10959999999999999,0.1794,0.0006,0.0177,0.2351,0.1156,"1 (14 ounce) can sweetened condensed milk #⅓ cup HERSHEY®'S Cocoa Powder #3 tablespoons butter #2 teaspoons instant coffee granules #2 teaspoons hot water #2 cups heavy cream, chilled "
22,Crawfish Etouffee III,22427,This recipe you can use with either shrimp or crawfish. My mom gave this to me about two years ago. My husband loves it. We are both from Louisiana. ,0,6,165.5,4,2.7,13.7,0.9,5.1,4.9,1.0,0.1179,0.0782,0.0022,0.0415,0.481,0.8805,"1 onion, chopped #1 (10.75 ounce) can condensed tomato soup #1 (10.75 ounce) can condensed cream of mushroom soup #1 (10 ounce) can diced tomatoes with green chile peppers #1 ½ pounds crawfish, peeled "
23,Green Bean Bundles II,22428,These are also wonderful served cold as an appetizer! Prepare one day in advance. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F962436.jpg,9,219.8,48,4.3,6.0,1.6,3.7,20.0,5.4,0.019,0.019100000000000002,0.0009,0.0040999999999999995,0.0708,0.9296,"2 (15 ounce) cans whole green beans, drained #1 cup Italian-style salad dressing #9 slices bacon, cut in half "
24,Cocoa-Banana Freeze,22429,"Cocoa, yogurt and banana are the signature ingredients in cooked ice cream made with evaporated milk. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F983863.jpg,8,130.9,4,2.9,26.8,0.9,18.6,0.4,0.1,0.0025,0.2023,0.0006,0.0229,0.2905,0.0853,"¼ cup HERSHEY®'S Cocoa Powder #¼ cup white sugar #1 ½ cups nonfat evaporated milk #¼ cup light corn syrup #1 (8 ounce) container nonfat plain yogurt #1 banana, mashed "
25,Double-Decker Fudge,22431,"Peanut butter fudge on the bottom and chocolate on top in this simple, quickly cooked fudge made from marshmallow creme and evaporated milk. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F982337.jpg,60,95.5,127,4.7,15.2,0.2,13.3,3.4,2.3,0.0033,0.0152,0.0002,0.0008,0.0479,0.0207,1 cup REESE'S® Peanut Butter Chips #1 cup HERSHEY®'S Semi-Sweet Chocolate Chips #2 ¼ cups white sugar #1 (7 ounce) jar marshmallow creme #¾ cup evaporated milk #¼ cup butter #1 teaspoon vanilla extract 
26,Corn Pudding Custard,22432,"Corn microwaved with cream, butter, eggs, sugar, salt and pepper. A quick and easy treat! ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F666865.jpg,8,415.4,6,3.2,21.6,1.6,7.3,35.9,21.5,0.1869,0.0627,0.0008,0.026600000000000002,0.2299,0.823,"2 ½ cups heavy cream #2 teaspoons salt #1 teaspoon pepper #¼ cup butter #3 eggs, beaten #3 tablespoons white sugar #3 cups corn "
27,Shrimp Creole IV,22433,"Here is an easy recipe for that New Orleans favorite: shrimp in a spicy red gravy. If you already have stock on hand, its a very quick, easy meal with a huge 'wow' factor. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F2305970.jpg,6,428.2,29,4.7,26.7,4.9,8.7,17.7,6.2,0.3583,0.1472,0.008400000000000001,0.1016,1.036,1.2342,"3 pounds medium shrimp - peeled, deveined and shells reserved #½ onion, chopped #1 carrot, finely chopped #2 strips celery, chopped #4 cups water #⅓ cup bacon grease #2 onions, chopped #2 strips celery, chopped #1 tablespoon minced garlic #1 large chopped green bell pepper #2 bay leaves # salt to taste #1 ½ teaspoons freshly ground black pepper #2 teaspoons brown sugar #1 teaspoon cayenne pepper #1 teaspoon hot pepper sauce (e.g. Tabasco™), or to taste #1 teaspoon dried rosemary #1 teaspoon dried thyme #1 teaspoon dried basil #4 tomatoes, chopped #2 cups canned tomato sauce #1 cup chopped green onion "
28,Easy Cocoa Ice Cream,22434,"Cocoa, condensed milk and cream are combined in this eggless, cooked chocolate ice cream. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F2625.jpg,18,195.1,62,4.8,14.1,0.3,12.0,14.4,8.9,0.052399999999999995,0.09190000000000001,0.0003,0.0088,0.118,0.0431,1 (14 ounce) can sweetened condensed milk #⅓ cup HERSHEY®'S Cocoa Powder #2 cups heavy cream #1 cup light cream #1 tablespoon vanilla extract 
29,Creamy Chocolate Yogurt Pudding,22435,"Cheese is made from plain yogurt overnight in the refrigerator and combined with cocoa and whipped topping in this creamy, chocolaty, chilled dessert. ",0,4,205.9,3,4.3,41.6,1.0,34.8,3.1,2.3,0.0028,0.09759999999999999,0.0008,0.009300000000000001,0.1265,0.0378,"1 (8 ounce) container lowfat vanilla yogurt, no gelatin added #½ cup white sugar #¼ cup HERSHEY®'S Cocoa Powder #2 tablespoons water #1 teaspoon vanilla extract #1 cup lite frozen whipped topping, thawed "
30,Plum Glazed Pork Ribs,22436,"Have your butcher cut the ribs into serving size pieces. Sit back and enjoy the flavors and the compliments! Spicy chili, plum and soy sauce mixture give these ribs zip! ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F813698.jpg,6,716.5,28,4.6,37.0,0.9,22.7,44.2,16.4,0.1756,0.0819,0.0028,0.0429,0.7297,1.906,4 ½ pounds baby back pork ribs #12 fluid ounces chili sauce #10 ounces plum sauce #¼ cup soy sauce 
31,Cheese and Nut Log,22437,"My mother gave me this recipe many years ago. Blended cheeses, red peppers and green onions come together to form this delicious log. Top the log with pistachios or pecans and it will be both attractive and irresistible! ",0,32,66.8,5,4.1,0.9,0.2,0.3,5.8,3.4,0.016,0.0663,0.0002,0.0047,0.0441,0.1125,"1 ½ cups shredded Cheddar cheese #1 (8 ounce) package cream cheese, softened #2 green onions, finely chopped #¼ small red bell pepper, diced #1 clove garlic, minced #2 teaspoons Worcestershire sauce #4 ounces blue cheese, crumbled #2 tablespoons milk #⅓ cup chopped pistachio nuts "
32,Deep Dark Chocolate Souffle,22438,You'll fall for this traditional chocolate souffle made with Dutch processed cocoa and served with a scoop of coffee ice cream. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F410286.jpg,6,527.9,47,4.7,52.7,2.2,45.0,29.5,17.2,0.26080000000000003,0.2209,0.0039,0.0493,0.4787,0.2017,"1 tablespoon white sugar #½ cup HERSHEY®'S Dutch Processed Cocoa #¼ cup all-purpose flour #¼ cup butter, softened #1 cup milk #½ cup white sugar #1 teaspoon vanilla extract #4 large eggs eggs, separated #2 tablespoons white sugar #6 scoops coffee ice cream "
33,Cocoa Cream Pie,22439,"A homemade chocolate pudding is poured into a prepared graham cracker crust. Garnish with whipped cream and strawberries, if desired. ",0,8,233.2,3,4.2,30.7,0.9,19.3,10.5,3.4,0.0599,0.0829,0.0011,0.011800000000000001,0.1206,0.2601,"1 (9 inch) prepared graham cracker crust #¼ cup white sugar #¼ cup HERSHEY®'S Cocoa Powder #3 tablespoons cornstarch #¼ teaspoon salt #2 cups milk #2 large egg yolks egg yolks, beaten #1 tablespoon butter #1 teaspoon vanilla extract "
34,Lemon Pepper Zucchini,22440,Quick and easy. Everyone will love it! ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1003405.jpg,4,93.7,113,4.2,3.5,1.3,1.9,8.8,5.5,0.0229,0.0213,0.0006,0.023,0.2545,0.7569,"2 zucchini, cut into 1/2-inch slices #3 tablespoons butter, melted #2 tablespoons lemon pepper "
35,Pickled Pig's Feet II,22441,"Try this simple, spicy treat of pickled pig's feet! Your guests will squeal with delight! ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4048245.jpg,6,200.5,15,4.2,1.3,0.2,0.8,13.4,3.6,0.0889,0.0035,0.001,0.0077,0.0762,2.3875,6 pig's feet #2 fresh red chile peppers #2 tablespoons salt #2 cups white vinegar 
36,Easy Nutty Fudge Cups,22442,"Cocoa, confectioners' sugar, butter and a wee bit of milk are melted together, spiced with cinnamon and flecked with nuts, then placed in petit four cups and chilled for an easy, fancy candy. ",0,30,73.7,1,3.8,7.7,0.6,6.2,4.6,1.8,0.0062,0.0056,0.0003,0.009800000000000001,0.0287,0.0455,6 tablespoons butter #1 ½ cups confectioners' sugar #⅓ cup HERSHEY®'S Cocoa Powder #3 tablespoons milk #1 teaspoon vanilla extract #¾ cup chopped mixed nuts #⅛ teaspoon ground cinnamon 
37,Chocolate Raspberry Tart with Pistachio Crust,22443,A homemade pistachio crust is filled with a fluffy chocolate-raspberry filling and sprinkled with chopped pistachios. ,0,12,391.5,5,3.4,36.5,2.2,23.9,25.9,15.3,0.0659,0.026699999999999998,0.0015,0.014199999999999999,0.1825,0.117,"½ cup butter #2 tablespoons white sugar #2 large egg yolks egg yolks #1 cup all-purpose flour #½ cup finely chopped pistachio nuts #1 (10 ounce) package frozen raspberries - thawed and drained #1 cup HERSHEY®'S Semi-Sweet Chocolate Chips #¼ cup butter #1 teaspoon vanilla extract #1 (8 ounce) container frozen whipped topping, thawed #2 tablespoons chopped pistachio nuts "
38,Deviled Eggless Salad,22445,This is great to have on hand for sandwiches. Wonderful on whole wheat with lettuce or sprouts. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F484348.jpg,4,133.6,9,4.2,7.1,2.0,2.7,5.4,0.9,0.003,0.4299,0.002,0.0422,0.2327,0.2196,"1 cup non-fat cottage cheese #2 tablespoons fat-free mayonnaise #2 tablespoons plain low-fat yogurt #1 tablespoon yellow mustard #1 teaspoon soy sauce #¼ teaspoon ground turmeric #1 teaspoon vegetarian Worcestershire sauce #2 teaspoons rice wine vinegar #1 (8 ounce) container firm tofu #5 green onions, minced "
39,Fudgy Chocolate Fondue,22446,"Assorted Fondue Dippers: Cake pieces, cookies, marshmallows, cherries, grapes, mandarin orange segments, pineapple chunks, strawberries, fresh fruit slices... ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F985382.jpg,6,289.3,110,4.5,31.2,1.3,27.2,17.6,10.7,0.046799999999999994,0.0597,0.001,0.0055,0.0697,0.1313,½ cup butter #½ cup HERSHEY®'S Cocoa Powder #¾ cup white sugar #½ cup evaporated milk #1 teaspoon vanilla extract 
40,Easy Fried Eggplant,22448,"A fried eggplant recipe that's easy, quick, and so tasty! I serve it with sliced fresh tomatoes, fresh green beans, and bread and butter. An inexpensive meal from my childhood and still a favorite! ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fpublic-assets.meredithcorp.io%2F1eccd0b84b54a35b339006a235cfe365%2F165214091320220509_193522.jpg,4,357.1,254,4.4,45.8,5.1,7.3,13.8,2.4,0.1395,0.1263,0.0036,0.0429,0.3921,0.451,"2 tablespoons canola oil #1 large eggplant, peeled and sliced #3 eggs, beaten #2 cups dry bread crumbs "
41,Celebration Tarts,22449,"Six individual tarts made with a chocolate base, layered with cherry pie filling and topped with pecans. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F984179.jpg,6,984.5,1,2.2,157.7,5.4,43.5,40.1,10.0,0.046299999999999994,0.052,0.0032,0.039200000000000006,0.234,0.4507,"1 recipe pastry for a 9 inch double crust pie #⅓ cup HERSHEY®'S Cocoa Powder #⅓ cup white sugar #3 tablespoons water #2 tablespoons butter #1 (21 ounce) can cherry pie filling #1 egg #2 cups light corn syrup #1 tablespoon packed light brown sugar #1 tablespoon butter, melted #1 cup coarsely chopped pecans "
42,Roasted Eggplant and Mushrooms,22450,"Eggplant, mushrooms, and zucchini are roasted together with a touch of tomato for a surprisingly robust side dish or sandwich filling. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1081300.jpg,2,117.9,38,3.6,25.8,9.0,13.3,1.1,0.2,0.0,0.054,0.0029,0.0737,1.3028,0.11109999999999999,"1 medium eggplant, peeled and cubed #2 small zucchini, cubed #½ small yellow onion, chopped #1 (8 ounce) package mushrooms, sliced #1 ½ tablespoons tomato paste #½ cup water #1 clove garlic, minced #½ teaspoon dried basil # salt and pepper to taste "
43,Amish Bread,22451,"My husband's ancestors were Amish and Mennonite. This delicious recipe is adapted from an old Amish recipe, but made in the bread machine. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1635464.jpg,12,58.4,507,4.7,4.3,0.1,4.2,4.7,0.3,0.0,0.001,0.0001,0.0006,0.007,0.09770000000000001,2 ¾ cups bread flour #¼ cup canola oil #1 teaspoon active dry yeast #¼ cup white sugar #½ teaspoon salt #18 tablespoons warm water 
