,name,id,calories,sugars,fat,saturated fat,sodium
0,Slow Cooker Beef Stew IV,25200,492,3.4,27.5,10.6,0.4096
1,"Beef, Green Chili and Tomato Stew",25201,465,4.4,33.5,12.0,0.6472
2,Beef Stroganoff III,25202,304,0.7,23.0,12.2,0.6195
3,Brown Sugar Meatloaf,25203,353,18.4,20.1,7.9,0.7633
4,Kimberly's Meaty Meatloaf,25204,386,3.0,22.5,8.8,0.4363
5,Barbequed Hamburgers,25205,238,9.4,15.3,5.0,0.3332
6,Oven Pot Roast,25206,375,1.2,24.3,10.3,0.36010000000000003
7,Blueberry Gems,25207,117,7.4,2.5,0.4,0.0792
8,Cinnamon Bran Muffins,25208,190,15.0,7.6,4.6,0.1925
9,Oat Applesauce Muffins,25209,101,8.0,1.2,0.3,0.1125
10,Italian Bread Bowls,25210,439,0.3,4.6,0.7,0.5937
11,Applesauce Doughnuts,25211,155,7.6,9.1,1.3,0.081
12,Bishop's Bread II,25212,507,46.0,25.1,8.1,0.30210000000000004
13,Bread Machine Focaccia,25213,166,0.1,5.1,0.7,0.0986
14,Whipped Honey Butter,25214,289,23.2,23.0,14.6,0.1646
15,Cereal Bread,25215,200,6.5,5.3,1.3,0.10579999999999999
16,Banana Crepes,25216,519,30.7,28.7,17.3,0.2521
17,Chocolate Waffles II,25217,717,47.1,43.3,26.3,0.5605
18,Double Oat Raisin Poppyseed Muffins,25218,509,28.2,14.9,6.6,0.2485
19,Ham and Cheese Chop Chop,25219,324,0.9,24.3,10.3,0.9122
20,Mom's Best Waffles,25220,410,12.3,12.3,3.5,0.8475
21,Overnight Bubble Bread,25221,679,30.7,29.6,11.9,0.8372
22,Persimmon Bars,25222,371,27.4,16.4,2.3,0.30660000000000004
23,Super-Good Oatmeal,25223,318,20.1,9.2,1.2,0.0351
24,Classic Bran Muffins,25224,168,8.9,7.1,1.3,0.2622
25,Creamy Apple Cinnamon Raisin Oatmeal,25225,293,30.1,2.9,0.5,0.0075
26,Malted Milk Waffles,25226,409,15.8,18.4,10.7,0.833
27,Creamy Hollandaise Sauce,25227,464,0.5,50.4,30.7,0.48219999999999996
28,Kugel,25228,454,18.3,27.8,15.8,0.41969999999999996
29,Garlicky Potatoes,25229,407,2.3,20.0,12.4,0.8209
30,Nancy's Pumpkin Butter,25230,61,2.2,5.7,1.0,0.0842
31,Bleu Cheese Macaroni,25231,433,2.6,24.9,15.3,0.8831
32,Raisin Sauce,25232,28,4.4,0.1,0.0,0.0023
33,Onions in Raisin Sauce,25233,54,2.1,1.0,0.2,0.1394
34,Cherry Chambord Butter,25234,86,6.5,5.3,3.4,0.0444
35,Garlic Cheese Grits with Shrimp,25235,634,3.3,32.5,12.6,1.0544
36,Enchilada Sauce,25236,43,1.7,2.2,0.5,0.0346
37,Honey Ginger Carrots,25237,122,9.9,7.8,4.9,0.0988
38,Jo Jo Potatoes,25238,431,2.4,23.6,3.3,0.6705
39,Israeli Moroccan Couscous,25239,282,7.5,2.8,0.4,0.6343
40,Asparagus with Brie,25240,647,2.8,51.5,29.9,0.9821
41,Vicki's Hush Puppies,25241,277,13.4,12.9,1.9,0.4069
42,Tomato Brie Bow Tie Pasta,25242,266,4.0,8.8,5.1,0.34
43,Baked Tomatoes Oregano,25243,110,7.1,5.4,1.3,0.103
44,Chris' Kraut,25244,302,21.4,20.6,6.8,0.9703999999999999
45,Mom's Dill Sauce,25245,119,0.6,11.0,1.7,0.4641
46,Sesame Green Beans,25246,78,1.6,4.6,0.7,0.1525
47,Rice with Almonds and Raisins,25247,262,1.6,6.5,2.2,0.3827
48,Lemon Pepper Green Beans,25248,81,1.3,5.9,2.6,0.18580000000000002
49,Creamed Spinach II,25249,88,1.4,5.5,2.0,0.4116
50,Easiest Mushroom Sauce,25250,98,0.6,7.9,4.9,0.18719999999999998
51,Celery Smashers with Cream Gravy,25251,471,3.7,19.2,11.9,0.2422
52,Coconut Carrots,25252,52,5.7,0.8,0.6,0.06709999999999999
53,Festive Wild Rice,25253,184,14.5,0.5,0.1,0.0455
54,Amy's Sausage Apple Pie,25254,688,0.2,52.9,21.3,0.9232
55,Sunshine's Company Potatoes,25255,339,2.5,20.1,12.5,0.3968
56,Pear Fritters,25256,348,4.8,27.1,3.8,0.25839999999999996
57,Crabby Potatoes,25257,621,0.6,56.0,34.3,0.8959
58,Beth's Scalloped Cabbage,25258,239,6.9,13.9,6.4,0.6066
59,Roasted Garlic Scalloped Potatoes,25259,411,3.8,19.9,11.6,0.8757999999999999
60,Brown Sugar Chops,25260,247,13.3,14.8,3.4,0.2989
61,Ketchup,25261,51,8.0,0.2,0.0,0.6323
62,Creamed Hard Boiled Eggs,25262,260,3.7,18.4,8.4,0.2824
63,Italian Green Beans,25263,180,2.8,15.8,8.0,0.3315
64,Grandma Newman's Potato and Sausage Stuffing,25264,614,6.2,25.0,8.7,0.7814
65,Potato Squash Cakes,25265,80,0.9,5.0,0.9,0.0783
66,Marinated Cauliflower,25266,258,3.5,25.1,4.2,0.6343
67,Zucchini Saute,25267,68,3.0,3.2,0.5,0.0991
68,Maria's Spanish Rice,25268,235,2.1,5.0,0.7,0.004900000000000001
