,name,id,calories,sugars,fat,saturated fat,sodium
0,Ruth Cullen's Green Bean Bake,31715,107,5.5,5.9,1.9,0.7177
1,Spicy Onion Rings,31739,323,5.2,13.9,2.0,0.5478
2,Ricotta Stuffed Zucchini Boats,31740,249,11.6,12.1,6.1,0.6698999999999999
3,Grilled Italian Zucchini,31741,117,2.1,10.0,3.7,0.4016
4,Mashed Potato Dream,31742,289,4.1,8.9,5.5,0.117
5,"Homestyle Beef, Macaroni and Cheese",31755,777,13.9,38.4,16.8,1.1835
6,Sharon's Awesome Chicago Chili,31772,389,10.6,11.5,4.2,0.8896000000000001
7,West Texas-Style Buffalo Chili,31773,536,6.6,22.7,8.5,0.9225
8,Ukrainian Olha's Varenyky (Perogies),31778,636,7.7,27.9,17.2,0.9188999999999999
9,Rosemary Turkey Meatloaf,31780,362,27.2,9.8,2.8,0.8072999999999999
10,Valentine Pizza,31785,246,2.3,9.1,3.5,0.4318
11,Pinwheel Meatloaf,31787,547,2.7,39.3,17.1,0.899
12,Suburban Cowboy Delight,31788,590,13.7,41.8,14.7,1.8635
13,Baked Kielbasa and Potatoes in Sauce,31789,506,7.1,31.3,10.5,1.5499
14,Lubia Polo (Green Bean Rice),31794,676,4.1,28.5,9.7,0.2721
15,Polish Meat and Potatoes,31796,661,6.2,44.9,12.7,1.3327
16,Pancit,31799,484,5.8,8.4,2.4,2.109
