,name,id,description,picture,servings,calories,reviews,rating,carbohydrates,dietary fiber,sugars,fat,saturated fat,cholesterol,calcium,iron,magnesium,potassium,sodium,ingredients
0,Sausage and Rice Stuffed Peppers,23517,"Stuffed green peppers with rice and sausage in cheesy tomato sauce. Tomato soup is used instead of tomato sauce. Very, very good. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F6397314.jpg,6,1276.5,131,4.3,154.6,5.3,8.1,53.1,25.9,0.1333,0.5808,0.0106,0.0533,0.5704,1.1418,"6 large green bell peppers #1 pound ground sausage #1 large onion, chopped #2 (10.75 ounce) cans tomato soup #2 ⅔ cups water #1 tablespoon chili powder #1 tablespoon garlic powder # salt and pepper to taste #1 pound Cheddar cheese, shredded, divided #3 cups uncooked instant rice "
1,Broccoli Turkey Bake,23518,"This is a nice easy recipe for leftover turkey, or can be made with cooked boneless, skinless chicken breast. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F5799749.jpg,8,270.6,36,3.6,23.7,1.5,1.1,11.8,6.5,0.052899999999999996,0.1404,0.002,0.03,0.22540000000000002,0.1799,"1 cup uncooked white rice #2 cups cooked, chopped turkey meat #1 (10 ounce) package frozen broccoli, thawed #1 cup shredded Cheddar cheese #1 (7 ounce) package whole wheat crackers, crushed #3 tablespoons butter, melted "
2,Green Chile Frittata,23519,"This rich recipe is great for either a brunch or breakfast. You can make this a day ahead if you want to serve it for an early morning breakfast. Just reheat in the microwave. You may use any combination of cheese in this recipe, even non-fat. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F11585.jpg,10,225.1,160,4.5,8.0,0.4,1.2,14.3,7.4,0.2137,0.1625,0.0015,0.0162,0.1659,0.6207,"10 eggs, beaten #½ cup all-purpose flour #1 teaspoon baking powder #1 pinch salt #1 (7 ounce) can diced green chile peppers, drained #1 (16 ounce) container low-fat cottage cheese #1 cup shredded Cheddar cheese #¼ cup melted butter "
3,Oatmeal Maple Syrup Muffins,23520,"A sweet, yummy, muffin! Try it with real maple syrup if you get a chance but any maple flavor syrup will do! You may also add 1/2 cup of chopped walnuts to this recipe if you wish. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F905831.jpg,12,209.4,68,3.9,28.1,1.1,13.9,9.8,5.8,0.0396,0.0693,0.0011,0.016,0.09290000000000001,0.42660000000000003,"½ cup butter, softened #½ cup dark brown sugar #½ cup real maple syrup #1 egg #1 teaspoon vanilla extract #½ cup half-and-half #1 cup all-purpose flour #1 cup quick cooking oats #2 teaspoons baking powder #1 teaspoon baking soda #1 teaspoon salt #1 teaspoon ground cinnamon "
4,Chocolate Gravy I,23521,That's right...chocolate gravy! Great on biscuits for breakfast! ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F6522105.jpg,4,229,12,3.9,52.2,0.5,50.0,3.1,1.9,0.0076,0.012,0.0003,0.0079,0.0256,0.048,1 cup white sugar #1 tablespoon self-rising flour #1 tablespoon unsweetened cocoa powder #1 ¼ cups water #1 tablespoon butter 
5,Best Roasted Pumpkin Seeds,23522,These toasted snacks can be prepared while your loved ones are still carving the pumpkins. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F287544.jpg,12,79.8,23,3.8,8.6,0.6,0.0,4.1,1.2,0.0025,0.009300000000000001,0.0005,0.042,0.1474,0.2036,3 cups raw whole pumpkin seeds #1 teaspoon salt #2 tablespoons water #1 tablespoon butter 
6,Grilled Tequila-Cilantro Pineapple,23523,This is an out-of-the-ordinary side dish that always turns into a conversation piece. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F964366.jpg,4,206.1,10,3.9,20.9,3.9,12.0,0.4,0.0,0.0,0.045,0.0009,0.0214,0.2459,0.0344,"1 fresh pineapple, peeled and cored #1 cup chopped fresh cilantro #1 cup tequila #1 ½ tablespoons ground chipotle chiles #1 lemon #1 lime # salt and pepper to taste "
7,Peppermint Patty I,23524,Ever had a Peppermint Patty candy bar? Ever wonder what it would taste like with real alcohol? Try this! I love this right before going to bed at the camp fire!!! ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F24434.jpg,1,217.5,20,4.6,36.7,1.0,30.5,1.2,0.7,0.0,0.037399999999999996,0.0004,0.0237,0.2039,0.1431,1 (1 ounce) envelope instant hot chocolate mix #1 fluid ounce peppermint schnapps 
8,Gin Slush,23525,"Excellent for parties of all kinds (cookouts, bridal showers, etc.) Can also be made with vodka. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F847310.jpg,30,134.8,6,4.0,24.5,0.1,24.1,0.1,0.0,0.0,0.006900000000000001,0.0001,0.0052,0.0862,0.0033,9 cups water #2 cups white sugar #1 (12 fluid ounce) can frozen orange juice concentrate #1 (12 fluid ounce) can frozen lemonade concentrate #2 cups gin 
9,Hot Chocolate Mix I,23526,"It's easy to make your own creamy hot chocolate mix, and this can be used in other recipes that call for hot chocolate mix. You just mix together cocoa, sugar, powdered creamer and powdered milk. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F311508.jpg,34,66.3,60,3.9,13.2,0.6,12.2,1.3,1.1,0.0007,0.0475,0.0003,0.0135,0.1149,0.024300000000000002,1 ½ cups white sugar #1 cup powdered non-dairy creamer #1 cup dry milk powder #¾ cup unsweetened cocoa powder 
10,Instant Russian Tea Mix,23527,This recipe was given to me two Christmas's ago from a very good friend. She said to pass it on. So I am. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F7841427.jpg,100,32.1,44,4.6,8.4,0.1,7.6,0.0,0.0,0.0,0.015300000000000001,0.0,0.001,0.030199999999999998,0.0007,2 cups orange-flavored drink mix (e.g. Tang) #2 cups white sugar #¼ cup instant tea powder #¾ cup lemon-flavored instant tea powder #1 teaspoon ground cinnamon #1 teaspoon ground cloves 
11,Friendship Tea,23528,"This is a lemony spiced tea mix with cinnamon and clove that makes great gifts during the holidays, or any time! ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F23888.jpg,40,39.1,55,4.6,9.9,0.1,9.2,0.0,0.0,0.0,0.0195,0.0,0.0012,0.0351,0.0022,½ cup instant tea powder #1 cup sweetened lemonade powder #1 cup orange-flavored drink mix (e.g. Tang) #1 teaspoon ground cinnamon #½ teaspoon ground cloves 
12,Hot Buttered Apple Cider,23529,Hot apple cider sweetened with maple syrup and topped with butter and spices. A wonderful drink on a cold night or morning. You will have spiced butter left over for your next batch! ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F132045.jpg,8,185.5,37,3.9,21.2,0.1,18.5,11.6,7.3,0.0305,0.0177,0.0003,0.0035,0.0455,0.0901,"1 (16 ounce) bottle apple cider #½ cup pure maple syrup #½ cup butter, softened #½ teaspoon ground nutmeg #½ teaspoon ground allspice "
13,Orange Smoothie,23530,"A great drink for orange lovers, and a fun way to cool off! Orange juice concentrate is blended with milk and ice to produce a tasty slushy drink! ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F17158.jpg,4,182.8,132,4.3,40.0,0.4,39.5,1.3,0.8,0.004900000000000001,0.09029999999999999,0.0002,0.0255,0.45289999999999997,0.028300000000000002,1 (6 ounce) can frozen orange juice concentrate #1 cup milk #1 cup water #1 teaspoon vanilla extract #⅓ cup white sugar #10 cubes ice 
14,Frothy Eggnog,23531,"Good old-fashioned eggnog flavored with vanilla and rum extract. Be sure to make extra! This recipe contains raw eggs. We recommend that pregnant women, young children, the elderly and the infirm do not consume raw eggs. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F529558.jpg,24,142.5,23,4.7,10.7,0.0,10.3,8.8,5.0,0.0889,0.114,0.0003,0.0123,0.1569,0.1108,8 eggs #¾ cup white sugar #½ teaspoon salt #1 tablespoon rum flavored extract #1 teaspoon vanilla extract #2 quarts milk #1 ½ cups heavy cream #1 teaspoon ground nutmeg 
