,name,id,calories,sugars,fat,saturated fat,sodium
0,Spicy Pasta,26300,134,3.6,2.8,0.6,0.1174
1,Spinach and Orzo Salad,26301,491,6.5,26.9,7.3,0.3492
2,"Sue's Rigatoni with Roasted Red Peppers, Artichokes and Asparagus",26302,770,13.3,31.4,17.6,0.9999
3,Syrian Spaghetti,26303,293,5.2,7.8,1.3,0.318
4,The Very Best Spaghetti Sauce,26304,193,11.0,11.2,6.7,0.3352
5,Twenty Minute Lasagna,26307,355,5.2,12.9,5.8,1.2241
6,White Wine and Garlic Dream Cream,26311,391,2.9,26.0,16.2,0.0639
7,Banana Cream Pie V,26313,366,36.6,14.4,6.2,0.38280000000000003
8,Buttery Cranberry Pie,26314,422,39.4,16.1,4.4,0.3147
9,Cheesecake,26315,603,60.4,31.4,15.9,0.342
10,Cherry Pie IV,26316,532,37.8,27.7,7.4,0.015
11,Chicken Pot Pie IX,26317,412,3.2,23.9,9.1,0.517
12,Chicken Pot Pie VIII,26318,623,1.7,42.2,19.5,0.7525
13,Chocolate Cherry Pie,26319,455,20.1,29.5,16.0,0.325
14,Chocolate Lovers Cheesecake,26320,474,25.9,33.9,17.1,0.37060000000000004
15,Light Chocolate Mousse Cheesecake,26321,509,38.3,32.3,16.1,0.29560000000000003
16,Colonial Chess Pie,26322,292,26.4,14.4,3.3,0.2721
17,Cranberry Pie II,26323,357,34.1,15.2,6.1,0.1845
18,Diane's Almond Tarts,26324,247,16.2,13.2,8.1,0.095
19,Elva's Custard Pie,26326,297,28.3,12.5,3.8,0.1945
20,German Chocolate Angel Pie II,26327,326,26.6,23.2,10.3,0.0345
21,Gooseberry Pie III,26328,460,37.6,18.3,5.6,0.2551
22,Italian Rice Pie II,26329,323,28.2,9.2,4.8,0.18180000000000002
23,Joey's Cheesecake,26330,361,26.3,18.7,8.2,0.3723
24,Lemon Blueberry Custard Pie,26331,250,21.5,10.7,3.6,0.1559
25,Lemon Cheesecake,26332,379,23.7,23.6,12.9,0.2978
26,Maple Walnut Pie,26333,451,43.3,21.9,6.0,0.2551
27,Miss Hattie's Apple Pie,26334,496,46.5,23.8,9.3,0.2983
28,Ortega® Empanadas,26335,600,13.0,29.6,10.6,0.9667
29,Easy Mexican Calzones,26336,1000,1.5,71.8,26.3,1.421
30,S'mores Pie,26339,483,46.7,24.9,10.0,0.38539999999999996
31,Tourtiere Spices,26341,5,0.0,0.2,0.0,0.3718
32,Yummy Eggnog Pie,26342,453,16.9,33.5,17.8,0.291
33,Tammi's Crawfish Etoufee,26343,363,1.2,31.8,15.1,0.4011
34,Shrimp Surprise Spread,26347,454,8.0,27.4,10.5,1.0639
35,Buffalo Shrimp,26349,626,1.6,32.1,7.5,2.1288
36,Moroccan Salmon Cakes with Garlic Mayonnaise,26350,620,4.3,46.4,8.0,0.9501000000000001
37,No Name Orange Roughy,26353,329,5.5,15.1,8.8,0.9364
38,Alison's Slow Cooker Vegetable Beef Soup,26354,228,1.2,9.9,3.8,1.7167999999999999
39,Amateur's Light Breeze Chicken Chili,26355,149,5.9,4.0,0.9,0.6882999999999999
40,Asian Chicken Noodle Soup,26356,356,2.6,7.1,1.8,0.1128
41,Award Winning Chili,26357,373,6.7,22.1,7.9,1.1689
42,Awesome Chicken Noodle Soup,26358,303,4.8,12.3,3.3,0.8644
43,Beef and Barley Soup IV,26362,84,0.7,5.0,1.9,0.0241
44,Beefy Cabbage Stew,26363,283,4.4,8.4,2.7,0.813
45,Best Ever Beef Stew,26364,225,2.5,11.3,3.9,1.372
46,Best Pennsylvania Dutch Chicken Corn Soup,26365,437,4.6,18.7,5.2,1.5760999999999998
47,Cape Ann Chowder,26369,1072,2.7,52.8,29.9,0.8562000000000001
48,Chicken and Dumplings IV,26374,362,2.0,10.1,3.6,0.6055
49,Chicken and Wild Rice Soup,26375,375,6.4,12.8,5.7,1.4563
50,Chicken Chili Soup,26377,160,3.6,1.1,0.2,0.427
51,Chicken Corn Chowder,26378,69,1.1,4.6,2.7,0.3123
52,Chicken Enchilada Soup III,26382,290,0.7,16.3,8.6,0.5122000000000001
53,Chicken Soup II,26384,225,3.4,7.2,2.1,0.7434
54,Chicken Soup III,26385,228,1.6,10.0,2.8,1.2341
55,Chili IV,26389,348,8.7,16.4,5.7,1.0686
56,Chili Seasoning Mix I,26390,29,1.2,0.8,0.1,1.1496
57,Chili Seasoning Mix II,26391,45,2.0,0.8,0.1,0.796
58,Chilled Strawberry Soup,26393,252,10.3,20.4,12.7,0.0596
59,Clam Chowder III,26395,706,3.1,43.6,26.3,0.7419
60,Corn and Chicken Soup,26399,413,3.8,20.4,5.7,0.2913
